companion_problem_id	semantic_unit_id	representative_problem_id	thematic_section	related_chapters	atlas_editorial_status	source_problem_ids	statement_source_file	statement_line_range	statement_status	solution_status	primary_solution_id	primary_solution_source_file	primary_solution_line_range	distinct_solution_variants	alternate_solution_ids	figure_requirement	figure_status	migration_status	notes
CP-II-0011	SEM-0285D3D2FF57	IMP-DL-11EDF39EA7-P041	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-11EDF39EA7-P041;IMP-M2-68556E3D88-P041	Downloads/theory-of-analysis-FD2.tex	L5663-L5669	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0012	SEM-03FD1A797ACA	IMP-DL-183AD43C4C-R000880-03FD1A79	Calculus	II/08--II/10	READY_FOR_COMPANION_MIGRATION	IMP-DL-183AD43C4C-R000880-03FD1A79;IMP-DL-20E278E436-R000822-03FD1A79;IMP-M2-1895C43FC6-R000880-03FD1A79;IMP-M2-50B0B212DD-R000822-03FD1A79	Downloads/theory-of-real-analysis.tex	L880-L892	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-183AD43C4C-S021	Downloads/theory-of-real-analysis.tex	L893-L901	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0013	SEM-052F0120DBFF	IMP-DL-15679DEE8D-P009	Metric and Topological Foundations	II/01--II/07	READY_FOR_COMPANION_MIGRATION	IMP-DL-15679DEE8D-P009;IMP-DL-3CA1CB77F7-P009;IMP-DL-E0A96454A5-P009;IMP-M2-1D2863B81A-P009;IMP-M2-D47CB97304-P009;IMP-M2-F08D4144EA-P009	Downloads/theory-of-analysis - Copy.tex	L882-L929	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0014	SEM-0660F650C30E	IMP-DL-117191C0EC-P058	Approximation	II/20--II/25	READY_FOR_COMPANION_MIGRATION	IMP-DL-117191C0EC-P058;IMP-M2-40A546CAA2-P058	Downloads/theory-of-analysis-topics.tex	L4830-L4879	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0015	SEM-06EA7C1F102D	IMP-DL-873C6F4098-P005	Sequences of Functions	II/11--II/15	READY_FOR_COMPANION_MIGRATION	IMP-DL-873C6F4098-P005;IMP-M2-CFC28ED568-P005	Downloads/theory-of-analysis-II.tex	L311-L342	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0016	SEM-07431C44DB28	IMP-DL-CB3C80FF97-P005	Sequences of Functions	II/11--II/15	READY_FOR_COMPANION_MIGRATION	IMP-DL-CB3C80FF97-P005;IMP-M2-7B5A4788C1-P005	Downloads/theory-of-complex-analysis-topology.tex	L231-L240	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-CB3C80FF97-S007	Downloads/theory-of-complex-analysis-topology.tex	L241-L248	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0017	SEM-07AE3F445233	IMP-DL-873C6F4098-P061	Metric and Topological Foundations	II/01--II/07	READY_FOR_COMPANION_MIGRATION	IMP-DL-873C6F4098-P061;IMP-M2-CFC28ED568-P061	Downloads/theory-of-analysis-II.tex	L1755-L1797	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0018	SEM-07F444F1C044	IMP-DL-15679DEE8D-P023	Fixed Points and Differential Equations	II/16--II/19	READY_FOR_COMPANION_MIGRATION	IMP-DL-15679DEE8D-P023;IMP-DL-15679DEE8D-R003444-07F444F1;IMP-DL-3CA1CB77F7-P023;IMP-DL-3CA1CB77F7-R003447-07F444F1;IMP-DL-E0A96454A5-P023;IMP-DL-E0A96454A5-R003444-07F444F1;IMP-M2-1D2863B81A-P023;IMP-M2-1D2863B81A-R003444-07F444F1;IMP-M2-D47CB97304-P023;IMP-M2-D47CB97304-R003444-07F444F1;IMP-M2-F08D4144EA-P023;IMP-M2-F08D4144EA-R003447-07F444F1	Downloads/theory-of-analysis - Copy.tex	L3444-L3457	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0019	SEM-08B6E0B9E543	IMP-DL-117191C0EC-P053	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-117191C0EC-P053;IMP-M2-40A546CAA2-P053	Downloads/theory-of-analysis-topics.tex	L4630-L4634	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-117191C0EC-S024	Downloads/theory-of-analysis-topics.tex	L4635-L4653	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0020	SEM-092E024E0052	IMP-DL-873C6F4098-P091	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-873C6F4098-P091;IMP-M2-CFC28ED568-P091	Downloads/theory-of-analysis-II.tex	L3442-L3453	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-873C6F4098-S024	Downloads/theory-of-analysis-II.tex	L3454-L3476	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0021	SEM-0A4B209D8A05	IMP-DL-873C6F4098-P019	Metric and Topological Foundations	II/01--II/07	READY_FOR_COMPANION_MIGRATION	IMP-DL-873C6F4098-P019;IMP-M2-CFC28ED568-P019	Downloads/theory-of-analysis-II.tex	L742-L744	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0022	SEM-0AB861EE6D36	IMP-DL-873C6F4098-P040	Metric and Topological Foundations	II/01--II/07	READY_FOR_COMPANION_MIGRATION	IMP-DL-873C6F4098-P040;IMP-M2-CFC28ED568-P040	Downloads/theory-of-analysis-II.tex	L1262-L1301	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0023	SEM-0B763B250151	IMP-DL-873C6F4098-P086	Fixed Points and Differential Equations	II/16--II/19	READY_FOR_COMPANION_MIGRATION	IMP-DL-873C6F4098-P086;IMP-M2-CFC28ED568-P086	Downloads/theory-of-analysis-II.tex	L3263-L3284	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-873C6F4098-S020	Downloads/theory-of-analysis-II.tex	L3285-L3307	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0024	SEM-0BA4A918FAF4	IMP-DL-316AE183C3-P030	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-316AE183C3-P030;IMP-M2-303BB87ACE-P030	Downloads/theory-of-analysis-functions.tex	L2159-L2160	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0025	SEM-0BE096F9BC27	IMP-DL-183AD43C4C-R002184-0BE096F9	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-183AD43C4C-R002184-0BE096F9;IMP-DL-20E278E436-R002126-0BE096F9;IMP-M2-1895C43FC6-R002184-0BE096F9;IMP-M2-50B0B212DD-R002126-0BE096F9	Downloads/theory-of-real-analysis.tex	L2184-L2217	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0026	SEM-0D252253DB82	IMP-DL-117191C0EC-P017	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-117191C0EC-P017;IMP-M2-40A546CAA2-P017	Downloads/theory-of-analysis-topics.tex	L1615-L1694	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0027	SEM-0D80277403BB	IMP-DL-2370D81D66-P049	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-2370D81D66-P049;IMP-M2-D036BAB254-P049	Downloads/theory-of-analysis-FD.tex	L4685-L4697	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0028	SEM-0DE4E8C41D0A	IMP-DL-873C6F4098-P035	Metric and Topological Foundations	II/01--II/07	READY_FOR_COMPANION_MIGRATION	IMP-DL-873C6F4098-P035;IMP-M2-CFC28ED568-P035	Downloads/theory-of-analysis-II.tex	L1122-L1129	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0029	SEM-0E705F9408F8	IMP-DL-11EDF39EA7-P021	Metric and Topological Foundations	II/01--II/07	READY_FOR_COMPANION_MIGRATION	IMP-DL-11EDF39EA7-P021;IMP-M2-68556E3D88-P021	Downloads/theory-of-analysis-FD2.tex	L3720-L3800	MIGRATED	NO_RECONCILED_SOLUTION				0		CANDIDATE	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0030	SEM-0E9397D2DC72	IMP-DL-117191C0EC-P002	Metric and Topological Foundations	II/01--II/07	READY_FOR_COMPANION_MIGRATION	IMP-DL-117191C0EC-P002;IMP-M2-40A546CAA2-P002	Downloads/theory-of-analysis-topics.tex	L475-L491	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-117191C0EC-S003	Downloads/theory-of-analysis-topics.tex	L492-L512	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0031	SEM-0ECF55B9BD85	IMP-DL-117191C0EC-P051	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-117191C0EC-P051;IMP-M2-40A546CAA2-P051	Downloads/theory-of-analysis-topics.tex	L4508-L4529	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0032	SEM-0ED2A55E55C2	IMP-DL-EAE0F59552-PSR001951-0ED2A55E	Calculus	II/08--II/10	READY_FOR_COMPANION_MIGRATION	IMP-DL-EAE0F59552-PSR001951-0ED2A55E;IMP-M2-7EA9DA1D72-PSR001951-0ED2A55E	Downloads/theory-of-analysis-topology.tex	L1951-L1974	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	SOURCE_PRESENT_REVIEW_LATER	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0033	SEM-0F7C6853CA34	IMP-DL-07D84009EA-P004	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-07D84009EA-P004;IMP-DL-162DBE4483-P004;IMP-DL-183AD43C4C-P004;IMP-DL-20E278E436-P004;IMP-DL-68F65EDA24-P004;IMP-DL-890EB1F6EA-P004;IMP-DL-995E0CD19D-P004;IMP-DL-E69AEC0DA9-P004;IMP-M2-0EAC31ED0B-P004;IMP-M2-1403D223C9-P004;IMP-M2-1750FF4FF7-P004;IMP-M2-1895C43FC6-P004;IMP-M2-50B0B212DD-P004;IMP-M2-6D7FCEA253-P004;IMP-M2-9CEC4F97B5-P004;IMP-M2-BC23C57F39-P004	Downloads/merged_exercises_corrected (1).tex	L69-L77	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0034	SEM-10A3DE8309CA	IMP-DL-11EDF39EA7-P033	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-11EDF39EA7-P033;IMP-M2-68556E3D88-P033	Downloads/theory-of-analysis-FD2.tex	L5248-L5252	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0035	SEM-1123495D6F71	IMP-DL-183AD43C4C-P031	Metric and Topological Foundations	II/01--II/07	READY_FOR_COMPANION_MIGRATION	IMP-DL-183AD43C4C-P031;IMP-M2-1895C43FC6-P031	Downloads/theory-of-real-analysis.tex	L2476-L2480	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0036	SEM-113CB3B8A788	IMP-DL-15679DEE8D-P026	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-15679DEE8D-P026;IMP-DL-15679DEE8D-R003625-113CB3B8;IMP-DL-3CA1CB77F7-P026;IMP-DL-3CA1CB77F7-R003628-113CB3B8;IMP-DL-E0A96454A5-P026;IMP-DL-E0A96454A5-R003625-113CB3B8;IMP-M2-1D2863B81A-P026;IMP-M2-1D2863B81A-R003625-113CB3B8;IMP-M2-D47CB97304-P026;IMP-M2-D47CB97304-R003625-113CB3B8;IMP-M2-F08D4144EA-P026;IMP-M2-F08D4144EA-R003628-113CB3B8	Downloads/theory-of-analysis - Copy.tex	L3625-L3632	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0037	SEM-1149768E71D8	IMP-DL-873C6F4098-P002	Sequences of Functions	II/11--II/15	READY_FOR_COMPANION_MIGRATION	IMP-DL-873C6F4098-P002;IMP-M2-CFC28ED568-P002	Downloads/theory-of-analysis-II.tex	L169-L224	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0038	SEM-116B2CA46027	IMP-DL-117191C0EC-P043	Approximation	II/20--II/25	READY_FOR_COMPANION_MIGRATION	IMP-DL-117191C0EC-P043;IMP-M2-40A546CAA2-P043	Downloads/theory-of-analysis-topics.tex	L4081-L4092	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0039	SEM-121D997257AF	IMP-DL-316AE183C3-P035	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-316AE183C3-P035;IMP-M2-303BB87ACE-P035	Downloads/theory-of-analysis-functions.tex	L2254-L2257	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0040	SEM-130DABF37E50	IMP-DL-873C6F4098-P057	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-873C6F4098-P057;IMP-M2-CFC28ED568-P057	Downloads/theory-of-analysis-II.tex	L1704-L1706	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0041	SEM-1333ACC1B0B5	IMP-DL-873C6F4098-P078	Calculus	II/08--II/10	READY_FOR_COMPANION_MIGRATION	IMP-DL-873C6F4098-P078;IMP-M2-CFC28ED568-P078	Downloads/theory-of-analysis-II.tex	L2925-L2965	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-873C6F4098-S017	Downloads/theory-of-analysis-II.tex	L2966-L2994	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0042	SEM-1461BB965B9C	IMP-DL-117191C0EC-P014	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-117191C0EC-P014;IMP-M2-40A546CAA2-P014	Downloads/theory-of-analysis-topics.tex	L1132-L1135	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0043	SEM-14CC35D3177F	IMP-DL-873C6F4098-P031	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-873C6F4098-P031;IMP-M2-CFC28ED568-P031	Downloads/theory-of-analysis-II.tex	L1041-L1052	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-873C6F4098-S008	Downloads/theory-of-analysis-II.tex	L1053-L1073	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0044	SEM-162D2C854FF3	IMP-DL-11EDF39EA7-P006	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-11EDF39EA7-P006;IMP-M2-68556E3D88-P006	Downloads/theory-of-analysis-FD2.tex	L859-L871	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-11EDF39EA7-S004	Downloads/theory-of-analysis-FD2.tex	L872-L904	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0045	SEM-164C8CBBD736	IMP-DL-2370D81D66-P019	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-2370D81D66-P019;IMP-M2-D036BAB254-P019	Downloads/theory-of-analysis-FD.tex	L3369-L3376	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0046	SEM-1674986B5284	IMP-DL-2370D81D66-P062	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-2370D81D66-P062;IMP-M2-D036BAB254-P062	Downloads/theory-of-analysis-FD.tex	L4850-L4853	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0047	SEM-178B629FF10E	IMP-DL-117191C0EC-P008	Fixed Points and Differential Equations	II/16--II/19	READY_FOR_COMPANION_MIGRATION	IMP-DL-117191C0EC-P008;IMP-M2-40A546CAA2-P008	Downloads/theory-of-analysis-topics.tex	L628-L648	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-117191C0EC-S004	Downloads/theory-of-analysis-topics.tex	L649-L683	1		CANDIDATE	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0048	SEM-186BB5F7F43B	IMP-DL-EAE0F59552-PSR002030-186BB5F7	Calculus	II/08--II/10	READY_FOR_COMPANION_MIGRATION	IMP-DL-EAE0F59552-PSR002030-186BB5F7;IMP-M2-7EA9DA1D72-PSR002030-186BB5F7	Downloads/theory-of-analysis-topology.tex	L2030-L2057	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	SOURCE_PRESENT_REVIEW_LATER	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0049	SEM-18973F5EA74A	IMP-DL-316AE183C3-P018	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-316AE183C3-P018;IMP-M2-303BB87ACE-P018	Downloads/theory-of-analysis-functions.tex	L2057-L2057	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0050	SEM-19E19984A1F0	IMP-DL-873C6F4098-P099	Sequences of Functions	II/11--II/15	PLACEMENT_REVIEW_REQUIRED	IMP-DL-873C6F4098-P099;IMP-M2-CFC28ED568-P099	Downloads/theory-of-analysis-II.tex	L3578-L3585	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-II-0051	SEM-1A3E9DE050FD	IMP-DL-117191C0EC-P046	Sequences of Functions	II/11--II/15	READY_FOR_COMPANION_MIGRATION	IMP-DL-117191C0EC-P046;IMP-M2-40A546CAA2-P046	Downloads/theory-of-analysis-topics.tex	L4343-L4384	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
