canonical_dossier_id	volume	chapter_code	chapter_title	entry_kind	ordinal_in_chapter_kind	label	title	source_path	source_line	placement	solution_mode	solution_path	provenance_origin	provenance_ledger	provenance_source_file	provenance_source_block_id	mapped_source_rules	source_rule_dispositions
prob:i01-dossier-11	I	I/01	Scalars, Vectors and Linear Combinations	problem	11	prob:i01-dossier-11	Direct verification from axioms	books/vol01_linear_algebra/chapters/ch01_scalars_vectors_and_linear_combinations/chapter.tex	155	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch01_scalars_vectors_and_linear_combinations/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	9	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:8;SUPPORT_ONLY:1
prob:i01-dossier-12	I	I/01	Scalars, Vectors and Linear Combinations	problem	12	prob:i01-dossier-12	A geometric synthesis	books/vol01_linear_algebra/chapters/ch01_scalars_vectors_and_linear_combinations/chapter.tex	162	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch01_scalars_vectors_and_linear_combinations/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	9	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:8;SUPPORT_ONLY:1
prob:i02-dossier-01	I	I/02	Subspaces, Span and Linear Independence	problem	1	prob:i02-dossier-01	Intersection and sum of planes	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	85	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	CORPUS_GUIDED	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	theory-of-linear-algebra-1.tex	T02.SECTION	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i02-dossier-02	I	I/02	Subspaces, Span and Linear Independence	problem	2	prob:i02-dossier-02	A union that fails	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	92	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	CORPUS_GUIDED	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	theory-of-linear-algebra-1.tex	T02.EXERCISE_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i02-dossier-03	I	I/02	Subspaces, Span and Linear Independence	problem	3	prob:i02-dossier-03	Span from row reduction	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	99	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	CORPUS_GUIDED	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	theory-of-linear-algebra-1.tex	T02.THEORY_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i02-dossier-04	I	I/02	Subspaces, Span and Linear Independence	problem	4	prob:i02-dossier-04	Redundant generator	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	106	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i02-dossier-05	I	I/02	Subspaces, Span and Linear Independence	problem	5	prob:i02-dossier-05	Subspace defined by a functional	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	113	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i02-dossier-06	I	I/02	Subspaces, Span and Linear Independence	problem	6	prob:i02-dossier-06	Dependence with a parameter	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	120	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i02-dossier-07	I	I/02	Subspaces, Span and Linear Independence	problem	7	prob:i02-dossier-07	Minimal spanning extraction	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	127	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i02-dossier-08	I	I/02	Subspaces, Span and Linear Independence	problem	8	prob:i02-dossier-08	A nonlinear constraint	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	134	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i02-dossier-09	I	I/02	Subspaces, Span and Linear Independence	problem	9	prob:i02-dossier-09	Independence of monomials	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	141	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i02-dossier-10	I	I/02	Subspaces, Span and Linear Independence	problem	10	prob:i02-dossier-10	Sum not direct	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	148	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i02-dossier-11	I	I/02	Subspaces, Span and Linear Independence	problem	11	prob:i02-dossier-11	Solving a dependence relation	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	155	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i02-dossier-12	I	I/02	Subspaces, Span and Linear Independence	problem	12	prob:i02-dossier-12	Subspace synthesis	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	162	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i03-dossier-01	I	I/03	Bases and Dimension	problem	1	prob:i03-dossier-01	Basis test by uniqueness	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	85	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	CORPUS_GUIDED	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	theory-of-linear-algebra-1.tex	T03.SECTION	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i03-dossier-02	I	I/03	Bases and Dimension	problem	2	prob:i03-dossier-02	Dimension of a constrained polynomial space	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	92	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	CORPUS_GUIDED	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	theory-of-linear-algebra-1.tex	T03.EXERCISE_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i03-dossier-03	I	I/03	Bases and Dimension	problem	3	prob:i03-dossier-03	Extend an independent list	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	99	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	CORPUS_GUIDED	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	theory-of-linear-algebra-1.tex	T03.THEORY_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i03-dossier-04	I	I/03	Bases and Dimension	problem	4	prob:i03-dossier-04	Reduce a spanning list	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	106	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i03-dossier-05	I	I/03	Bases and Dimension	problem	5	prob:i03-dossier-05	Dimension of symmetric matrices	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	113	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i03-dossier-06	I	I/03	Bases and Dimension	problem	6	prob:i03-dossier-06	Dimension formula in action	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	120	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i03-dossier-07	I	I/03	Bases and Dimension	problem	7	prob:i03-dossier-07	Full-dimension subspace	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	127	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i03-dossier-08	I	I/03	Bases and Dimension	problem	8	prob:i03-dossier-08	Trace-zero matrices	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	134	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i03-dossier-09	I	I/03	Bases and Dimension	problem	9	prob:i03-dossier-09	Coordinate uniqueness	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	141	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i03-dossier-10	I	I/03	Bases and Dimension	problem	10	prob:i03-dossier-10	Finite versus infinite dimension	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	148	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i03-dossier-11	I	I/03	Bases and Dimension	problem	11	prob:i03-dossier-11	Direct-sum dimension	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	155	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i03-dossier-12	I	I/03	Bases and Dimension	problem	12	prob:i03-dossier-12	Basis synthesis	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	162	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i04-dossier-01	I	I/04	Coordinates and Change of Basis	problem	1	prob:i04-dossier-01	Transition matrix from columns	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	85	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	CORPUS_GUIDED	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	theory-of-linear-algebra-1.tex	T04.SECTION	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i04-dossier-02	I	I/04	Coordinates and Change of Basis	problem	2	prob:i04-dossier-02	Coordinates of a polynomial	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	92	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	CORPUS_GUIDED	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	theory-of-linear-algebra-1.tex	T04.EXERCISE_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i04-dossier-03	I	I/04	Coordinates and Change of Basis	problem	3	prob:i04-dossier-03	Cocycle identity	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	99	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	CORPUS_GUIDED	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	theory-of-linear-algebra-1.tex	T04.THEORY_CHILDREN	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i04-dossier-04	I	I/04	Coordinates and Change of Basis	problem	4	prob:i04-dossier-04	A badly conditioned basis	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	106	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i04-dossier-05	I	I/04	Coordinates and Change of Basis	problem	5	prob:i04-dossier-05	Permutation of basis vectors	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	113	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i04-dossier-06	I	I/04	Coordinates and Change of Basis	problem	6	prob:i04-dossier-06	Scaling a basis	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	120	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i04-dossier-07	I	I/04	Coordinates and Change of Basis	problem	7	prob:i04-dossier-07	Coordinates versus objects	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	127	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i04-dossier-08	I	I/04	Coordinates and Change of Basis	problem	8	prob:i04-dossier-08	Dual transformation	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	134	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i04-dossier-09	I	I/04	Coordinates and Change of Basis	problem	9	prob:i04-dossier-09	Coordinate map isomorphism	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	141	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i04-dossier-10	I	I/04	Coordinates and Change of Basis	problem	10	prob:i04-dossier-10	Three-basis computation	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	148	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i04-dossier-11	I	I/04	Coordinates and Change of Basis	problem	11	prob:i04-dossier-11	Basis from columns	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	155	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
prob:i04-dossier-12	I	I/04	Coordinates and Change of Basis	problem	12	prob:i04-dossier-12	Coordinate synthesis	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	162	ROOT_CHAPTER	INLINE_SAME_FILE	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	DEVISED_TO_COMPLETE_COVERAGE	books/vol01_linear_algebra/dossiers/VOLUME01_DOSSIER_PROVENANCE.tsv	-	-	3	MAPPED_TO_FROZEN_CANONICAL_CHAPTER:3
