chapter	path	sha256
VI/12	books/vol06_algebraic_geometry/chapters/ch12_presheaves/chapter.tex	e94591dbd9295476ab4de49978a64a7465f6d9cd1d3db108008f29ea5c4b0678
VI/13	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex	17d3163d428c3088b59c04d30e8661dea1298e9f000cdf8e6b011fccfb3eb7ef
VI/14	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex	4fd1563f8c508109285a4942fd343ab82645485679d3bce29c9d941897e7b33a
VI/15	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	82dcec2ab3a701f9bf6d27026e437d597397cd48bf16290d2c457736be38502e
VI/16	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	8ee6773cf1bc5f33b9c0c1c81ef11a29186089ec296160b5760a3dd93c0c342b
VI/17	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/chapter.tex	781067986593eb6f27c2dea4b90acb0fad42aed3786cddd5f2df0d04343db16d
VI/18	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	04c70b6106d1559c35ae37118a65c10eaef97f21bb28b766f1a7b516cbd9b571
VI/19	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	b5dd8bfbcbb845540d059aab9727870cdbaeec97aa8c395e9b6c9fffafbb55ab
VI/20	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	c83ed02eda8a1a910c8d01aa3aeee1f2012fc2d4cc1c0d6c7554f422f6501253
VI/21	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	831e7998579d29c50714f53d5b3f57183801e785d3b9f851990c323b22c5ec38
VI/22	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	dcaeeb46dddb58c37c88c7cc8f58b9dbcd39f9f0d62840223fb06c00c2862704
VI/23	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	491c54e343fc26eb47697806db2341232569d7622adadf0b8f1ffbcd5b63aca4
VI/24	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	9d9692e53403da7cea6c3245c4dc3e77a510934e1eeeaa55ecc59c87b5a26f9e
VI/25	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	597ba477ba58cfc7859ffd0d498764ba64edee7ac2f492ee5f0b7a117fd0504f
VI/26	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	1658390bde176949bd4670fd107dbafd9f2455e799ab4e4e9df5d461c629ac56
VI/27	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	742236aa0c80d6381a345e6016c40271034d893535bbf249eb34049da8849bcc
VI/28	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	d6fe92e84f029cb2a623d2170023faa37a09eaadda939a999e52a98f65e74eb5
VI/29	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	0050c12126f05481cc39d0b5107e74c39ce12cabe603ce78dd876ef011ea423f
VI/30	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	80cb6ab9563c869eba25398e00401c7c53567c31aa2a7013d96c94fe01aca19c
VI/31	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	67f165cb1293f4e7a22089aba1328e1165b8467b5a3682094530683359d28be7
VI/32	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex	3ae7081e61177402bd2f2344589aeb9e894805de2521a8f72ebfdae64c5f8b0d
VI/33	books/vol06_algebraic_geometry/chapters/ch33_o_x_modules_quasicoherent/chapter.tex	7e2d30fb2a3a65dcb83bd787912e9dea559a62f7465b2e320dd46a5ead9ca054
VI/34	books/vol06_algebraic_geometry/chapters/ch34_graded_rings/chapter.tex	5b27af330d1ab83a1938fc19c7891d0c4c9a7203bb84e699c1df6e6629954b48
VI/35	books/vol06_algebraic_geometry/chapters/ch35_proj/chapter.tex	695a454ed10116c168453909a916d596c6f220163c7b4be1772f83867fdc0510
VI/36	books/vol06_algebraic_geometry/chapters/ch36_projective_space/chapter.tex	53d1e8a327f46872a0fe47aa5e835f2579f6d6e00b3abb598c5ce08cb41d4a7c
VI/37	books/vol06_algebraic_geometry/chapters/ch37_projective_schemes/chapter.tex	aa076f400c490323fd92d95f530ef44e898087fd088c8c18be792c35690e1bc0
VI/38	books/vol06_algebraic_geometry/chapters/ch38_projective_morphisms_and_closed_embeddings/chapter.tex	4c366f658f3cf6db0e1782745bd88d672ed3c20567ab69f51409c598d334e353
VI/39	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex	54572a29fc8812a996f9a9aedf19d2218bf9c76020b692713efb08e0f3943c39
VI/40	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex	e1ce90f527f889560fcd6cc371c2518f5aa007951c6b5507a786db876f2a3f72
VI/41	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex	c6e9606d893eca75b4eefbe3617bcf8dea31947dc5858734efc25fe50226e836
VI/42	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex	ac1165cd834f010e89b1cb6967cf1c1337f6a9fe69cdb15bbb846fb08f9b1698
VI/43	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	9524d48be4a9163727ae967787dbe8b70138be5f5fe62c0bf378033d888d8202
VI/44	books/vol06_algebraic_geometry/chapters/ch44_cremona_transformations/chapter.tex	9c3303250a63518aa6353f50a1d7226b80f1122537758d0e7b9cd9838a5c160a
VI/45	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex	f1f2184f5335fc06481b497871553559d0b42827de9bff9998e4018dab008c02
VI/46	books/vol06_algebraic_geometry/chapters/ch46_flabby_sheaves/chapter.tex	3fe132658d5c14e50b05d0fc6c88f93398131ea6f22cf766a7f432344294156f
VI/47	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex	a73f7437c366d1ee31f2aeeca130a43c59c4eb563f0312663b16bae32dfc8d5c
VI/48	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex	de1ad551e9c65a161ba2dfde2ba1c2afa3fe141652b5fcd2c6abc33b34497848
VI/49	books/vol06_algebraic_geometry/chapters/ch49_basic_vanishing_results/chapter.tex	82db52389203eb5e14923e6d3ba302b9070b72cf73e4e473247af88fd4aff852
