volume	chapter_code	declared_path	path_exists	candidate_count	resolved_path	classification
IV	IV/03	books/vol04_complex_analysis/chapters/ch03_power_series_and_analytic_functions/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/04	books/vol04_complex_analysis/chapters/ch04_complex_integration/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/05	books/vol04_complex_analysis/chapters/ch05_cauchy_s_theorem/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/06	books/vol04_complex_analysis/chapters/ch06_cauchy_s_integral_formula/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/07	books/vol04_complex_analysis/chapters/ch07_zeros_and_the_identity_theorem/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/08	books/vol04_complex_analysis/chapters/ch08_laurent_series/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/09	books/vol04_complex_analysis/chapters/ch09_isolated_singularities/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/10	books/vol04_complex_analysis/chapters/ch10_residues_and_the_residue_theorem/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/11	books/vol04_complex_analysis/chapters/ch11_evaluation_of_real_integrals/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/12	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/13	books/vol04_complex_analysis/chapters/ch13_rouch_s_theorem/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/14	books/vol04_complex_analysis/chapters/ch14_branches_of_the_logarithm_and_roots/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/15	books/vol04_complex_analysis/chapters/ch15_analytic_continuation/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/16	books/vol04_complex_analysis/chapters/ch16_m_bius_transformations/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/17	books/vol04_complex_analysis/chapters/ch17_conformal_mapping/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/18	books/vol04_complex_analysis/chapters/ch18_schwarz_christoffel_transformations/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/19	books/vol04_complex_analysis/chapters/ch19_the_gamma_function/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/20	books/vol04_complex_analysis/chapters/ch20_beta_and_gamma_identities/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/21	books/vol04_complex_analysis/chapters/ch21_keyhole_contours_and_branch_cut_integrals/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/22	books/vol04_complex_analysis/chapters/ch22_from_analytic_continuation_to_riemann_surfaces/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/23	books/vol04_complex_analysis/chapters/ch23_covering_maps_and_monodromy/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/24	books/vol04_complex_analysis/chapters/ch24_branched_coverings/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/25	books/vol04_complex_analysis/chapters/ch25_construction_by_gluing/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/26	books/vol04_complex_analysis/chapters/ch26_compactification_and_genus/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/27	books/vol04_complex_analysis/chapters/ch27_lattices_and_complex_tori/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/28	books/vol04_complex_analysis/chapters/ch28_elliptic_functions/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/29	books/vol04_complex_analysis/chapters/ch29_the_weierstrass_function/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/30	books/vol04_complex_analysis/chapters/ch30_addition_formulas/chapter.tex	NO	0		MISSING_PLANNED_PATH
IV	IV/31	books/vol04_complex_analysis/chapters/ch31_elliptic_curves_as_riemann_surfaces/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/01	books/vol05_commutative_algebra/chapters/ch01_rings_ideals_and_quotients/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/02	books/vol05_commutative_algebra/chapters/ch02_prime_and_maximal_ideals/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/03	books/vol05_commutative_algebra/chapters/ch03_radicals_and_nilpotents/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/04	books/vol05_commutative_algebra/chapters/ch04_chinese_remainder_theory/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/05	books/vol05_commutative_algebra/chapters/ch05_multiplicative_systems/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/06	books/vol05_commutative_algebra/chapters/ch06_localization_of_rings/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/07	books/vol05_commutative_algebra/chapters/ch07_localization_of_modules/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/08	books/vol05_commutative_algebra/chapters/ch08_local_rings_and_localization_at_primes/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/09	books/vol05_commutative_algebra/chapters/ch09_modules_and_exact_sequences/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/10	books/vol05_commutative_algebra/chapters/ch10_tensor_products/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/11	books/vol05_commutative_algebra/chapters/ch11_quotients_and_base_change/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/12	books/vol05_commutative_algebra/chapters/ch12_hom_and_finitely_presented_modules/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/13	books/vol05_commutative_algebra/chapters/ch13_free_and_projective_modules/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/14	books/vol05_commutative_algebra/chapters/ch14_flat_modules/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/15	books/vol05_commutative_algebra/chapters/ch15_noetherian_rings_and_modules/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/16	books/vol05_commutative_algebra/chapters/ch16_support/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/17	books/vol05_commutative_algebra/chapters/ch17_associated_primes/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/18	books/vol05_commutative_algebra/chapters/ch18_completion_and_i_adic_topology/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/19	books/vol05_commutative_algebra/chapters/ch19_integral_dependence/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/20	books/vol05_commutative_algebra/chapters/ch20_integral_closure_and_normalization/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/21	books/vol05_commutative_algebra/chapters/ch21_valuation_rings/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/22	books/vol05_commutative_algebra/chapters/ch22_chain_complexes/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/23	books/vol05_commutative_algebra/chapters/ch23_free_resolutions/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/24	books/vol05_commutative_algebra/chapters/ch24_syzygies/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/25	books/vol05_commutative_algebra/chapters/ch25_minimal_resolutions/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/26	books/vol05_commutative_algebra/chapters/ch26_the_tor_functor/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/27	books/vol05_commutative_algebra/chapters/ch27_the_ext_functor/chapter.tex	NO	0		MISSING_PLANNED_PATH
V	V/28	books/vol05_commutative_algebra/chapters/ch28_derived_functor_viewpoint/chapter.tex	NO	0		MISSING_PLANNED_PATH
VI	VI/01	books/vol06_algebraic_geometry/chapters/ch01_algebraic_sets/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch01_algebraic_sets/chapter.tex	OK
VI	VI/02	books/vol06_algebraic_geometry/chapters/ch02_zariski_topology/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch02_zariski_topology/chapter.tex	OK
VI	VI/03	books/vol06_algebraic_geometry/chapters/ch03_coordinate_rings/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch03_coordinate_rings/chapter.tex	OK
VI	VI/04	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex	OK
VI	VI/05	books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex	OK
VI	VI/06	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/chapter.tex	OK
VI	VI/07	books/vol06_algebraic_geometry/chapters/ch07_spectrum_of_a_ring/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch07_spectrum_of_a_ring/chapter.tex	OK
VI	VI/08	books/vol06_algebraic_geometry/chapters/ch08_basic_open_sets/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch08_basic_open_sets/chapter.tex	OK
VI	VI/09	books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex	OK
VI	VI/10	books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/chapter.tex	OK
VI	VI/11	books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex	OK
VI	VI/12	books/vol06_algebraic_geometry/chapters/ch12_presheaves/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch12_presheaves/chapter.tex	OK
VI	VI/13	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex	OK
VI	VI/14	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex	OK
VI	VI/15	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex	OK
VI	VI/16	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex	OK
VI	VI/17	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/chapter.tex	OK
VI	VI/18	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch18_affine_schemes/chapter.tex	OK
VI	VI/19	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch19_morphisms_affine_schemes/chapter.tex	OK
VI	VI/20	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch20_gluing_affine_schemes/chapter.tex	OK
VI	VI/21	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex	OK
VI	VI/22	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/chapter.tex	OK
VI	VI/23	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	OK
VI	VI/24	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex	OK
VI	VI/25	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	OK
VI	VI/26	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	OK
VI	VI/27	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	OK
VI	VI/28	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	OK
VI	VI/29	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	OK
VI	VI/30	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	OK
VI	VI/31	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	OK
VI	VI/32	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex	OK
VI	VI/33	books/vol06_algebraic_geometry/chapters/ch33_o_x_modules_quasicoherent/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch33_o_x_modules_quasicoherent/chapter.tex	OK
VI	VI/34	books/vol06_algebraic_geometry/chapters/ch34_graded_rings/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch34_graded_rings/chapter.tex	OK
VI	VI/35	books/vol06_algebraic_geometry/chapters/ch35_proj/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch35_proj/chapter.tex	OK
VI	VI/36	books/vol06_algebraic_geometry/chapters/ch36_projective_space/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch36_projective_space/chapter.tex	OK
VI	VI/37	books/vol06_algebraic_geometry/chapters/ch37_projective_schemes/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch37_projective_schemes/chapter.tex	OK
VI	VI/38	books/vol06_algebraic_geometry/chapters/ch38_projective_morphisms_and_closed_embeddings/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch38_projective_morphisms_and_closed_embeddings/chapter.tex	OK
VI	VI/39	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex	OK
VI	VI/40	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex	OK
VI	VI/41	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex	OK
VI	VI/42	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex	OK
VI	VI/43	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	OK
VI	VI/44	books/vol06_algebraic_geometry/chapters/ch44_cremona_transformations/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch44_cremona_transformations/chapter.tex	OK
VI	VI/45	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex	OK
VI	VI/46	books/vol06_algebraic_geometry/chapters/ch46_flabby_sheaves/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch46_flabby_sheaves/chapter.tex	OK
VI	VI/47	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex	OK
VI	VI/48	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex	OK
VI	VI/49	books/vol06_algebraic_geometry/chapters/ch49_basic_vanishing_results/chapter.tex	YES	1	books/vol06_algebraic_geometry/chapters/ch49_basic_vanishing_results/chapter.tex	OK
VII	VII/01	books/vol07_differential_geometry/chapters/ch01_topological_manifolds/chapter.tex	YES	1	books/vol07_differential_geometry/chapters/ch01_topological_manifolds/chapter.tex	OK
