volume	chapter_code	chapter_title	canonical_path	path_exists	status	next_action	graph_tex_files	pairing_policy	raw_pairing_match	problems	exercises	hints	solutions	expected_solutions	pairing	scaffold
II	II/11	Pointwise and Uniform Convergence	books/vol02_real_analysis/chapters/ch11_pointwise_and_uniform_convergence/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
II	II/12	Interchanging Limits, Derivatives and Integrals	books/vol02_real_analysis/chapters/ch12_interchanging_limits_derivatives_and_integrals/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
II	II/13	Infinite Series of Functions	books/vol02_real_analysis/chapters/ch13_infinite_series_of_functions/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
II	II/14	Trigonometric Series	books/vol02_real_analysis/chapters/ch14_trigonometric_series/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
II	II/15	Pathological and Nowhere-Differentiable Functions	books/vol02_real_analysis/chapters/ch15_pathological_and_nowhere_differentiable_functions/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
II	II/16	Contraction Mappings	books/vol02_real_analysis/chapters/ch16_contraction_mappings/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
II	II/17	Brouwer-Type Fixed-Point Ideas	books/vol02_real_analysis/chapters/ch17_brouwer_type_fixed_point_ideas/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
II	II/18	Integral Equations	books/vol02_real_analysis/chapters/ch18_integral_equations/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
II	II/19	Elementary Existence Theory for ODEs	books/vol02_real_analysis/chapters/ch19_elementary_existence_theory_for_odes/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
II	II/20	Polynomial Interpolation	books/vol02_real_analysis/chapters/ch20_polynomial_interpolation/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
II	II/21	Polynomial Approximation	books/vol02_real_analysis/chapters/ch21_polynomial_approximation/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
II	II/22	Chebyshev and Minimax Approximation	books/vol02_real_analysis/chapters/ch22_chebyshev_and_minimax_approximation/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
II	II/23	The Alternation Principle	books/vol02_real_analysis/chapters/ch23_the_alternation_principle/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
II	II/24	Numerical Quadrature	books/vol02_real_analysis/chapters/ch24_numerical_quadrature/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
II	II/25	Continued Fractions and Approximation Topics	books/vol02_real_analysis/chapters/ch25_continued_fractions_and_approximation_topics/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/01	Sigma-Algebras and Measures	books/vol03_fourier_distributions_pde/chapters/ch01_sigma_algebras_and_measures/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/02	Measurable Functions	books/vol03_fourier_distributions_pde/chapters/ch02_measurable_functions/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/03	The Lebesgue Integral	books/vol03_fourier_distributions_pde/chapters/ch03_the_lebesgue_integral/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/04	Convergence Theorems	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/05	Product Measures and Fubini Theory	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/06	Lp Spaces	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/07	Hölder, Minkowski and Interpolation	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/08	Egorov, Vitali and Weak-Lp Ideas	books/vol03_fourier_distributions_pde/chapters/ch08_egorov_vitali_and_weak_lp_ideas/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/09	Fourier Series	books/vol03_fourier_distributions_pde/chapters/ch09_fourier_series/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/10	Convolution and Approximate Identities	books/vol03_fourier_distributions_pde/chapters/ch10_convolution_and_approximate_identities/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/11	The Fourier Transform	books/vol03_fourier_distributions_pde/chapters/ch11_the_fourier_transform/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/12	The Gaussian and Transform Calculus	books/vol03_fourier_distributions_pde/chapters/ch12_the_gaussian_and_transform_calculus/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/13	Plancherel and L2 Fourier Theory	books/vol03_fourier_distributions_pde/chapters/ch13_plancherel_and_l2_fourier_theory/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/14	The Schwartz Space	books/vol03_fourier_distributions_pde/chapters/ch14_the_schwartz_space/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/15	Test-Function Spaces	books/vol03_fourier_distributions_pde/chapters/ch15_test_function_spaces/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/16	Distributions and Distributional Derivatives	books/vol03_fourier_distributions_pde/chapters/ch16_distributions_and_distributional_derivatives/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/17	Support and Singular Distributions	books/vol03_fourier_distributions_pde/chapters/ch17_support_and_singular_distributions/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/18	Tempered Distributions	books/vol03_fourier_distributions_pde/chapters/ch18_tempered_distributions/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/19	Fourier Transform of Distributions	books/vol03_fourier_distributions_pde/chapters/ch19_fourier_transform_of_distributions/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/20	Weak Derivatives	books/vol03_fourier_distributions_pde/chapters/ch20_weak_derivatives/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/21	Sobolev Spaces	books/vol03_fourier_distributions_pde/chapters/ch21_sobolev_spaces/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/22	Approximation and Density	books/vol03_fourier_distributions_pde/chapters/ch22_approximation_and_density/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/23	Weak Boundary-Value Problems	books/vol03_fourier_distributions_pde/chapters/ch23_weak_boundary_value_problems/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/24	Fundamental Solutions	books/vol03_fourier_distributions_pde/chapters/ch24_fundamental_solutions/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/25	Green Functions	books/vol03_fourier_distributions_pde/chapters/ch25_green_functions/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/26	Sturm–Liouville Green Kernels	books/vol03_fourier_distributions_pde/chapters/ch26_sturm_liouville_green_kernels/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/27	Elliptic Operators and Maximum Principles	books/vol03_fourier_distributions_pde/chapters/ch27_elliptic_operators_and_maximum_principles/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
III	III/28	Spectral and Transform Methods for PDE	books/vol03_fourier_distributions_pde/chapters/ch28_spectral_and_transform_methods_for_pde/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/01	Complex Differentiability	books/vol04_complex_analysis/chapters/ch01_complex_differentiability/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/02	Cauchy–Riemann Equations	books/vol04_complex_analysis/chapters/ch02_cauchy_riemann_equations/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/03	Power Series and Analytic Functions	books/vol04_complex_analysis/chapters/ch03_power_series_and_analytic_functions/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/04	Complex Integration	books/vol04_complex_analysis/chapters/ch04_complex_integration/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/05	Cauchy's Theorem	books/vol04_complex_analysis/chapters/ch05_cauchy_s_theorem/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/06	Cauchy's Integral Formula	books/vol04_complex_analysis/chapters/ch06_cauchy_s_integral_formula/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/07	Zeros and the Identity Theorem	books/vol04_complex_analysis/chapters/ch07_zeros_and_the_identity_theorem/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/08	Laurent Series	books/vol04_complex_analysis/chapters/ch08_laurent_series/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/09	Isolated Singularities	books/vol04_complex_analysis/chapters/ch09_isolated_singularities/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/10	Residues and the Residue Theorem	books/vol04_complex_analysis/chapters/ch10_residues_and_the_residue_theorem/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/11	Evaluation of Real Integrals	books/vol04_complex_analysis/chapters/ch11_evaluation_of_real_integrals/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/12	Winding Numbers and the Argument Principle	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/13	Rouché's Theorem	books/vol04_complex_analysis/chapters/ch13_rouch_s_theorem/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/14	Branches of the Logarithm and Roots	books/vol04_complex_analysis/chapters/ch14_branches_of_the_logarithm_and_roots/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/15	Analytic Continuation	books/vol04_complex_analysis/chapters/ch15_analytic_continuation/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/16	Möbius Transformations	books/vol04_complex_analysis/chapters/ch16_m_bius_transformations/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/17	Conformal Mapping	books/vol04_complex_analysis/chapters/ch17_conformal_mapping/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/18	Schwarz–Christoffel Transformations	books/vol04_complex_analysis/chapters/ch18_schwarz_christoffel_transformations/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/19	The Gamma Function	books/vol04_complex_analysis/chapters/ch19_the_gamma_function/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/20	Beta and Gamma Identities	books/vol04_complex_analysis/chapters/ch20_beta_and_gamma_identities/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/21	Keyhole Contours and Branch-Cut Integrals	books/vol04_complex_analysis/chapters/ch21_keyhole_contours_and_branch_cut_integrals/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/22	From Analytic Continuation to Riemann Surfaces	books/vol04_complex_analysis/chapters/ch22_from_analytic_continuation_to_riemann_surfaces/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/23	Covering Maps and Monodromy	books/vol04_complex_analysis/chapters/ch23_covering_maps_and_monodromy/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/24	Branched Coverings	books/vol04_complex_analysis/chapters/ch24_branched_coverings/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/25	Construction by Gluing	books/vol04_complex_analysis/chapters/ch25_construction_by_gluing/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/26	Compactification and Genus	books/vol04_complex_analysis/chapters/ch26_compactification_and_genus/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/27	Lattices and Complex Tori	books/vol04_complex_analysis/chapters/ch27_lattices_and_complex_tori/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/28	Elliptic Functions	books/vol04_complex_analysis/chapters/ch28_elliptic_functions/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/29	The Weierstrass ℘-Function	books/vol04_complex_analysis/chapters/ch29_the_weierstrass_function/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/30	Addition Formulas	books/vol04_complex_analysis/chapters/ch30_addition_formulas/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
IV	IV/31	Elliptic Curves as Riemann Surfaces	books/vol04_complex_analysis/chapters/ch31_elliptic_curves_as_riemann_surfaces/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/01	Rings, Ideals and Quotients	books/vol05_commutative_algebra/chapters/ch01_rings_ideals_and_quotients/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/02	Prime and Maximal Ideals	books/vol05_commutative_algebra/chapters/ch02_prime_and_maximal_ideals/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/03	Radicals and Nilpotents	books/vol05_commutative_algebra/chapters/ch03_radicals_and_nilpotents/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/04	Chinese Remainder Theory	books/vol05_commutative_algebra/chapters/ch04_chinese_remainder_theory/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/05	Multiplicative Systems	books/vol05_commutative_algebra/chapters/ch05_multiplicative_systems/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/06	Localization of Rings	books/vol05_commutative_algebra/chapters/ch06_localization_of_rings/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/07	Localization of Modules	books/vol05_commutative_algebra/chapters/ch07_localization_of_modules/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/08	Local Rings and Localization at Primes	books/vol05_commutative_algebra/chapters/ch08_local_rings_and_localization_at_primes/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/09	Modules and Exact Sequences	books/vol05_commutative_algebra/chapters/ch09_modules_and_exact_sequences/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/10	Tensor Products	books/vol05_commutative_algebra/chapters/ch10_tensor_products/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/11	Quotients and Base Change	books/vol05_commutative_algebra/chapters/ch11_quotients_and_base_change/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/12	Hom and Finitely Presented Modules	books/vol05_commutative_algebra/chapters/ch12_hom_and_finitely_presented_modules/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/13	Free and Projective Modules	books/vol05_commutative_algebra/chapters/ch13_free_and_projective_modules/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/14	Flat Modules	books/vol05_commutative_algebra/chapters/ch14_flat_modules/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/15	Noetherian Rings and Modules	books/vol05_commutative_algebra/chapters/ch15_noetherian_rings_and_modules/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/16	Support	books/vol05_commutative_algebra/chapters/ch16_support/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/17	Associated Primes	books/vol05_commutative_algebra/chapters/ch17_associated_primes/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/18	Completion and I-Adic Topology	books/vol05_commutative_algebra/chapters/ch18_completion_and_i_adic_topology/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/19	Integral Dependence	books/vol05_commutative_algebra/chapters/ch19_integral_dependence/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
V	V/20	Integral Closure and Normalization	books/vol05_commutative_algebra/chapters/ch20_integral_closure_and_normalization/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	12	8	8	20	20	PASS	NO
