"source"	"original_path"	"compile_ready_path"
"Downloads"	"imports\Downloads\.figs\cylinder_helix_kappa_tau.png"	"imports/COMPILE_READY/figures/Downloads_.figs_cylinder_helix_kappa_tau.png"
"Downloads"	"imports\Downloads\.figs\disk_auto_w.png"	"imports/COMPILE_READY/figures/Downloads_.figs_disk_auto_w.png"
"Downloads"	"imports\Downloads\.figs\disk_auto_z.png"	"imports/COMPILE_READY/figures/Downloads_.figs_disk_auto_z.png"
"Downloads"	"imports\Downloads\.figs\dist_n2_global.png"	"imports/COMPILE_READY/figures/Downloads_.figs_dist_n2_global.png"
"Downloads"	"imports\Downloads\.figs\dist_n2_zoom.png"	"imports/COMPILE_READY/figures/Downloads_.figs_dist_n2_zoom.png"
"Downloads"	"imports\Downloads\.figs\ex5_moving_intervals (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_ex5_moving_intervals_1_.png"
"Downloads"	"imports\Downloads\.figs\ex5_moving_intervals (2).png"	"imports/COMPILE_READY/figures/Downloads_.figs_ex5_moving_intervals_2_.png"
"Downloads"	"imports\Downloads\.figs\ex5_moving_intervals_alt_alpha.png"	"imports/COMPILE_READY/figures/Downloads_.figs_ex5_moving_intervals_alt_alpha.png"
"Downloads"	"imports\Downloads\.figs\ex5_moving_intervals.png"	"imports/COMPILE_READY/figures/Downloads_.figs_ex5_moving_intervals.png"
"Downloads"	"imports\Downloads\.figs\ex6_distribution_decay_p3.png"	"imports/COMPILE_READY/figures/Downloads_.figs_ex6_distribution_decay_p3.png"
"Downloads"	"imports\Downloads\.figs\ex6_distribution_decay.png"	"imports/COMPILE_READY/figures/Downloads_.figs_ex6_distribution_decay.png"
"Downloads"	"imports\Downloads\.figs\ex6_weak_vs_strong_lp_p3.png"	"imports/COMPILE_READY/figures/Downloads_.figs_ex6_weak_vs_strong_lp_p3.png"
"Downloads"	"imports\Downloads\.figs\ex6_weak_vs_strong_lp.png"	"imports/COMPILE_READY/figures/Downloads_.figs_ex6_weak_vs_strong_lp.png"
"Downloads"	"imports\Downloads\.figs\exA_f_and_g0.png"	"imports/COMPILE_READY/figures/Downloads_.figs_exA_f_and_g0.png"
"Downloads"	"imports\Downloads\.figs\example_conjugation.png"	"imports/COMPILE_READY/figures/Downloads_.figs_example_conjugation.png"
"Downloads"	"imports\Downloads\.figs\example_general_mixed (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_example_general_mixed_1_.png"
"Downloads"	"imports\Downloads\.figs\example_general_mixed.png"	"imports/COMPILE_READY/figures/Downloads_.figs_example_general_mixed.png"
"Downloads"	"imports\Downloads\.figs\example_rotation_scaling.png"	"imports/COMPILE_READY/figures/Downloads_.figs_example_rotation_scaling.png"
"Downloads"	"imports\Downloads\.figs\example_shear.png"	"imports/COMPILE_READY/figures/Downloads_.figs_example_shear.png"
"Downloads"	"imports\Downloads\.figs\example1_f_block.png"	"imports/COMPILE_READY/figures/Downloads_.figs_example1_f_block.png"
"Downloads"	"imports\Downloads\.figs\example1_u_solution.png"	"imports/COMPILE_READY/figures/Downloads_.figs_example1_u_solution.png"
"Downloads"	"imports\Downloads\.figs\exampleA_box_fourier.png"	"imports/COMPILE_READY/figures/Downloads_.figs_exampleA_box_fourier.png"
"Downloads"	"imports\Downloads\.figs\exampleA_box_function.png"	"imports/COMPILE_READY/figures/Downloads_.figs_exampleA_box_function.png"
"Downloads"	"imports\Downloads\.figs\exampleB_bump_fourier.png"	"imports/COMPILE_READY/figures/Downloads_.figs_exampleB_bump_fourier.png"
"Downloads"	"imports\Downloads\.figs\exampleB_bump_function.png"	"imports/COMPILE_READY/figures/Downloads_.figs_exampleB_bump_function.png"
"Downloads"	"imports\Downloads\.figs\exampleC_disk_fourier_radial.png"	"imports/COMPILE_READY/figures/Downloads_.figs_exampleC_disk_fourier_radial.png"
"Downloads"	"imports\Downloads\.figs\exampleC_disk_indicator.png"	"imports/COMPILE_READY/figures/Downloads_.figs_exampleC_disk_indicator.png"
"Downloads"	"imports\Downloads\.figs\exB_f_h_G.png"	"imports/COMPILE_READY/figures/Downloads_.figs_exB_f_h_G.png"
"Downloads"	"imports\Downloads\.figs\exB_minkowski_bars.png"	"imports/COMPILE_READY/figures/Downloads_.figs_exB_minkowski_bars.png"
"Downloads"	"imports\Downloads\.figs\exp_minus_x2_real.png"	"imports/COMPILE_READY/figures/Downloads_.figs_exp_minus_x2_real.png"
"Downloads"	"imports\Downloads\.figs\exp_minus_z2_imag.png"	"imports/COMPILE_READY/figures/Downloads_.figs_exp_minus_z2_imag.png"
"Downloads"	"imports\Downloads\.figs\F_mag_theta_pi_over_3 (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_F_mag_theta_pi_over_3_1_.png"
"Downloads"	"imports\Downloads\.figs\F_mag_theta_pi_over_3.png"	"imports/COMPILE_READY/figures/Downloads_.figs_F_mag_theta_pi_over_3.png"
"Downloads"	"imports\Downloads\.figs\F_mapping_xy_to_uv_side_by_side.png"	"imports/COMPILE_READY/figures/Downloads_.figs_F_mapping_xy_to_uv_side_by_side.png"
"Downloads"	"imports\Downloads\.figs\F_mapping_z_to_w (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_F_mapping_z_to_w_1_.png"
"Downloads"	"imports\Downloads\.figs\F_mapping_z_to_w_theta_pi_over_2.png"	"imports/COMPILE_READY/figures/Downloads_.figs_F_mapping_z_to_w_theta_pi_over_2.png"
"Downloads"	"imports\Downloads\.figs\F_mapping_z_to_w_theta_pi_over_4.png"	"imports/COMPILE_READY/figures/Downloads_.figs_F_mapping_z_to_w_theta_pi_over_4.png"
"Downloads"	"imports\Downloads\.figs\F_mapping_z_to_w_theta_pi_over_8.png"	"imports/COMPILE_READY/figures/Downloads_.figs_F_mapping_z_to_w_theta_pi_over_8.png"
"Downloads"	"imports\Downloads\.figs\F_mapping_z_to_w.png"	"imports/COMPILE_READY/figures/Downloads_.figs_F_mapping_z_to_w.png"
"Downloads"	"imports\Downloads\.figs\F_real_theta_pi_over_3 (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_F_real_theta_pi_over_3_1_.png"
"Downloads"	"imports\Downloads\.figs\F_real_theta_pi_over_3.png"	"imports/COMPILE_READY/figures/Downloads_.figs_F_real_theta_pi_over_3.png"
"Downloads"	"imports\Downloads\.figs\fig_saddle_x2_minus_y2_contours.png"	"imports/COMPILE_READY/figures/Downloads_.figs_fig_saddle_x2_minus_y2_contours.png"
"Downloads"	"imports\Downloads\.figs\fig_saddle_x2_minus_y2_surface.png"	"imports/COMPILE_READY/figures/Downloads_.figs_fig_saddle_x2_minus_y2_surface.png"
"Downloads"	"imports\Downloads\.figs\fig_saddle_x4_minus_y4_contours.png"	"imports/COMPILE_READY/figures/Downloads_.figs_fig_saddle_x4_minus_y4_contours.png"
"Downloads"	"imports\Downloads\.figs\fig_saddle_x4_minus_y4_surface.png"	"imports/COMPILE_READY/figures/Downloads_.figs_fig_saddle_x4_minus_y4_surface.png"
"Downloads"	"imports\Downloads\.figs\figure_lsc_epigraph.png"	"imports/COMPILE_READY/figures/Downloads_.figs_figure_lsc_epigraph.png"
"Downloads"	"imports\Downloads\.figs\figure_lsc_strict_inequality.png"	"imports/COMPILE_READY/figures/Downloads_.figs_figure_lsc_strict_inequality.png"
"Downloads"	"imports\Downloads\.figs\figureA_dyadic_partition (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_figureA_dyadic_partition_1_.png"
"Downloads"	"imports\Downloads\.figs\figureA_dyadic_partition.png"	"imports/COMPILE_READY/figures/Downloads_.figs_figureA_dyadic_partition.png"
"Downloads"	"imports\Downloads\.figs\figureB_step_function.png"	"imports/COMPILE_READY/figures/Downloads_.figs_figureB_step_function.png"
"Downloads"	"imports\Downloads\.figs\figureC_normalized_indicators.png"	"imports/COMPILE_READY/figures/Downloads_.figs_figureC_normalized_indicators.png"
"Downloads"	"imports\Downloads\.figs\folium_curve_IFT.png"	"imports/COMPILE_READY/figures/Downloads_.figs_folium_curve_IFT.png"
"Downloads"	"imports\Downloads\.figs\fourier_heaviside_components.png"	"imports/COMPILE_READY/figures/Downloads_.figs_fourier_heaviside_components.png"
"Downloads"	"imports\Downloads\.figs\functions-charts.png"	"imports/COMPILE_READY/figures/Downloads_.figs_functions-charts.png"
"Downloads"	"imports\Downloads\.figs\g_global.png"	"imports/COMPILE_READY/figures/Downloads_.figs_g_global.png"
"Downloads"	"imports\Downloads\.figs\g_zoom.png"	"imports/COMPILE_READY/figures/Downloads_.figs_g_zoom.png"
"Downloads"	"imports\Downloads\.figs\gamma_integrand_smap_horizontal.png"	"imports/COMPILE_READY/figures/Downloads_.figs_gamma_integrand_smap_horizontal.png"
"Downloads"	"imports\Downloads\.figs\gamma_integrand_smap_vertical.png"	"imports/COMPILE_READY/figures/Downloads_.figs_gamma_integrand_smap_vertical.png"
"Downloads"	"imports\Downloads\.figs\gamma_integrand_z_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_.figs_gamma_integrand_z_heatmap.png"
"Downloads"	"imports\Downloads\.figs\gamma_integrand_zmap_circles.png"	"imports/COMPILE_READY/figures/Downloads_.figs_gamma_integrand_zmap_circles.png"
"Downloads"	"imports\Downloads\.figs\gamma_integrand_zmap_rays (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_gamma_integrand_zmap_rays_1_.png"
"Downloads"	"imports\Downloads\.figs\gamma_integrand_zmap_rays.png"	"imports/COMPILE_READY/figures/Downloads_.figs_gamma_integrand_zmap_rays.png"
"Downloads"	"imports\Downloads\.figs\gb_multi_math.png"	"imports/COMPILE_READY/figures/Downloads_.figs_gb_multi_math.png"
"Downloads"	"imports\Downloads\.figs\gb_multi.png"	"imports/COMPILE_READY/figures/Downloads_.figs_gb_multi.png"
"Downloads"	"imports\Downloads\.figs\gprime_semilog.png"	"imports/COMPILE_READY/figures/Downloads_.figs_gprime_semilog.png"
"Downloads"	"imports\Downloads\.figs\gprime_zoom.png"	"imports/COMPILE_READY/figures/Downloads_.figs_gprime_zoom.png"
"Downloads"	"imports\Downloads\.figs\greens_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_.figs_greens_heatmap.png"
"Downloads"	"imports\Downloads\.figs\greens_slices.png"	"imports/COMPILE_READY/figures/Downloads_.figs_greens_slices.png"
"Downloads"	"imports\Downloads\.figs\hat_fan_n10.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hat_fan_n10.png"
"Downloads"	"imports\Downloads\.figs\hat_fan_n5.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hat_fan_n5.png"
"Downloads"	"imports\Downloads\.figs\hat_single_n8_r3.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hat_single_n8_r3.png"
"Downloads"	"imports\Downloads\.figs\hp_auto_w_clean.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hp_auto_w_clean.png"
"Downloads"	"imports\Downloads\.figs\hp_auto_z_clean.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hp_auto_z_clean.png"
"Downloads"	"imports\Downloads\.figs\hp_h1h2_w.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hp_h1h2_w.png"
"Downloads"	"imports\Downloads\.figs\hp_h1h2_z.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hp_h1h2_z.png"
"Downloads"	"imports\Downloads\.figs\hp_to_hp_w_plane_fixed.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hp_to_hp_w_plane_fixed.png"
"Downloads"	"imports\Downloads\.figs\hp_to_hp_w_plane.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hp_to_hp_w_plane.png"
"Downloads"	"imports\Downloads\.figs\hp_to_hp_z_plane_fixed.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hp_to_hp_z_plane_fixed.png"
"Downloads"	"imports\Downloads\.figs\hp_to_hp_z_plane.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hp_to_hp_z_plane.png"
"Downloads"	"imports\Downloads\.figs\hp2hp_w_new.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hp2hp_w_new.png"
"Downloads"	"imports\Downloads\.figs\hp2hp_z_new.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hp2hp_z_new.png"
"Downloads"	"imports\Downloads\.figs\hs_bessel_smoothing.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hs_bessel_smoothing.png"
"Downloads"	"imports\Downloads\.figs\hs_examples_cum_bump.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hs_examples_cum_bump.png"
"Downloads"	"imports\Downloads\.figs\hs_examples_cum_gaussian (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_hs_examples_cum_gaussian_1_.png"
"Downloads"	"imports\Downloads\.figs\hs_examples_cum_gaussian.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hs_examples_cum_gaussian.png"
"Downloads"	"imports\Downloads\.figs\hs_examples_cum_indicator (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_hs_examples_cum_indicator_1_.png"
"Downloads"	"imports\Downloads\.figs\hs_examples_cum_indicator.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hs_examples_cum_indicator.png"
"Downloads"	"imports\Downloads\.figs\hs_examples_fourier_mag.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hs_examples_fourier_mag.png"
"Downloads"	"imports\Downloads\.figs\hs_examples_xspace.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hs_examples_xspace.png"
"Downloads"	"imports\Downloads\.figs\hs_frequency_weights.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hs_frequency_weights.png"
"Downloads"	"imports\Downloads\.figs\hs_gagliardo_kernel.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hs_gagliardo_kernel.png"
"Downloads"	"imports\Downloads\.figs\hyperbolic_paraboloid_curve_frenet (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_hyperbolic_paraboloid_curve_frenet_1_.png"
"Downloads"	"imports\Downloads\.figs\hyperbolic_paraboloid_curve_frenet.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hyperbolic_paraboloid_curve_frenet.png"
"Downloads"	"imports\Downloads\.figs\hyperbolic_paraboloid_kappa_tau (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_hyperbolic_paraboloid_kappa_tau_1_.png"
"Downloads"	"imports\Downloads\.figs\hyperbolic_paraboloid_kappa_tau.png"	"imports/COMPILE_READY/figures/Downloads_.figs_hyperbolic_paraboloid_kappa_tau.png"
"Downloads"	"imports\Downloads\.figs\im_exp_minus_z2_plane (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_im_exp_minus_z2_plane_1_.png"
"Downloads"	"imports\Downloads\.figs\im_exp_minus_z2_plane.png"	"imports/COMPILE_READY/figures/Downloads_.figs_im_exp_minus_z2_plane.png"
"Downloads"	"imports\Downloads\.figs\im_nodal_hyperbolas.png"	"imports/COMPILE_READY/figures/Downloads_.figs_im_nodal_hyperbolas.png"
"Downloads"	"imports\Downloads\.figs\image_FC_uv_plane.png"	"imports/COMPILE_READY/figures/Downloads_.figs_image_FC_uv_plane.png"
"Downloads"	"imports\Downloads\.figs\image.png"	"imports/COMPILE_READY/figures/Downloads_.figs_image.png"
"Downloads"	"imports\Downloads\.figs\kernel_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_.figs_kernel_heatmap.png"
"Downloads"	"imports\Downloads\.figs\lens_domain (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_lens_domain_1_.png"
"Downloads"	"imports\Downloads\.figs\lens_domain.png"	"imports/COMPILE_READY/figures/Downloads_.figs_lens_domain.png"
"Downloads"	"imports\Downloads\.figs\lens_to_sector.png"	"imports/COMPILE_READY/figures/Downloads_.figs_lens_to_sector.png"
"Downloads"	"imports\Downloads\.figs\level_curves_argument.png"	"imports/COMPILE_READY/figures/Downloads_.figs_level_curves_argument.png"
"Downloads"	"imports\Downloads\.figs\level_curves_modulus.png"	"imports/COMPILE_READY/figures/Downloads_.figs_level_curves_modulus.png"
"Downloads"	"imports\Downloads\.figs\log_im_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_.figs_log_im_heatmap.png"
"Downloads"	"imports\Downloads\.figs\log_mapping_domain.png"	"imports/COMPILE_READY/figures/Downloads_.figs_log_mapping_domain.png"
"Downloads"	"imports\Downloads\.figs\log_mapping_image.png"	"imports/COMPILE_READY/figures/Downloads_.figs_log_mapping_image.png"
"Downloads"	"imports\Downloads\.figs\log_re_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_.figs_log_re_heatmap.png"
"Downloads"	"imports\Downloads\.figs\lp_boundary_alpha_vs_p.png"	"imports/COMPILE_READY/figures/Downloads_.figs_lp_boundary_alpha_vs_p.png"
"Downloads"	"imports\Downloads\.figs\lp_decay.png"	"imports/COMPILE_READY/figures/Downloads_.figs_lp_decay.png"
"Downloads"	"imports\Downloads\.figs\lp_integrability_decay.png"	"imports/COMPILE_READY/figures/Downloads_.figs_lp_integrability_decay.png"
"Downloads"	"imports\Downloads\.figs\lp_log_borderline_norm_vs_gamma_p2 (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_lp_log_borderline_norm_vs_gamma_p2_1_.png"
"Downloads"	"imports\Downloads\.figs\lp_log_borderline_norm_vs_gamma_p2.png"	"imports/COMPILE_READY/figures/Downloads_.figs_lp_log_borderline_norm_vs_gamma_p2.png"
"Downloads"	"imports\Downloads\.figs\lp_norm_vs_p_decay_alpha15.png"	"imports/COMPILE_READY/figures/Downloads_.figs_lp_norm_vs_p_decay_alpha15.png"
"Downloads"	"imports\Downloads\.figs\lp_singularities.png"	"imports/COMPILE_READY/figures/Downloads_.figs_lp_singularities.png"
"Downloads"	"imports\Downloads\.figs\network_overview_final.png"	"imports/COMPILE_READY/figures/Downloads_.figs_network_overview_final.png"
"Downloads"	"imports\Downloads\.figs\network_overview_minimal.png"	"imports/COMPILE_READY/figures/Downloads_.figs_network_overview_minimal.png"
"Downloads"	"imports\Downloads\.figs\network_overview_two_dist_blue.png"	"imports/COMPILE_READY/figures/Downloads_.figs_network_overview_two_dist_blue.png"
"Downloads"	"imports\Downloads\.figs\network_overview_word.png"	"imports/COMPILE_READY/figures/Downloads_.figs_network_overview_word.png"
"Downloads"	"imports\Downloads\.figs\network_segments_clean_grid.png"	"imports/COMPILE_READY/figures/Downloads_.figs_network_segments_clean_grid.png"
"Downloads"	"imports\Downloads\.figs\network_segments_darkborders.png"	"imports/COMPILE_READY/figures/Downloads_.figs_network_segments_darkborders.png"
"Downloads"	"imports\Downloads\.figs\network_segments_polished.png"	"imports/COMPILE_READY/figures/Downloads_.figs_network_segments_polished.png"
"Downloads"	"imports\Downloads\.figs\network_segments_readable_v2.png"	"imports/COMPILE_READY/figures/Downloads_.figs_network_segments_readable_v2.png"
"Downloads"	"imports\Downloads\.figs\network_segments_readable.png"	"imports/COMPILE_READY/figures/Downloads_.figs_network_segments_readable.png"
"Downloads"	"imports\Downloads\.figs\network_segments_spaced.png"	"imports/COMPILE_READY/figures/Downloads_.figs_network_segments_spaced.png"
"Downloads"	"imports\Downloads\.figs\network_segments_two_dist.png"	"imports/COMPILE_READY/figures/Downloads_.figs_network_segments_two_dist.png"
"Downloads"	"imports\Downloads\.figs\nontrivial_w.png"	"imports/COMPILE_READY/figures/Downloads_.figs_nontrivial_w.png"
"Downloads"	"imports\Downloads\.figs\nontrivial_z.png"	"imports/COMPILE_READY/figures/Downloads_.figs_nontrivial_z.png"
"Downloads"	"imports\Downloads\.figs\olt_diagram.png"	"imports/COMPILE_READY/figures/Downloads_.figs_olt_diagram.png"
"Downloads"	"imports\Downloads\.figs\periodized_gaussian_compare.png"	"imports/COMPILE_READY/figures/Downloads_.figs_periodized_gaussian_compare.png"
"Downloads"	"imports\Downloads\.figs\periodized_gaussian_errors.png"	"imports/COMPILE_READY/figures/Downloads_.figs_periodized_gaussian_errors.png"
"Downloads"	"imports\Downloads\.figs\phi_periodic_plot (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_phi_periodic_plot_1_.png"
"Downloads"	"imports\Downloads\.figs\phi_periodic_plot.png"	"imports/COMPILE_READY/figures/Downloads_.figs_phi_periodic_plot.png"
"Downloads"	"imports\Downloads\.figs\poincare_intersecting_reflections.png"	"imports/COMPILE_READY/figures/Downloads_.figs_poincare_intersecting_reflections.png"
"Downloads"	"imports\Downloads\.figs\poincare_reflection_in_line.png"	"imports/COMPILE_READY/figures/Downloads_.figs_poincare_reflection_in_line.png"
"Downloads"	"imports\Downloads\.figs\power_alpha_general.png"	"imports/COMPILE_READY/figures/Downloads_.figs_power_alpha_general.png"
"Downloads"	"imports\Downloads\.figs\power_alpha_pure_imag_i.png"	"imports/COMPILE_READY/figures/Downloads_.figs_power_alpha_pure_imag_i.png"
"Downloads"	"imports\Downloads\.figs\power_alpha_real_half.png"	"imports/COMPILE_READY/figures/Downloads_.figs_power_alpha_real_half.png"
"Downloads"	"imports\Downloads\.figs\power_alpha_real2.png"	"imports/COMPILE_READY/figures/Downloads_.figs_power_alpha_real2.png"
"Downloads"	"imports\Downloads\.figs\power_mapping_domain.png"	"imports/COMPILE_READY/figures/Downloads_.figs_power_mapping_domain.png"
"Downloads"	"imports\Downloads\.figs\prob5_eiz_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_.figs_prob5_eiz_heatmap.png"
"Downloads"	"imports\Downloads\.figs\prob5_ineq_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_.figs_prob5_ineq_heatmap.png"
"Downloads"	"imports\Downloads\.figs\problem14_subharmonic_heatmap (1).png"	"imports/COMPILE_READY/figures/Downloads_.figs_problem14_subharmonic_heatmap_1_.png"
"Downloads"	"imports\Downloads\.figs\problem14_subharmonic_heatmap.png"	"imports/COMPILE_READY/figures/Downloads_.figs_problem14_subharmonic_heatmap.png"
"Downloads"	"imports\Downloads\.figs\re_exp_minus_z2_plane.png"	"imports/COMPILE_READY/figures/Downloads_.figs_re_exp_minus_z2_plane.png"
"Downloads"	"imports\Downloads\.figs\re_im_nodal_overlay.png"	"imports/COMPILE_READY/figures/Downloads_.figs_re_im_nodal_overlay.png"
"Downloads"	"imports\Downloads\.figs\re_nodal_hyperbolas.png"	"imports/COMPILE_READY/figures/Downloads_.figs_re_nodal_hyperbolas.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20241210-235248.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20241210-235248.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20241210-235336.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20241210-235336.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20241210-235406.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20241210-235406.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20241210-235435.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20241210-235435.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20241210-235504.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20241210-235504.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20241210-235617.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20241210-235617.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20241210-235644.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20241210-235644.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20241211-000008.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20241211-000008.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20241214-171259.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20241214-171259.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20241214-171349.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20241214-171349.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20241214-171425.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20241214-171425.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20241214-171505.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20241214-171505.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20241214-171540.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20241214-171540.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20241214-171605.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20241214-171605.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20241214-171731.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20241214-171731.png"
"Downloads"	"imports\Downloads\.figs\Screenshot_20250105-214557.png"	"imports/COMPILE_READY/figures/Downloads_.figs_Screenshot_20250105-214557.png"
