volume	chapter_code	chapter_title	status	next_action	canonical_path	bytes	sha256
I	I/14	Gram–Schmidt and Orthogonal Projection	FROZEN	COMPLETE	books/vol01_linear_algebra/chapters/ch14_gram_schmidt_and_orthogonal_projection/chapter.tex	24658	481f1bbea1a2fdfbdccb9e06c1d6e1a88a7859287925c184b6e69406ed00f3f8
I	I/15	Orthogonal and Unitary Operators	FROZEN	COMPLETE	books/vol01_linear_algebra/chapters/ch15_orthogonal_and_unitary_operators/chapter.tex	18588	d08098610e1a639cb54911b30dbcc76e10e4fee229d18018af421016965f13f3
I	I/16	The Spectral Theorem	FROZEN	COMPLETE	books/vol01_linear_algebra/chapters/ch16_the_spectral_theorem/chapter.tex	21536	2d4256029e879842b31b79692004afc48e79948d28094375185a938ad0e708a8
I	I/17	Quadratic Forms	FROZEN	COMPLETE	books/vol01_linear_algebra/chapters/ch17_quadratic_forms/chapter.tex	19798	c6d5650c33cee3c5fceb9d5c03545e7f39a5371e664c0f9c91b6de92872f5b08
I	I/18	Singular-Value Decomposition	FROZEN	COMPLETE	books/vol01_linear_algebra/chapters/ch18_singular_value_decomposition/chapter.tex	28406	20b0197819f6d205c403cb3f0ff1a79064fda229d9054508fea72f36ff054b15
II	II/01	The Real Number System and Completeness	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch01_the_real_number_system_and_completeness/chapter.tex	17925	9ba5b10eb810325cfa1eafc915b1815d709fa7b12811b7150b958c700a0b7d55
II	II/02	Euclidean and Normed Spaces	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch02_euclidean_and_normed_spaces/chapter.tex	16406	bb3733aadff5bdf9812b1dc04b26b6c7ef7ad8c7765cd79923c3c49617027276
II	II/03	Sequences and Cauchy Sequences	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch03_sequences_and_cauchy_sequences/chapter.tex	16112	0ba66c91d902504dddad2b1fb0007a750026b95d65d946522b601f6bca3e1bc3
II	II/04	Open and Closed Sets	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch04_open_and_closed_sets/chapter.tex	16877	f677859b094ac84647430ef663494e8acc993ff9eab86c1dff0459e3de815388
II	II/05	Metric Spaces and Continuity	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch05_metric_spaces_and_continuity/chapter.tex	16360	edcdb5955b97ae65899f75896d26f1df1a56f21b09d29ab4f73a27897b168b7d
II	II/06	Compactness	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch06_compactness/chapter.tex	18624	bd2b51e02a610ab06f544373022af42a383a458ac40f1d2ed71b9eacd1539ecf
II	II/07	Connectedness and Path Connectedness	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch07_connectedness_and_path_connectedness/chapter.tex	17162	6893e719df1590e3c156e7d85e154a57f4de54cbabc66107dd9d4370dedfaf50
II	II/08	Differentiability in Several Variables	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch08_differentiability_in_several_variables/chapter.tex	20249	f916dd31e183d24875782380abae66abcfe5fb6503c6051fc5ac276fde404d41
II	II/09	Inverse and Implicit Function Principles	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch09_inverse_and_implicit_function_principles/chapter.tex	22667	bd19a3648254178e057e8f625f33bd99a918ff3b924330188f1b7c6ee67fa92e
II	II/10	Riemann Integration	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch10_riemann_integration/chapter.tex	22350	4922a345e02cb210b69306d31efb74766842f4085eeb612b5d3d1a385f8ec691
II	II/11	Pointwise and Uniform Convergence	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch11_pointwise_and_uniform_convergence/chapter.tex	17256	c672592eb8f9cdc073d8bab7c6fcd8917e2c4290d94f0bf812fb1d66aacb6eae
II	II/12	Interchanging Limits, Derivatives and Integrals	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch12_interchanging_limits_derivatives_and_integrals/chapter.tex	19068	73596b33cfbd7194365aeb2963f9ad00775269748ae2ff8d78ad7045848ee048
II	II/13	Infinite Series of Functions	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch13_infinite_series_of_functions/chapter.tex	17813	7c1be90473b49b233d870acb28b467a2bb47682d00e077def9b782d01b2b148e
II	II/14	Trigonometric Series	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch14_trigonometric_series/chapter.tex	19945	4dfc8652590b704502dc0f1211b2a5acbb38dbe8e0fe76fe2be44845499b9ab2
II	II/15	Pathological and Nowhere-Differentiable Functions	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch15_pathological_and_nowhere_differentiable_functions/chapter.tex	18418	389a8c870fb944b17fc7a550b5cb85e4bec647640f15ae349924a20c7207d173
II	II/16	Contraction Mappings	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch16_contraction_mappings/chapter.tex	15609	445cce738efbb5d0047badac384399b19897ef0d48ccd1a03d46321c48a30dd4
II	II/17	Brouwer-Type Fixed-Point Ideas	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch17_brouwer_type_fixed_point_ideas/chapter.tex	17565	34a4099f74e28cc3897157c78690a3eed8ea34fba861fddef8f7991d89ae478b
II	II/18	Integral Equations	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch18_integral_equations/chapter.tex	17237	bc35a38e08f6e415623b5bcd2b9b51996273cb0dc7f484f1ccb72818895e6abd
II	II/19	Elementary Existence Theory for ODEs	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch19_elementary_existence_theory_for_odes/chapter.tex	17777	2cc6e70763904723a19a95bb6bb192095cd6d62ec8815d5b85123eb787926ea8
II	II/20	Polynomial Interpolation	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch20_polynomial_interpolation/chapter.tex	24458	0e4e9f012e8ec50a10784a33f5c762aed46ddb6135aba0de356c3342c9bb821c
II	II/21	Polynomial Approximation	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch21_polynomial_approximation/chapter.tex	18113	470980c8fef362e6a17f3c9b3586f714e853cdd0c25379323794bd2392b4d960
II	II/22	Chebyshev and Minimax Approximation	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch22_chebyshev_and_minimax_approximation/chapter.tex	18007	f09596ac611087b6f4160ad6b95afa2b8682d8643050285355ca0f93c926d8e2
II	II/23	The Alternation Principle	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch23_the_alternation_principle/chapter.tex	17386	1e94bf8d4a0a3990c0d070128c2ec9dc23e67cddd5944a78536c8018260c7cbf
II	II/24	Numerical Quadrature	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch24_numerical_quadrature/chapter.tex	18139	c52e7164f131b1b397dc843b05d8749e94297bc2e9d1d94e837e7b4334bee695
II	II/25	Continued Fractions and Approximation Topics	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch25_continued_fractions_and_approximation_topics/chapter.tex	18820	702512bbe0a8af472519690cc01d6eea9db2db3ae68cf36a5364215db9939f8c
III	III/01	Sigma-Algebras and Measures	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch01_sigma_algebras_and_measures/chapter.tex	23812	31409baeeaf79e187a80b535c572af51a99d529b1e8096fcf95137b546a89c1b
III	III/02	Measurable Functions	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch02_measurable_functions/chapter.tex	23259	9b17cb2b9a53e67c58927e671ab5c307daa14676a521c9f4e409d1e6b1281db9
III	III/03	The Lebesgue Integral	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch03_the_lebesgue_integral/chapter.tex	22287	d167762f797e3631a2d36cd7c15cb9ac003bf7c25b9d09ca492971f1913aa2e9
III	III/04	Convergence Theorems	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	22683	b1a9d3b24c8991e4b1158d3bf56a5f12b25ccea4555efede0786ef356ff1565b
III	III/05	Product Measures and Fubini Theory	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	23993	040e6a4340bcf6147387446057fd3fedd83863081ff1350f7ed58dd516318b19
III	III/06	Lp Spaces	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	22753	1bbbe1fe8b1f9dd1007cd776921c9141e0ffd819ab2635b08c9964492a6aeda3
III	III/07	Hölder, Minkowski and Interpolation	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	21927	8a327d7e0d5589690ce963a5945298cd8fcb04cf8465f91288de6c1ceae876b7
III	III/08	Egorov, Vitali and Weak-Lp Ideas	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch08_egorov_vitali_and_weak_lp_ideas/chapter.tex	23591	6a0babd48a9965d65b8815b3e09202aba9910be6eac2d64e5f9bf9decf5d9f8b
III	III/09	Fourier Series	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch09_fourier_series/chapter.tex	24947	40a2afd1b4162864799269e8753c5fbc5f122133f5809af6536a2865be1a6412
III	III/10	Convolution and Approximate Identities	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch10_convolution_and_approximate_identities/chapter.tex	21775	c061e3ae6faf9a7675a3b28801ad213bec77f8fefc36868ba95d9fe5d96ad63f
III	III/11	The Fourier Transform	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch11_the_fourier_transform/chapter.tex	23252	7b6ed0ee4e9b4f79cee0b8d3c4f7a50d6aaf75c8498ed1d2165aecd1054adcd9
III	III/12	The Gaussian and Transform Calculus	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch12_the_gaussian_and_transform_calculus/chapter.tex	21765	7159efcf2d6d2e7f9395822030e4f49b8554b69cb6fc7e6e6086dfc69cbbfc50
III	III/13	Plancherel and L2 Fourier Theory	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch13_plancherel_and_l2_fourier_theory/chapter.tex	25067	323a08b2899807a6815e672a703bb27324ee279ad2858f00a55af5d6b1d08d5b
III	III/14	The Schwartz Space	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch14_the_schwartz_space/chapter.tex	22384	d8c20718bf17d0500669b74acf18705f274f690580417151d3f5d8c8ebddaa9d
III	III/15	Test-Function Spaces	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch15_test_function_spaces/chapter.tex	27611	22f2d5573b4170c9e56e63a58698ffe8838fc863b940c652e2176c5a70ffbbae
III	III/16	Distributions and Distributional Derivatives	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch16_distributions_and_distributional_derivatives/chapter.tex	24774	5e68d9809f01d50fe021ed945e704d7d17093d3c826f3c30d561dc4c2ce1019e
III	III/17	Support and Singular Distributions	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch17_support_and_singular_distributions/chapter.tex	23469	ea65b73c853df7b833c9ebf6f066a2f89dc8ce9f527b7cdc4eec180aa1035c42
III	III/18	Tempered Distributions	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch18_tempered_distributions/chapter.tex	22377	e9c034fb6c096c8ce35cdff6e9ff4016614fc7ebbcde786499d05ed28693349f
III	III/19	Fourier Transform of Distributions	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch19_fourier_transform_of_distributions/chapter.tex	22907	f9b2a523b637d3f3a6b838e633cbbab278e3542b26f42ca4261e820f2826484c
III	III/20	Weak Derivatives	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch20_weak_derivatives/chapter.tex	23141	bbfa8629832246a3c3a0b29601f3c983138206e84c0f6565cfca59d53cf4ce19
III	III/21	Sobolev Spaces	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch21_sobolev_spaces/chapter.tex	26507	e84a9a16a8165fd67b2800f3485c33ecfc75e6159671d92a08964734ea2a2240
III	III/22	Approximation and Density	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch22_approximation_and_density/chapter.tex	24060	e9ad503b5aee642698bb262ed25e8f2b68d3b4c80079eae74fa317d326577fc5
III	III/23	Weak Boundary-Value Problems	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch23_weak_boundary_value_problems/chapter.tex	27960	088caa7979ee52358db7cc60f033e0fa837fd5e70ce53a3e77437cb5991cd492
III	III/24	Fundamental Solutions	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch24_fundamental_solutions/chapter.tex	23812	9dd61d13fd2e1ce4a70703aa7d8e6991a59de557de3ae7bf2a524fe71b062ff5
III	III/25	Green Functions	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch25_green_functions/chapter.tex	24596	b9fcb19060868896256528bfc85ba04896cfea0c72255e54f3b095e3fb4f8935
III	III/26	Sturm–Liouville Green Kernels	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch26_sturm_liouville_green_kernels/chapter.tex	24725	54b6a40fd8c0ec564f086e7dfe4aede5717d59ce0efb0e5476ec9bd5ab3fa7dc
III	III/27	Elliptic Operators and Maximum Principles	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch27_elliptic_operators_and_maximum_principles/chapter.tex	25476	2f4a3461e15f222dc0145375782d6260621ba77c29ff95053502d7065e60fd1a
III	III/28	Spectral and Transform Methods for PDE	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch28_spectral_and_transform_methods_for_pde/chapter.tex	28864	f1a4a8654ece62f16eb540b1b5d03150d7b894f1a925cea246364f86d77a5872
IV	IV/01	Complex Differentiability	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch01_complex_differentiability/chapter.tex	28009	3bc971579b36fda53acf02e5f8148d57d21540d2e428db20bda4b4e2d429c959
IV	IV/02	Cauchy–Riemann Equations	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch02_cauchy_riemann_equations/chapter.tex	27612	253ffb76bc94ccd9cd416d78052c7eedfd31ee25f57fea22ca59af32c215c4ae
IV	IV/03	Power Series and Analytic Functions	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch03_power_series_and_analytic_functions/chapter.tex	27402	01160bce0f30158cea9a49d0101b33b1957f2eb015c43cc1631edacf96e579e6
IV	IV/04	Complex Integration	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch04_complex_integration/chapter.tex	28833	2084ed39ef25b4700f776cfa19382579dd139970c0cce5b1104e0d649c112208
IV	IV/05	Cauchy's Theorem	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch05_cauchy_s_theorem/chapter.tex	28554	d150af7195d274f27223501db03827a004f9d2bcf2c8a884ba12f2e21b5c7e75
IV	IV/06	Cauchy's Integral Formula	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch06_cauchy_s_integral_formula/chapter.tex	27466	02e1245e281bd818b40997f26136cd652c12e30ec597129b428008a5ac1dba7b
IV	IV/07	Zeros and the Identity Theorem	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch07_zeros_and_the_identity_theorem/chapter.tex	27348	2510dd254b3eaa4b62ea6067d3089f8d95b0000d25287a62aa3bae714607e303
IV	IV/08	Laurent Series	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch08_laurent_series/chapter.tex	26304	a969c1ce15790cbd2a234e7c4b45f478f012737b44b6aea20cf62e858d7e4b26
IV	IV/09	Isolated Singularities	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch09_isolated_singularities/chapter.tex	27653	bcefbb437da295d667c98b00ac9c831294299356da0339d8ccb36a4667abe0ab
IV	IV/10	Residues and the Residue Theorem	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch10_residues_and_the_residue_theorem/chapter.tex	27344	908788f5de280acb7b1fb3689396beededb87fdca034ef43e42c3d5728d53acd
IV	IV/11	Evaluation of Real Integrals	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch11_evaluation_of_real_integrals/chapter.tex	28594	9c4385e0f90a034fcf7d1e8468e99ed9deed917c087582132f00bf4c3729733c
IV	IV/12	Winding Numbers and the Argument Principle	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex	31656	61ed24ac2c16f05d432ff58f20b092eb825aa660e9123c007793133002f6639a
IV	IV/13	Rouché's Theorem	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch13_rouch_s_theorem/chapter.tex	26780	6f9fd125febd28b23e6b8add4681738853f6bb93e3c2bab19e815c47def95768
IV	IV/14	Branches of the Logarithm and Roots	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch14_branches_of_the_logarithm_and_roots/chapter.tex	26964	a0645747826652f599e0f4d66d679dc5edf914aa5468f72db2faf977b0fdc002
IV	IV/15	Analytic Continuation	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch15_analytic_continuation/chapter.tex	28625	0eaff7bb8a1f82cc95f95dc17b341b2ab187d1e6b8817f49803b1cb9f105843e
IV	IV/16	Möbius Transformations	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch16_m_bius_transformations/chapter.tex	26566	93cfc26e9778caa76bf84f45484dba4c8425f7940425eac245c1b072a157a187
IV	IV/17	Conformal Mapping	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch17_conformal_mapping/chapter.tex	28076	31fc813dbe878c0cbf600e23e9cbcbdb582693ac5c62aeee18079b4f8ec55b62
IV	IV/18	Schwarz–Christoffel Transformations	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch18_schwarz_christoffel_transformations/chapter.tex	30329	151727b3e7cafa413db2d7542c98f85a41906454664bde3d37e8310d2e92dcca
IV	IV/19	The Gamma Function	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch19_the_gamma_function/chapter.tex	27701	d1a617e7467d2a03f529cfef34331c1d593cda126d32463fe70810d43f1104de
IV	IV/20	Beta and Gamma Identities	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch20_beta_and_gamma_identities/chapter.tex	25504	413215193c7478cc0a45612dc7ff4ae6f958d10ba7a2797ec7609135b1b9dfb6
IV	IV/21	Keyhole Contours and Branch-Cut Integrals	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch21_keyhole_contours_and_branch_cut_integrals/chapter.tex	29053	a6230b71fac397ea947d765da5d15a5b85d2ceb5d0f8b16193519f79e6e72e6e
IV	IV/22	From Analytic Continuation to Riemann Surfaces	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch22_from_analytic_continuation_to_riemann_surfaces/chapter.tex	28145	defa03f1c66449cccc19a9fdf4ccf0a175fd5d054cbc067771b8f386653f113c
IV	IV/23	Covering Maps and Monodromy	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch23_covering_maps_and_monodromy/chapter.tex	26246	d180b2352a58bd4efccfc1c972a7be75030d13df4d74f64e230e6498a087d6e2
IV	IV/24	Branched Coverings	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch24_branched_coverings/chapter.tex	27187	816a19d9d828064ca299be9be1fe3b675d16ca6bc722664eaea349107b2f31b1
IV	IV/25	Construction by Gluing	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch25_construction_by_gluing/chapter.tex	27388	c4e1dbfe9e220e73f5e3539b6dd800dd64e9e1a12cf0af4b1eaaccb0cf8beeb1
IV	IV/26	Compactification and Genus	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch26_compactification_and_genus/chapter.tex	26938	131828609ff6d495f726e8c61fd440696ddfabaa4c52a377518c26377a15186e
IV	IV/27	Lattices and Complex Tori	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch27_lattices_and_complex_tori/chapter.tex	26537	a2aedb987b5877f1be87df7c00d67cb4f3b8fcda211649599aa040da59d80099
IV	IV/28	Elliptic Functions	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch28_elliptic_functions/chapter.tex	27255	fee3df7e6e3b065eb9e0a81a24b81bdbf75f5548356046c431a82af2dc202450
IV	IV/29	The Weierstrass ℘-Function	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch29_the_weierstrass_function/chapter.tex	28684	f5619604a227bfca762337e69b03b23fa2ae8d594aea95690eccf0d0f6ed0c41
IV	IV/30	Addition Formulas	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch30_addition_formulas/chapter.tex	28358	25a53e402b2941b2a6aaf9f3786897e387c8cd6ffc8810764af25de65d4f86a7
IV	IV/31	Elliptic Curves as Riemann Surfaces	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch31_elliptic_curves_as_riemann_surfaces/chapter.tex	28373	e0fbe7f4a47502190359b9db3258658d513381befaf6ed82bc2f94dbc6abf19d
V	V/01	Rings, Ideals and Quotients	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch01_rings_ideals_and_quotients/chapter.tex	27205	a9406d09410c002519d67ee73a9265b627c5a1c612a976602b495f8019719014
V	V/02	Prime and Maximal Ideals	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch02_prime_and_maximal_ideals/chapter.tex	24704	6052955df5d5bd2fd4ac8195bf5ce715c547594d9541fac89c691d3f50bafe58
V	V/03	Radicals and Nilpotents	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch03_radicals_and_nilpotents/chapter.tex	25450	1c0bdbf3d81c3c49a14b50881f09015f45237c97628effb5b11018df0a86f798
V	V/04	Chinese Remainder Theory	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch04_chinese_remainder_theory/chapter.tex	25609	9b2fbb31fc33d6abadd7e2112fbe907c2e804b76aa881b4d37c035181afc7549
V	V/05	Multiplicative Systems	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch05_multiplicative_systems/chapter.tex	25940	4bee34182520e4fe1951bfcb3fe72f5862ad1b1040f5d2368f860d6d2664f1c2
V	V/06	Localization of Rings	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch06_localization_of_rings/chapter.tex	26926	e5148ec4bcef3d367795c3ac5a615ec6afc9ddea7895cb2b23bf8aead88d7ffa
V	V/07	Localization of Modules	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch07_localization_of_modules/chapter.tex	25840	e02c4bc230a56347175d1090259238fc09d1f8ed8108c56d29b189b7ce61f82a
V	V/08	Local Rings and Localization at Primes	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch08_local_rings_and_localization_at_primes/chapter.tex	27882	1fed72e70d1d1b20fcaa97578120cc9ef6db398e41469eb2b7b11c9bf9049ca5
V	V/09	Modules and Exact Sequences	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch09_modules_and_exact_sequences/chapter.tex	26145	1dfd1c775e15f2f950add08f061aa6a31407f180f65274ae5a29435e0d63524a
V	V/10	Tensor Products	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch10_tensor_products/chapter.tex	26310	0fd30a8a5c27ed4cba93a29ee09bf748a480bbcda303b682f8445160fc6fb86b
V	V/11	Quotients and Base Change	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch11_quotients_and_base_change/chapter.tex	25079	4c28c9c91f50b3c0e0e21f4ab4164c0aff375a363129d0d17c1a4fb634eafed8
V	V/12	Hom and Finitely Presented Modules	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch12_hom_and_finitely_presented_modules/chapter.tex	30691	6f1789acf513bc463f3495eae908316a5a18f022310bb2735469216bace4ced9
V	V/13	Free and Projective Modules	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch13_free_and_projective_modules/chapter.tex	25742	7c7df7439b2433ae9c13a4b02733ad6c0699485a5fd9dd1b21214533126e76d1
V	V/14	Flat Modules	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch14_flat_modules/chapter.tex	25268	261ec3b3b7b8a63c0b3eb154e90c2b77f813e257b94df7c85052b648914a71e5
V	V/15	Noetherian Rings and Modules	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch15_noetherian_rings_and_modules/chapter.tex	26903	f11164e92121f7900c77b38a1fa4d99892acb7a005c6817d0f3cf290023d088e
V	V/16	Support	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch16_support/chapter.tex	26211	62ebd93319df5df1e82503829117fc0f10eaf2caca93ad219c7c31899fbc48d9
