volume	chapter_code	chapter_title	status	next_action	canonical_path	bytes	sha256
II	II/04	Open and Closed Sets	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch04_open_and_closed_sets/chapter.tex	8873	61ea009aa769aa0ff870184c3d66e4bb89a13657a610845f94787e985d260afe
II	II/05	Metric Spaces and Continuity	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch05_metric_spaces_and_continuity/chapter.tex	8579	fce2cc9c623dcfbafc0d38dad5c8d3cd1fd76f32efc7d69b1c4d994efe7f93b1
II	II/06	Compactness	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch06_compactness/chapter.tex	8969	c49add21efa95da29f405ec5f198840dece6a38d7382626d70f9afe50855004d
II	II/07	Connectedness and Path Connectedness	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch07_connectedness_and_path_connectedness/chapter.tex	8874	dd037ce212196aa3777e29651fd34e2d5b5969d506b292db03f667ecf472cfa5
II	II/08	Differentiability in Several Variables	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch08_differentiability_in_several_variables/chapter.tex	9786	a7a21f747f007e744d8600ed34ad5fe8c90b244078bf410a1345c4aec39b7efd
II	II/09	Inverse and Implicit Function Principles	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch09_inverse_and_implicit_function_principles/chapter.tex	10541	9aa05f3bed8e2fbb78ce404f7bf4f10106a6ed92ba44b4f21989ef3d7ae8f27e
II	II/10	Riemann Integration	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch10_riemann_integration/chapter.tex	9169	db6370fd5f086b91d6b04778f14c58ecb8e6bd93068f14084ad345f3607f8cfb
II	II/11	Pointwise and Uniform Convergence	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch11_pointwise_and_uniform_convergence/chapter.tex	9027	7a7399fe8db2ef28759a188955988bcb59d59859ec54135838f97339f471e833
II	II/12	Interchanging Limits, Derivatives and Integrals	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch12_interchanging_limits_derivatives_and_integrals/chapter.tex	9888	dce73202921dc48e900c59d82d137183391e0a00099d0a2aba066dc74ed35acd
II	II/13	Infinite Series of Functions	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch13_infinite_series_of_functions/chapter.tex	8613	344d1f6577557d73b41136d0c4441cfa75410443b36562266c9af71cff350194
II	II/14	Trigonometric Series	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch14_trigonometric_series/chapter.tex	8558	0d28a5f75d9dca0f2ec0e027ee8272e1aa6078c0ac68717387931d76c0858c31
II	II/15	Pathological and Nowhere-Differentiable Functions	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch15_pathological_and_nowhere_differentiable_functions/chapter.tex	9446	da4cc2b47680c87362b6db4118ee82775cb53d3f99249cfcdf7c2941a3271553
II	II/16	Contraction Mappings	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch16_contraction_mappings/chapter.tex	7978	e9a1eb2370b17496853365583b15b2b9878c31b094aeda348f20b18fdee4f5b5
II	II/17	Brouwer-Type Fixed-Point Ideas	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch17_brouwer_type_fixed_point_ideas/chapter.tex	8409	cdabb980690989dfccfe58a44f9c44d72faca825a7827ea8a4504f40c3aa8cb9
II	II/18	Integral Equations	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch18_integral_equations/chapter.tex	8511	9d3895c415db35620679198b8b03908a01318f38e059030b596c14caf7174bf2
II	II/19	Elementary Existence Theory for ODEs	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch19_elementary_existence_theory_for_odes/chapter.tex	8409	afc217d13b5c8961d204520b46169972c1410df7418f6cd7f3d4d693755aa634
II	II/20	Polynomial Interpolation	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch20_polynomial_interpolation/chapter.tex	8250	ab44f35f3a854638151b3c65ca5801754909aeda831461f14de3477fdfa11d65
II	II/21	Polynomial Approximation	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch21_polynomial_approximation/chapter.tex	8392	3d0d135f304fd4521c635972e6e3ac830a939183ab632c4d312e469af6ec63e1
II	II/22	Chebyshev and Minimax Approximation	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch22_chebyshev_and_minimax_approximation/chapter.tex	8111	d4cabf70935c3bd14ade69870512035463073b4dc69b056276b17ad3f2fc2f7a
II	II/23	The Alternation Principle	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch23_the_alternation_principle/chapter.tex	8835	eee8a0d0700cdee2c11c8fac4980b4a6a924bf153480b2c045e18045154ef639
II	II/24	Numerical Quadrature	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch24_numerical_quadrature/chapter.tex	8089	e5dcd990e45c0eead49fdea28446bdcf9013e2ddff327fe74195ab96c2ca581e
II	II/25	Continued Fractions and Approximation Topics	FROZEN	COMPLETE	books/vol02_real_analysis/chapters/ch25_continued_fractions_and_approximation_topics/chapter.tex	8871	3f97a9047d206c8b32abbf9959ebdc0a1eb6e10eb225878f93f8a286a85ce087
III	III/01	Sigma-Algebras and Measures	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch01_sigma_algebras_and_measures/chapter.tex	18133	d96f68d9f50941c38160224b1535d585d28efca3080e645a175f318bc231f9ea
III	III/02	Measurable Functions	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch02_measurable_functions/chapter.tex	17302	92e6a63d25ea1b82131d8ef1f463ff3c3a2675234b7d117ead71838ebfcb8f60
III	III/03	The Lebesgue Integral	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch03_the_lebesgue_integral/chapter.tex	16847	453265e4c10e0e86d4ac54945060bbbec7570260b7e09241cffd000dba6f0c0c
III	III/04	Convergence Theorems	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex	16995	8a7f8d92e7a55ca6b9e6d3495901daa18742d4765bc8de6b9767e0c2be530b13
III	III/05	Product Measures and Fubini Theory	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch05_product_measures_and_fubini_theory/chapter.tex	17452	ae72665258054d1d43422f057bee0a092cc47d3188e4978146a4def3eb0425f0
III	III/06	Lp Spaces	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex	16791	ec69182a129eadad7d9a2ba79f56a3926aad321171b79515fb492e26b254458d
III	III/07	Hölder, Minkowski and Interpolation	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex	16122	2ddc6209d2eeffef222079870478a25e728c74e0baba2c57c6fd0398de2e9f9c
III	III/08	Egorov, Vitali and Weak-Lp Ideas	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch08_egorov_vitali_and_weak_lp_ideas/chapter.tex	17436	0bad91e1ada674f9902c69f5d9a5d591c5dc4a89a55d3ace3abd32e30ce804a4
III	III/09	Fourier Series	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch09_fourier_series/chapter.tex	17231	02d0f22aad238a8b90f4fa82ed377f03e93978a232d2c9d0d63a9882da88eae1
III	III/10	Convolution and Approximate Identities	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch10_convolution_and_approximate_identities/chapter.tex	16614	4563186638bbb4739166530213b512eecebbc909d480588254a7cd97db633469
III	III/11	The Fourier Transform	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch11_the_fourier_transform/chapter.tex	17888	d8d463c6cdc13da5acedc119dcced6bb14172ce1a9ffd5436a3ccaaad2ddc657
III	III/12	The Gaussian and Transform Calculus	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch12_the_gaussian_and_transform_calculus/chapter.tex	16858	50267e3f8e18645eeeb70602d5eaa6d22c22b760d9e558d0cc8cbc4f8d934f4a
III	III/13	Plancherel and L2 Fourier Theory	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch13_plancherel_and_l2_fourier_theory/chapter.tex	16387	d69d782e227b7597acb6c9115247fc411f296ad9740bfe198ac04a0d7e16f013
III	III/14	The Schwartz Space	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch14_the_schwartz_space/chapter.tex	16522	27926f6abe969862bb921cd8c63e58dfe0e06cb545d2dd9230481ef1335b6cba
III	III/15	Test-Function Spaces	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch15_test_function_spaces/chapter.tex	17327	71da8129f76ea7a690af2cccd8ec09536dce9375d11ac52373b50a146a25817c
III	III/16	Distributions and Distributional Derivatives	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch16_distributions_and_distributional_derivatives/chapter.tex	17054	c2617686067c06a7c2df737e78e358ab2fe8c936122cb0b3b921d13262609928
III	III/17	Support and Singular Distributions	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch17_support_and_singular_distributions/chapter.tex	16940	b144d3dcbe14a088d6dd41655f3d83b91f69b950e579c7f498f3ed0bf9d07f89
III	III/18	Tempered Distributions	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch18_tempered_distributions/chapter.tex	16487	2f750ebceb546f74615fe0de3e7b70fe12840b6f4dc187429f29e3598fd86a63
III	III/19	Fourier Transform of Distributions	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch19_fourier_transform_of_distributions/chapter.tex	17221	eddbfdacc5a96f29c54c8c99f66be358f5b6d02dc74006baa8a26baf3fa29d18
III	III/20	Weak Derivatives	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch20_weak_derivatives/chapter.tex	17032	5c0e62755e190d82766fe27eacb4bba0e21eb387d4fa3808584fc9d346a165ba
III	III/21	Sobolev Spaces	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch21_sobolev_spaces/chapter.tex	16858	99a306fbb2d8239270767d589d6de2a45576d4ba6565186eca87e0d9ffb21bf4
III	III/22	Approximation and Density	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch22_approximation_and_density/chapter.tex	17322	88ad32049f42a384f27619b3e4e7f12a55b831455debe946580e26513c840d60
III	III/23	Weak Boundary-Value Problems	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch23_weak_boundary_value_problems/chapter.tex	17583	8bd5b8e1da89e24da81a0dce6c3a67fd4a95b0a62d75b13a5147a80030ce8e1b
III	III/24	Fundamental Solutions	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch24_fundamental_solutions/chapter.tex	17006	e0461f5afa4d17924d8feedeb144be663c09276d495f5fd2503ad159eb2443b8
III	III/25	Green Functions	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch25_green_functions/chapter.tex	17824	a45d118b62afac07a2d088da9d27e4b04d97baedcefadb3227716ae40c4b7737
III	III/26	Sturm–Liouville Green Kernels	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch26_sturm_liouville_green_kernels/chapter.tex	17450	c992640330aa16f01aabfbdd4bf37cf0edcf32926bfb6679dae5e028e0210889
III	III/27	Elliptic Operators and Maximum Principles	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch27_elliptic_operators_and_maximum_principles/chapter.tex	17226	0dd60b2008578beb1f51b09e2f1edc3f7294466987884a269bd4fdf69cfb21da
III	III/28	Spectral and Transform Methods for PDE	FROZEN	COMPLETE	books/vol03_fourier_distributions_pde/chapters/ch28_spectral_and_transform_methods_for_pde/chapter.tex	17462	a5cb02187b05a1566ed637e6dd6f14a4f3b4a5827af21f10183a312396c00a0f
IV	IV/01	Complex Differentiability	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch01_complex_differentiability/chapter.tex	16248	7f119de1ced1c254973d3f13caa3348db66962cb62fb633bd910b93f7e63e025
IV	IV/02	Cauchy–Riemann Equations	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch02_cauchy_riemann_equations/chapter.tex	15608	04c5c085456b50954a2dd1af1fdd952ebab5a7a2ed7b7464929d03c2a4ae8dbf
IV	IV/03	Power Series and Analytic Functions	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch03_power_series_and_analytic_functions/chapter.tex	15331	8550cf64ec6935154f7186dfee24a0064ae8120b26f2d3a724b419b1f689befc
IV	IV/04	Complex Integration	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch04_complex_integration/chapter.tex	15959	cde1214a8162720a63710e5928af6c6228f6c668afbd5c378acb2510bf89a6fc
IV	IV/05	Cauchy's Theorem	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch05_cauchy_s_theorem/chapter.tex	16175	5851b8ebde7e6979b5b6a4c75caa3fe17cc01c40d0ad3380ca3197ec9e611bcf
IV	IV/06	Cauchy's Integral Formula	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch06_cauchy_s_integral_formula/chapter.tex	15536	153d454e3aba06219f03c16689807e579f255d3444f67fec1c81130364a0d2bf
IV	IV/07	Zeros and the Identity Theorem	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch07_zeros_and_the_identity_theorem/chapter.tex	15658	fdbc7840b1d2884b01af813b31645632f53341ef07a409c275787df1581e7f36
IV	IV/08	Laurent Series	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch08_laurent_series/chapter.tex	15623	b4e8ee074bc558449a57fb2a2829f5ba23b818134111860618986e112784f9fc
IV	IV/09	Isolated Singularities	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch09_isolated_singularities/chapter.tex	15550	758e960ad5f60a6d036bf5caed5c442dc8d03c06719ef0326424dbe1bb547eaa
IV	IV/10	Residues and the Residue Theorem	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch10_residues_and_the_residue_theorem/chapter.tex	16379	da38698647b84240560bbc8396c6f8fbca0a151b664a61ac5aac5e68e0eb0ef5
IV	IV/11	Evaluation of Real Integrals	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch11_evaluation_of_real_integrals/chapter.tex	16592	c6fe13f6d18b62d276b1d48e0f29f5c8fbb7b745495f3ef40a9cbaca474c22c9
IV	IV/12	Winding Numbers and the Argument Principle	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex	17480	1342ce0ca55bd59f8e215f111bdae679bb4fbc5a59dd39446bca52df612a6f52
IV	IV/13	Rouché's Theorem	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch13_rouch_s_theorem/chapter.tex	15453	4917fd27cef4a07d9eddc79227a5f940531e5fa5d98e935bbdd5f8aa7cace9ad
IV	IV/14	Branches of the Logarithm and Roots	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch14_branches_of_the_logarithm_and_roots/chapter.tex	15374	db528663ab18b48328ffbab7b1243c9a0fe13333319954b4c19f37add1b7f72d
IV	IV/15	Analytic Continuation	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch15_analytic_continuation/chapter.tex	15748	a2c1ad4d1850bdfcc4ee5c86f71f6c94da2d32662f2730e962f65f2888ba9cc1
IV	IV/16	Möbius Transformations	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch16_m_bius_transformations/chapter.tex	15960	85ce257fbe335093b356469cfa4fc2aadc67d3caf38b536f80a525a0606f3e1e
IV	IV/17	Conformal Mapping	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch17_conformal_mapping/chapter.tex	16703	237bce2ce79c4406536df9398819f081cf40418adabb073b40e7c6639d0dd077
IV	IV/18	Schwarz–Christoffel Transformations	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch18_schwarz_christoffel_transformations/chapter.tex	15400	9e6cf5f0f011ba6fa569e053af5a8143969a4a3da6dddab585d7d4dbc4999842
IV	IV/19	The Gamma Function	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch19_the_gamma_function/chapter.tex	15166	c361256732e76da3f6b910489d81ff12a754c1855947cc25c879ab09cc4cd175
IV	IV/20	Beta and Gamma Identities	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch20_beta_and_gamma_identities/chapter.tex	14936	c3b30f3cddc843b1100a09b5a383a76eda538bed2d7de9202b97967b9438401b
IV	IV/21	Keyhole Contours and Branch-Cut Integrals	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch21_keyhole_contours_and_branch_cut_integrals/chapter.tex	16180	7d7bd0e946d4593167a1e67326b1220de5790edd2db7c9c96211689b7a8cc59f
IV	IV/22	From Analytic Continuation to Riemann Surfaces	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch22_from_analytic_continuation_to_riemann_surfaces/chapter.tex	15727	97e1924ee3f4961b672c0323001009d4506bd2a07c370d354bd07e1cb7d5393b
IV	IV/23	Covering Maps and Monodromy	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch23_covering_maps_and_monodromy/chapter.tex	15462	6ab3d90c2dbccdc201a45f8016753efc5e3f335d216a00319fdd73e72a4007d4
IV	IV/24	Branched Coverings	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch24_branched_coverings/chapter.tex	15448	0c86d0c13e23f2a0c9dacb8a45f9f53cb4cc88046f179dc7c442e6c98b417b86
IV	IV/25	Construction by Gluing	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch25_construction_by_gluing/chapter.tex	15625	2d10e350f76c323218efec221b2d9d3039533193bedec19c16190a6fc1c57c88
IV	IV/26	Compactification and Genus	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch26_compactification_and_genus/chapter.tex	15845	3fd1fe7fa02c1c941abfdeb7aff1e6139965ca93b7e8e18899781b067f8da800
IV	IV/27	Lattices and Complex Tori	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch27_lattices_and_complex_tori/chapter.tex	16094	c1e8aff6caf5d5dce7516c289614fb3bb324868e0319abb977c3191d56f8daa8
IV	IV/28	Elliptic Functions	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch28_elliptic_functions/chapter.tex	15815	048764a0179e0f27d3bae19de504b04f6be575c3766363db6eb0594de9975f11
IV	IV/29	The Weierstrass ℘-Function	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch29_the_weierstrass_function/chapter.tex	16712	755a6d9762914841c49b49891721ca65ac6b775487d03085610274037fb87dab
IV	IV/30	Addition Formulas	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch30_addition_formulas/chapter.tex	15908	9937eecdea18830b7ce1a0a0406af65b1d5846821d9950b4db7e7907d54be12e
IV	IV/31	Elliptic Curves as Riemann Surfaces	FROZEN	COMPLETE	books/vol04_complex_analysis/chapters/ch31_elliptic_curves_as_riemann_surfaces/chapter.tex	16699	168c620c3cee9f0c78cd301a7f94a2f77b315ad75b666415a1c23dd5cbeb26bc
V	V/01	Rings, Ideals and Quotients	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch01_rings_ideals_and_quotients/chapter.tex	16440	0d0f597737cd749ce94d6bc9e3d8c145e2f24f4308843d64dba5be0bdbf92166
V	V/02	Prime and Maximal Ideals	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch02_prime_and_maximal_ideals/chapter.tex	15915	e9e11fe8b9ed828016f055bbe31cd070335b5d24472ad4eced906438ffe73af5
V	V/03	Radicals and Nilpotents	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch03_radicals_and_nilpotents/chapter.tex	15193	30db920027a097abb890568872a7a6c92ca0f67fe4c00cb3eadede09bdc34b0e
V	V/04	Chinese Remainder Theory	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch04_chinese_remainder_theory/chapter.tex	15352	b036963826a061afda99d159718d641b7fa249b1565d901e89fdcca3c9afa69c
V	V/05	Multiplicative Systems	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch05_multiplicative_systems/chapter.tex	15923	e24c8df264f9986e98b84ef9f469f104e84ceac769ac026ed256dd529daaee47
V	V/06	Localization of Rings	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch06_localization_of_rings/chapter.tex	16405	5f3b6cd5274433512d53a0a57d6857d350f3559a727133b200ea8f1f494bfcf6
V	V/07	Localization of Modules	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch07_localization_of_modules/chapter.tex	15528	3ef2869dad0673778b44f933251150705952c3122d1e05956a80454b997653ba
V	V/08	Local Rings and Localization at Primes	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch08_local_rings_and_localization_at_primes/chapter.tex	16541	f777421a0da7b7653114b3ce2f0af2431bbe1463261dc2fd3cebd159673e5b86
V	V/09	Modules and Exact Sequences	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch09_modules_and_exact_sequences/chapter.tex	16260	dee6871e37d138dcce01c64c0535a7595bd35540764f6a9026b65257f62f6d3c
V	V/10	Tensor Products	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch10_tensor_products/chapter.tex	16193	dd28422960029fcfed706aa29d7152dd88e670530b60c7c0fbcc18705cf38a7f
V	V/11	Quotients and Base Change	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch11_quotients_and_base_change/chapter.tex	15503	723fa40b78b5ccfd5f31141f6873eb0d6d7865d471e560113b2daa59f74c2424
V	V/12	Hom and Finitely Presented Modules	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch12_hom_and_finitely_presented_modules/chapter.tex	16676	4d221b3a6e43209aecc99a4cd4656f92e8865342f41a5743145ced1ba8a049a0
V	V/13	Free and Projective Modules	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch13_free_and_projective_modules/chapter.tex	15709	6119e329fcd3367f7ab09678db46587f61308c9a1d6e939428062c6d40944979
V	V/14	Flat Modules	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch14_flat_modules/chapter.tex	15433	419a88209ab401d3b880174995669e1dfc3c64129e662790741440a1975e1388
V	V/15	Noetherian Rings and Modules	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch15_noetherian_rings_and_modules/chapter.tex	16194	1d3ce9e3720af8f82da0be4bcadd29815d529b22cbfe54078f280660746519ff
V	V/16	Support	FROZEN	COMPLETE	books/vol05_commutative_algebra/chapters/ch16_support/chapter.tex	16122	80885cf4aaf0e94d77280c61df9612d55eadc151cc9a37bf9b3b9af2a9b3e0d8
