solution_id	solution_kind	solution_source_file	source_problem_number	old_linked_problem_id	new_linked_problem_id	reconciliation_status	reconciliation_method	confidence	candidate_problem_ids	notes
IMP-DL-8D5CF4CFBA-S017	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	5	IMP-DL-8D5CF4CFBA-P016	IMP-DL-8D5CF4CFBA-P016	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P016	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S018	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	6	IMP-DL-8D5CF4CFBA-P017	IMP-DL-8D5CF4CFBA-P017	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P017	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S019	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	7	IMP-DL-8D5CF4CFBA-P018	IMP-DL-8D5CF4CFBA-P018	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P018	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S020	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	8	IMP-DL-8D5CF4CFBA-P019	IMP-DL-8D5CF4CFBA-P019	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P019	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S021	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	10	IMP-DL-8D5CF4CFBA-P020	IMP-DL-8D5CF4CFBA-P020	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P020	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S022	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	11	IMP-DL-8D5CF4CFBA-P021	IMP-DL-8D5CF4CFBA-P021	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P021	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S023	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	12	IMP-DL-8D5CF4CFBA-P022	IMP-DL-8D5CF4CFBA-P022	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P022	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S024	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	12	IMP-DL-8D5CF4CFBA-P022	IMP-DL-8D5CF4CFBA-P022	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P022	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S025	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	12	IMP-DL-8D5CF4CFBA-P022	IMP-DL-8D5CF4CFBA-P022	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P022	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S026	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	12	IMP-DL-8D5CF4CFBA-P022	IMP-DL-8D5CF4CFBA-P022	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P022	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S027	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	12	IMP-DL-8D5CF4CFBA-P022	IMP-DL-8D5CF4CFBA-P022	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P022	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S028	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	12	IMP-DL-8D5CF4CFBA-P022	IMP-DL-8D5CF4CFBA-P022	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P022	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S029	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	12	IMP-DL-8D5CF4CFBA-P022	IMP-DL-8D5CF4CFBA-P022	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P022	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S030	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	6	IMP-DL-8D5CF4CFBA-P023	IMP-DL-8D5CF4CFBA-P023	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P023	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S031	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	6	IMP-DL-8D5CF4CFBA-P023	IMP-DL-8D5CF4CFBA-P023	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P023	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S032	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	6	IMP-DL-8D5CF4CFBA-P023	IMP-DL-8D5CF4CFBA-P023	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P023	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S033	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	7	IMP-DL-8D5CF4CFBA-P024	IMP-DL-8D5CF4CFBA-P024	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P024	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S034	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	8	IMP-DL-8D5CF4CFBA-P025	IMP-DL-8D5CF4CFBA-P025	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P025	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S035	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	9	IMP-DL-8D5CF4CFBA-P026	IMP-DL-8D5CF4CFBA-P026	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P026	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S036	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	10	IMP-DL-8D5CF4CFBA-P027	IMP-DL-8D5CF4CFBA-P027	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P027	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S037	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	11	IMP-DL-8D5CF4CFBA-P028	IMP-DL-8D5CF4CFBA-P028	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P028	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S038	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	12	IMP-DL-8D5CF4CFBA-R003042-B99B3E8C	IMP-DL-8D5CF4CFBA-R003042-B99B3E8C	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-R003042-B99B3E8C	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S039	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	1	IMP-DL-8D5CF4CFBA-P030	IMP-DL-8D5CF4CFBA-P030	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P030	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S040	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	2	IMP-DL-8D5CF4CFBA-P031	IMP-DL-8D5CF4CFBA-P031	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P031	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S041	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	3	IMP-DL-8D5CF4CFBA-P032	IMP-DL-8D5CF4CFBA-P032	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P032	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S042	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	4	IMP-DL-8D5CF4CFBA-P033	IMP-DL-8D5CF4CFBA-P033	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P033	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S043	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	4	IMP-DL-8D5CF4CFBA-P033	IMP-DL-8D5CF4CFBA-P033	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P033	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S044	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	6	IMP-DL-8D5CF4CFBA-P034	IMP-DL-8D5CF4CFBA-P034	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P034	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S045	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	7	IMP-DL-8D5CF4CFBA-P035	IMP-DL-8D5CF4CFBA-P035	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P035	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S046	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	8	IMP-DL-8D5CF4CFBA-P036	IMP-DL-8D5CF4CFBA-P036	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P036	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S047	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	9	IMP-DL-8D5CF4CFBA-P037	IMP-DL-8D5CF4CFBA-P037	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P037	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S048	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	10	IMP-DL-8D5CF4CFBA-P038	IMP-DL-8D5CF4CFBA-P038	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P038	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S049	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	11	IMP-DL-8D5CF4CFBA-P039	IMP-DL-8D5CF4CFBA-P039	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P039	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S050	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	12	IMP-DL-8D5CF4CFBA-P040	IMP-DL-8D5CF4CFBA-P040	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P040	Existing structural link retained.
IMP-DL-8D5CF4CFBA-S051	SOLUTION	Downloads/theory-of-linear-algebra-2.tex	13	IMP-DL-8D5CF4CFBA-P041	IMP-DL-8D5CF4CFBA-P041	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-8D5CF4CFBA-P041	Existing structural link retained.
IMP-DL-183AD43C4C-S001	SOLUTION	Downloads/theory-of-real-analysis.tex	3.4	IMP-DL-183AD43C4C-P018	IMP-DL-183AD43C4C-P018	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-P018	Existing structural link retained.
IMP-DL-183AD43C4C-S002	SOLUTION	Downloads/theory-of-real-analysis.tex	3.5	IMP-DL-183AD43C4C-P019	IMP-DL-183AD43C4C-P019	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-P019	Existing structural link retained.
IMP-DL-183AD43C4C-S003	SOLUTION	Downloads/theory-of-real-analysis.tex	3.6	IMP-DL-183AD43C4C-P020	IMP-DL-183AD43C4C-P020	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-P020	Existing structural link retained.
IMP-DL-183AD43C4C-S004	SOLUTION	Downloads/theory-of-real-analysis.tex	3.6	IMP-DL-183AD43C4C-P020	IMP-DL-183AD43C4C-P020	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-P020	Existing structural link retained.
IMP-DL-183AD43C4C-S005	SOLUTION	Downloads/theory-of-real-analysis.tex	3.6	IMP-DL-183AD43C4C-P020	IMP-DL-183AD43C4C-P020	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-P020	Existing structural link retained.
IMP-DL-183AD43C4C-S006	SOLUTION	Downloads/theory-of-real-analysis.tex	3.8	IMP-DL-183AD43C4C-P021	IMP-DL-183AD43C4C-P021	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-P021	Existing structural link retained.
IMP-DL-183AD43C4C-S007	SOLUTION	Downloads/theory-of-real-analysis.tex	3.8	IMP-DL-183AD43C4C-P021	IMP-DL-183AD43C4C-P021	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-P021	Existing structural link retained.
IMP-DL-183AD43C4C-S008	SOLUTION	Downloads/theory-of-real-analysis.tex	3.8	IMP-DL-183AD43C4C-P021	IMP-DL-183AD43C4C-P021	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-P021	Existing structural link retained.
IMP-DL-183AD43C4C-S009	SOLUTION	Downloads/theory-of-real-analysis.tex	3.8	IMP-DL-183AD43C4C-P022	IMP-DL-183AD43C4C-P022	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-P022	Existing structural link retained.
IMP-DL-183AD43C4C-S010	SOLUTION	Downloads/theory-of-real-analysis.tex	3.9	IMP-DL-183AD43C4C-R000569-7402CDFC	IMP-DL-183AD43C4C-R000569-7402CDFC	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R000569-7402CDFC	Existing structural link retained.
IMP-DL-183AD43C4C-S011	SOLUTION	Downloads/theory-of-real-analysis.tex	4.1	IMP-DL-183AD43C4C-R000569-7402CDFC	IMP-DL-183AD43C4C-R000569-7402CDFC	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R000569-7402CDFC	Existing structural link retained.
IMP-DL-183AD43C4C-S012	SOLUTION	Downloads/theory-of-real-analysis.tex	4.2	IMP-DL-183AD43C4C-R000569-7402CDFC	IMP-DL-183AD43C4C-R000569-7402CDFC	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R000569-7402CDFC	Existing structural link retained.
IMP-DL-183AD43C4C-S013	SOLUTION	Downloads/theory-of-real-analysis.tex	4.3	IMP-DL-183AD43C4C-R000569-7402CDFC	IMP-DL-183AD43C4C-R000569-7402CDFC	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R000569-7402CDFC	Existing structural link retained.
IMP-DL-183AD43C4C-S014	SOLUTION	Downloads/theory-of-real-analysis.tex	4.4	IMP-DL-183AD43C4C-R000569-7402CDFC	IMP-DL-183AD43C4C-R000569-7402CDFC	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R000569-7402CDFC	Existing structural link retained.
IMP-DL-183AD43C4C-S015	SOLUTION	Downloads/theory-of-real-analysis.tex	4.5	IMP-DL-183AD43C4C-R000676-FE3FC0F2	IMP-DL-183AD43C4C-R000676-FE3FC0F2	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R000676-FE3FC0F2	Existing structural link retained.
IMP-DL-183AD43C4C-S016	SOLUTION	Downloads/theory-of-real-analysis.tex	4.6	IMP-DL-183AD43C4C-R000718-3F09880F	IMP-DL-183AD43C4C-R000718-3F09880F	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R000718-3F09880F	Existing structural link retained.
IMP-DL-183AD43C4C-S017	SOLUTION	Downloads/theory-of-real-analysis.tex	4.7	IMP-DL-183AD43C4C-R000796-6D5EA944	IMP-DL-183AD43C4C-R000796-6D5EA944	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R000796-6D5EA944	Existing structural link retained.
IMP-DL-183AD43C4C-S018	SOLUTION	Downloads/theory-of-real-analysis.tex	5.1	IMP-DL-183AD43C4C-R000829-009FEE51	IMP-DL-183AD43C4C-R000829-009FEE51	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R000829-009FEE51	Existing structural link retained.
IMP-DL-183AD43C4C-S019	SOLUTION	Downloads/theory-of-real-analysis.tex	5.2	IMP-DL-183AD43C4C-R000847-8383E1FD	IMP-DL-183AD43C4C-R000847-8383E1FD	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R000847-8383E1FD	Existing structural link retained.
IMP-DL-183AD43C4C-S020	SOLUTION	Downloads/theory-of-real-analysis.tex	5.3	IMP-DL-183AD43C4C-R000862-D56B67A7	IMP-DL-183AD43C4C-R000862-D56B67A7	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R000862-D56B67A7	Existing structural link retained.
IMP-DL-183AD43C4C-S021	SOLUTION	Downloads/theory-of-real-analysis.tex	5.4	IMP-DL-183AD43C4C-R000880-03FD1A79	IMP-DL-183AD43C4C-R000880-03FD1A79	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R000880-03FD1A79	Existing structural link retained.
IMP-DL-183AD43C4C-S022	SOLUTION	Downloads/theory-of-real-analysis.tex	5.5	IMP-DL-183AD43C4C-R000904-56A0F0C1	IMP-DL-183AD43C4C-R000904-56A0F0C1	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R000904-56A0F0C1	Existing structural link retained.
IMP-DL-183AD43C4C-S023	SOLUTION	Downloads/theory-of-real-analysis.tex	5.6	IMP-DL-183AD43C4C-R000971-51C57284	IMP-DL-183AD43C4C-R000971-51C57284	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R000971-51C57284	Existing structural link retained.
IMP-DL-183AD43C4C-S024	SOLUTION	Downloads/theory-of-real-analysis.tex	5.7	IMP-DL-183AD43C4C-R001014-4AAE9814	IMP-DL-183AD43C4C-R001014-4AAE9814	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001014-4AAE9814	Existing structural link retained.
IMP-DL-183AD43C4C-S025	SOLUTION	Downloads/theory-of-real-analysis.tex	5.8	IMP-DL-183AD43C4C-R001054-34ABEC49	IMP-DL-183AD43C4C-R001054-34ABEC49	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001054-34ABEC49	Existing structural link retained.
IMP-DL-183AD43C4C-S026	SOLUTION	Downloads/theory-of-real-analysis.tex	6.1	IMP-DL-183AD43C4C-R001096-509B88AF	IMP-DL-183AD43C4C-R001096-509B88AF	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001096-509B88AF	Existing structural link retained.
IMP-DL-183AD43C4C-S027	SOLUTION	Downloads/theory-of-real-analysis.tex	6.2	IMP-DL-183AD43C4C-R001154-4238FFF5	IMP-DL-183AD43C4C-R001154-4238FFF5	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001154-4238FFF5	Existing structural link retained.
IMP-DL-183AD43C4C-S028	SOLUTION	Downloads/theory-of-real-analysis.tex	6.3	IMP-DL-183AD43C4C-R001185-2FADDC7B	IMP-DL-183AD43C4C-R001185-2FADDC7B	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001185-2FADDC7B	Existing structural link retained.
IMP-DL-183AD43C4C-S029	SOLUTION	Downloads/theory-of-real-analysis.tex	6.4	IMP-DL-183AD43C4C-R001205-30D5620D	IMP-DL-183AD43C4C-R001205-30D5620D	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001205-30D5620D	Existing structural link retained.
IMP-DL-183AD43C4C-S030	SOLUTION	Downloads/theory-of-real-analysis.tex	6.5	IMP-DL-183AD43C4C-R001237-26A33F29	IMP-DL-183AD43C4C-R001237-26A33F29	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001237-26A33F29	Existing structural link retained.
IMP-DL-183AD43C4C-S031	SOLUTION	Downloads/theory-of-real-analysis.tex	6.6	IMP-DL-183AD43C4C-R001257-1F4649B1	IMP-DL-183AD43C4C-R001257-1F4649B1	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001257-1F4649B1	Existing structural link retained.
IMP-DL-183AD43C4C-S032	SOLUTION	Downloads/theory-of-real-analysis.tex	6.1	IMP-DL-183AD43C4C-R001284-509B88AF	IMP-DL-183AD43C4C-R001284-509B88AF	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001284-509B88AF	Existing structural link retained.
IMP-DL-183AD43C4C-S033	SOLUTION	Downloads/theory-of-real-analysis.tex	6.2	IMP-DL-183AD43C4C-R001342-BB4FEAA8	IMP-DL-183AD43C4C-R001342-BB4FEAA8	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001342-BB4FEAA8	Existing structural link retained.
IMP-DL-183AD43C4C-S034	SOLUTION	Downloads/theory-of-real-analysis.tex	6.3	IMP-DL-183AD43C4C-R001387-0167F814	IMP-DL-183AD43C4C-R001387-0167F814	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001387-0167F814	Existing structural link retained.
IMP-DL-183AD43C4C-S035	SOLUTION	Downloads/theory-of-real-analysis.tex	6.4	IMP-DL-183AD43C4C-R001421-E6091540	IMP-DL-183AD43C4C-R001421-E6091540	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001421-E6091540	Existing structural link retained.
IMP-DL-183AD43C4C-S036	SOLUTION	Downloads/theory-of-real-analysis.tex	6.5	IMP-DL-183AD43C4C-R001461-77515B04	IMP-DL-183AD43C4C-R001461-77515B04	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001461-77515B04	Existing structural link retained.
IMP-DL-183AD43C4C-S037	SOLUTION	Downloads/theory-of-real-analysis.tex	6.3	IMP-DL-183AD43C4C-R001524-A8FD3D2E	IMP-DL-183AD43C4C-R001524-A8FD3D2E	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001524-A8FD3D2E	Existing structural link retained.
IMP-DL-183AD43C4C-S038	SOLUTION	Downloads/theory-of-real-analysis.tex	6.4	IMP-DL-183AD43C4C-R001571-9172B7D9	IMP-DL-183AD43C4C-R001571-9172B7D9	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001571-9172B7D9	Existing structural link retained.
IMP-DL-183AD43C4C-S039	SOLUTION	Downloads/theory-of-real-analysis.tex	6.5	IMP-DL-183AD43C4C-R001651-D8D13E89	IMP-DL-183AD43C4C-R001651-D8D13E89	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001651-D8D13E89	Existing structural link retained.
IMP-DL-183AD43C4C-S040	SOLUTION	Downloads/theory-of-real-analysis.tex	7.1	IMP-DL-183AD43C4C-R001724-3FF2E0E5	IMP-DL-183AD43C4C-R001724-3FF2E0E5	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001724-3FF2E0E5	Existing structural link retained.
IMP-DL-183AD43C4C-S041	SOLUTION	Downloads/theory-of-real-analysis.tex	7.2	IMP-DL-183AD43C4C-R001740-89852AAC	IMP-DL-183AD43C4C-R001740-89852AAC	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001740-89852AAC	Existing structural link retained.
IMP-DL-183AD43C4C-S042	SOLUTION	Downloads/theory-of-real-analysis.tex	7.3	IMP-DL-183AD43C4C-R001766-E998E307	IMP-DL-183AD43C4C-R001766-E998E307	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001766-E998E307	Existing structural link retained.
IMP-DL-183AD43C4C-S043	SOLUTION	Downloads/theory-of-real-analysis.tex	7.4	IMP-DL-183AD43C4C-R001784-4B2B736E	IMP-DL-183AD43C4C-R001784-4B2B736E	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001784-4B2B736E	Existing structural link retained.
IMP-DL-183AD43C4C-S044	SOLUTION	Downloads/theory-of-real-analysis.tex	7.5	IMP-DL-183AD43C4C-R001801-EB832D3E	IMP-DL-183AD43C4C-R001801-EB832D3E	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001801-EB832D3E	Existing structural link retained.
IMP-DL-183AD43C4C-S045	SOLUTION	Downloads/theory-of-real-analysis.tex	7.6	IMP-DL-183AD43C4C-R001822-F2B95AE6	IMP-DL-183AD43C4C-R001822-F2B95AE6	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001822-F2B95AE6	Existing structural link retained.
IMP-DL-183AD43C4C-S046	SOLUTION	Downloads/theory-of-real-analysis.tex	7.6	IMP-DL-183AD43C4C-R001822-F2B95AE6	IMP-DL-183AD43C4C-R001822-F2B95AE6	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001822-F2B95AE6	Existing structural link retained.
IMP-DL-183AD43C4C-S047	SOLUTION	Downloads/theory-of-real-analysis.tex	7.6	IMP-DL-183AD43C4C-R001822-F2B95AE6	IMP-DL-183AD43C4C-R001822-F2B95AE6	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-183AD43C4C-R001822-F2B95AE6	Existing structural link retained.
