statement_hash	semantic_problem_id	representative_problem_id	member_count	member_problem_ids	source_files	source_collections	problem_types	source_problem_numbers	aggregate_solution_ids	aggregate_hint_ids	solution_availability	review_status
0126d2057b4089c5ad8aeecb6447a2694e4253dbf3bdcecca8bb7b61c4383bec	SEM-0126D2057B40	IMP-DL-3C59D9EE8B-P107	2	IMP-DL-3C59D9EE8B-P107;IMP-M3-D1A916E0DD-P107	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex	Downloads;MATH_ALLS-3	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
0128cdaafd77b405605163d3e061b2fe802aacf6ded070d274f78b354b551751	SEM-0128CDAAFD77	IMP-DL-2370D81D66-P010	2	IMP-DL-2370D81D66-P010;IMP-M2-D036BAB254-P010	Downloads/theory-of-analysis-FD.tex;MATH-ALLS-2/theory-of-analysis-FD.tex	Downloads;MATH-ALLS-2	EXERCISE	1.6			NO	NEEDS_EDITORIAL_REVIEW
0167f814819c048a9a73298814e1b7b136f4cde36b7b7a59b00dfc32296cd8bd	SEM-0167F814819C	IMP-DL-183AD43C4C-R001387-0167F814	4	IMP-DL-183AD43C4C-R001387-0167F814;IMP-DL-20E278E436-R001329-0167F814;IMP-M2-1895C43FC6-R001387-0167F814;IMP-M2-50B0B212DD-R001329-0167F814	Downloads/merged_exercises_FULL_v2 (1).tex;Downloads/theory-of-real-analysis.tex;MATH-ALLS-2/merged_exercises_FULL_v2 (1).tex;MATH-ALLS-2/theory-of-real-analysis.tex	Downloads;MATH-ALLS-2	EXERCISE	6.3	IMP-DL-183AD43C4C-S034;IMP-DL-20E278E436-S034;IMP-M2-1895C43FC6-S034;IMP-M2-50B0B212DD-S034		YES	NEEDS_EDITORIAL_REVIEW
0193513113d9633b3ebd3f92522f7649b4596d45ba2cdd2ae84bb788b894ad31	SEM-0193513113D9	IMP-DL-B7E3C22557-P002	1	IMP-DL-B7E3C22557-P002	Downloads/theory-of-algebraic-geometry-6.tex	Downloads	PROBLEM	6.	IMP-DL-B7E3C22557-S002		YES	NEEDS_EDITORIAL_REVIEW
019743e84a39b544263e845ecd94fa098f5bca5176371d9d897ac5aa0e8095c9	SEM-019743E84A39	IMP-DL-2E134BF207-P018	1	IMP-DL-2E134BF207-P018	Downloads/theory-of-algebraic-topology-5.tex	Downloads	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
01a65ef054e5c205c68ae19f5a3e1d679fff7d8d918699852978f07fe084ea16	SEM-01A65EF054E5	IMP-DL-3C59D9EE8B-P031	2	IMP-DL-3C59D9EE8B-P031;IMP-M3-D1A916E0DD-P031	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex	Downloads;MATH_ALLS-3	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
01b92b5abd6f9c2e87e1962cbe0e73cb05bae8e48dedeb18a35baacc7b65a1f7	SEM-01B92B5ABD6F	IMP-DL-D6E9B3BC73-P012	2	IMP-DL-D6E9B3BC73-P012;IMP-M3-422B74F85F-P012	Downloads/theory-of-algebraic-topology-1.tex;MATH_ALLS-3/theory-of-algebraic-topology-1.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	3.			NO	NEEDS_EDITORIAL_REVIEW
01e027f123b730fee749424fcf83b47f7d861539e341bcca2fa1ce2821797adb	SEM-01E027F123B7	IMP-DL-D27460A55B-F2R001813-01E027F1	1	IMP-DL-D27460A55B-F2R001813-01E027F1	Downloads/theory-of-algebraic-geometry-5.tex	Downloads	EXAMPLE	9			NO	NEEDS_EDITORIAL_REVIEW
01f475eccbe62d5b0f845c0b3d92e78c0fca8257f1994348cb5bf11299163715	SEM-01F475ECCBE6	IMP-DL-0E3E7EC766-P019	1	IMP-DL-0E3E7EC766-P019	Downloads/theory-of-algebraic-geometry-1.tex	Downloads	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
0206920a20addd17531e39561776672f1b302937c545a1ca0633f5460ea6c655	SEM-0206920A20AD	IMP-DL-2E134BF207-F2R003994-0206920A	1	IMP-DL-2E134BF207-F2R003994-0206920A	Downloads/theory-of-algebraic-topology-5.tex	Downloads	EXAMPLE	7			NO	NEEDS_EDITORIAL_REVIEW
0225913f5e63ca733d25513b3ec7110c5942c49ee610b66e3eb24a050ba2f914	SEM-0225913F5E63	IMP-DL-07D84009EA-P006	16	IMP-DL-07D84009EA-P006;IMP-DL-162DBE4483-P006;IMP-DL-183AD43C4C-P006;IMP-DL-20E278E436-P006;IMP-DL-68F65EDA24-P006;IMP-DL-890EB1F6EA-P006;IMP-DL-995E0CD19D-P006;IMP-DL-E69AEC0DA9-P006;IMP-M2-0EAC31ED0B-P006;IMP-M2-1403D223C9-P006;IMP-M2-1750FF4FF7-P006;IMP-M2-1895C43FC6-P006;IMP-M2-50B0B212DD-P006;IMP-M2-6D7FCEA253-P006;IMP-M2-9CEC4F97B5-P006;IMP-M2-BC23C57F39-P006	Downloads/merged_exercises_FULL_v2 (1).tex;Downloads/merged_exercises_FULL_v2.tex;Downloads/merged_exercises_corrected (1).tex;Downloads/merged_exercises_corrected (2).tex;Downloads/merged_exercises_corrected (3).tex;Downloads/merged_exercises_corrected (4).tex;Downloads/merged_exercises_corrected.tex;Downloads/theory-of-real-analysis.tex;MATH-ALLS-2/merged_exercises_FULL_v2 (1).tex;MATH-ALLS-2/merged_exercises_FULL_v2.tex;MATH-ALLS-2/merged_exercises_corrected (1).tex;MATH-ALLS-2/merged_exercises_corrected (2).tex;MATH-ALLS-2/merged_exercises_corrected (3).tex;MATH-ALLS-2/merged_exercises_corrected (4).tex;MATH-ALLS-2/merged_exercises_corrected.tex;MATH-ALLS-2/theory-of-real-analysis.tex	Downloads;MATH-ALLS-2	EXERCISE	1.7			NO	NEEDS_EDITORIAL_REVIEW
023e39d2420d01652637693cf5cd9ca15504ef429e906f3ceff76f8e6b0c143d	SEM-023E39D2420D	IMP-DL-EAE0F59552-P004	2	IMP-DL-EAE0F59552-P004;IMP-M2-7EA9DA1D72-P004	Downloads/theory-of-analysis-topology.tex;MATH-ALLS-2/theory-of-analysis-topology.tex	Downloads;MATH-ALLS-2	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
0240a479f37a8302c9dac36afb945d68b37dc0fd12499dd15c90f7958eb4e275	SEM-0240A479F37A	IMP-DL-A978FB3162-P068	1	IMP-DL-A978FB3162-P068	Downloads/theory-of-algebraic-topology-4.tex	Downloads	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
0244d6cd2fe4124f9198306ae82ef6d0ff59c8b5863dd59326fb8b2c67e5326f	SEM-0244D6CD2FE4	IMP-DL-3D2DB27534-P012	4	IMP-DL-3D2DB27534-P012;IMP-DL-5B1D955447-P012;IMP-M2-8108AF5CB9-P012;IMP-M2-AFF44384C1-P012	Downloads/merged_exercises (1).tex;Downloads/merged_exercises.tex;MATH-ALLS-2/merged_exercises (1).tex;MATH-ALLS-2/merged_exercises.tex	Downloads;MATH-ALLS-2	EXERCISE	2.6			NO	NEEDS_EDITORIAL_REVIEW
024e9fac7a76f3b8ccc60e19ee8444912c6a6e55c8c19298e7fa18cb51d3cb02	SEM-024E9FAC7A76	IMP-DL-D4351A3BBD-P036	2	IMP-DL-D4351A3BBD-P036;IMP-M2-721AD91C7F-P036	Downloads/theory-of-geometry-IV.tex;MATH-ALLS-2/theory-of-geometry-IV.tex	Downloads;MATH-ALLS-2	PROBLEM	statement	IMP-DL-D4351A3BBD-S014;IMP-M2-721AD91C7F-S014		YES	NEEDS_EDITORIAL_REVIEW
0266f0c0b5056fd9ad6ab16d8f5df1dccc34fd3c47f1b3dd57fc45c71378f565	SEM-0266F0C0B505	IMP-DL-35223EB1F7-P006	1	IMP-DL-35223EB1F7-P006	Downloads/theory-of-algebraic-topology-6.tex	Downloads	PROBLEM	6	IMP-DL-35223EB1F7-S001		YES	NEEDS_EDITORIAL_REVIEW
02673a002d614dcad8b06cc5392c20aa56c06be29bc98041000992a4ebe4e42a	SEM-02673A002D61	IMP-DL-627841AC75-SPR004834-02673A00	1	IMP-DL-627841AC75-SPR004834-02673A00	Downloads/theory-of-algebraic-topology-3.tex	Downloads	EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
02713ab2ddc2715037252985385d980dde4535716d50a48dd759512f0803ce69	SEM-02713AB2DDC2	IMP-DL-3C59D9EE8B-P002	6	IMP-DL-3C59D9EE8B-P002;IMP-DL-40E9B7EE44-P002;IMP-DL-E1F1BB4192-P002;IMP-M3-0D398C7F27-P002;IMP-M3-17140B7F4C-P002;IMP-M3-D1A916E0DD-P002	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;Downloads/theory-of-commutative-algebra-5-professional.tex;Downloads/theory-of-commutative-algebra-5.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional.tex;MATH_ALLS-3/theory-of-commutative-algebra-5.tex	Downloads;MATH_ALLS-3	PROBLEM	4	IMP-DL-3C59D9EE8B-S005;IMP-DL-3C59D9EE8B-S006;IMP-DL-40E9B7EE44-S005;IMP-DL-40E9B7EE44-S006;IMP-DL-E1F1BB4192-S005;IMP-DL-E1F1BB4192-S006;IMP-M3-0D398C7F27-S005;IMP-M3-0D398C7F27-S006;IMP-M3-17140B7F4C-S005;IMP-M3-17140B7F4C-S006;IMP-M3-D1A916E0DD-S005;IMP-M3-D1A916E0DD-S006		YES	NEEDS_EDITORIAL_REVIEW
027578d41ad9d49088166c8a5227821572d3e18b2aab98d3cd4311b9b8d15b51	SEM-027578D41AD9	IMP-DL-A978FB3162-P021	1	IMP-DL-A978FB3162-P021	Downloads/theory-of-algebraic-topology-4.tex	Downloads	WORKED_EXAMPLE	3			NO	NEEDS_EDITORIAL_REVIEW
027b65568fd982a8d48da3ee8abd07421588ac5fe7493b38645d074dcaac4d30	SEM-027B65568FD9	IMP-DL-8D5CF4CFBA-PSR001105-027B6556	2	IMP-DL-8D5CF4CFBA-PSR001105-027B6556;IMP-M3-89937139FC-PSR001105-027B6556	Downloads/theory-of-linear-algebra-2.tex;MATH_ALLS-3/theory-of-linear-algebra-2.tex	Downloads;MATH_ALLS-3	PROBLEM	10			NO	NEEDS_EDITORIAL_REVIEW
0285d3d2ff57fea6981f9b9325ed5a5dd4908f78adb8c0fe896b259edc139e13	SEM-0285D3D2FF57	IMP-DL-11EDF39EA7-P041	2	IMP-DL-11EDF39EA7-P041;IMP-M2-68556E3D88-P041	Downloads/theory-of-analysis-FD2.tex;MATH-ALLS-2/theory-of-analysis-FD2.tex	Downloads;MATH-ALLS-2	EXERCISE_ITEM				NO	NEEDS_EDITORIAL_REVIEW
02c3ddaed08623d951324475024d98ef8073dfb031504a310e25b0b6fe18c2c7	SEM-02C3DDAED086	IMP-DL-0EB9CBD958-P039	2	IMP-DL-0EB9CBD958-P039;IMP-M2-F4C85D52DC-P039	Downloads/theory-of-geometry.tex;MATH-ALLS-2/theory-of-geometry.tex	Downloads;MATH-ALLS-2	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
02c42cec8a8386bf822ce2e717dcead484bebac4ede239d760aeeb8d55515600	SEM-02C42CEC8A83	IMP-DL-CB3C80FF97-P027	2	IMP-DL-CB3C80FF97-P027;IMP-M2-7B5A4788C1-P027	Downloads/theory-of-complex-analysis-topology.tex;MATH-ALLS-2/theory-of-complex-analysis-topology.tex	Downloads;MATH-ALLS-2	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
02fa0eac35042d44d9e9198a9eeade97a9866973f41753ea3e4f845781b64e13	SEM-02FA0EAC3504	IMP-DL-336732908A-P008	2	IMP-DL-336732908A-P008;IMP-M2-805F474A19-P008	Downloads/theory-of-complex-analysis-next.tex;MATH-ALLS-2/theory-of-complex-analysis-next.tex	Downloads;MATH-ALLS-2	WORKED_EXAMPLE	1			NO	NEEDS_EDITORIAL_REVIEW
02fc50867652fa462ef51c3375bf65c242bec5bb8150fe722668b747c941659f	SEM-02FC50867652	IMP-DL-AE41E61130-P002	2	IMP-DL-AE41E61130-P002;IMP-M2-22F064D6B8-P002	Downloads/exercise_4_solutions (1).tex;MATH-ALLS-2/exercise_4_solutions (1).tex	Downloads;MATH-ALLS-2	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
02fe386b962f1d325e2fff37123b4e6616552288e4d43aa1a61f6ffeee059816	SEM-02FE386B962F	IMP-DL-14663C23F1-P014	2	IMP-DL-14663C23F1-P014;IMP-M2-155017A9AF-P014	Downloads/theory-of-geometry-III.tex;MATH-ALLS-2/theory-of-geometry-III.tex	Downloads;MATH-ALLS-2	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
032842a6ab0af3d938a796f3a41d90a42582c7d8371e221d78b2f7c0cb56d405	SEM-032842A6AB0A	IMP-DL-4DEBE28720-P064	2	IMP-DL-4DEBE28720-P064;IMP-M3-8E395763C8-P064	Downloads/theory-of-commutative-algebra-13.tex;MATH_ALLS-3/theory-of-commutative-algebra-13.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	5			NO	NEEDS_EDITORIAL_REVIEW
034aa364ee137e75a0540f84437bff567ba1e510eb145a43f61387cad7df63f3	SEM-034AA364EE13	IMP-DL-8D5CF4CFBA-R003282-034AA364	2	IMP-DL-8D5CF4CFBA-R003282-034AA364;IMP-M3-89937139FC-R003282-034AA364	Downloads/theory-of-linear-algebra-2.tex;MATH_ALLS-3/theory-of-linear-algebra-2.tex	Downloads;MATH_ALLS-3	PROBLEM	12			NO	NEEDS_EDITORIAL_REVIEW
0354fd65024bd9566d4ceb7ce62e3bd98e8f59bddd910ddb39d38963eafbf213	SEM-0354FD65024B	IMP-DL-3C59D9EE8B-P100	2	IMP-DL-3C59D9EE8B-P100;IMP-M3-D1A916E0DD-P100	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex	Downloads;MATH_ALLS-3	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
03576857677b72020ad9bc188639c2eaacfad29dc1926555ae3c328d95a876fe	SEM-03576857677B	IMP-DL-3C59D9EE8B-P122	2	IMP-DL-3C59D9EE8B-P122;IMP-M3-D1A916E0DD-P122	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex	Downloads;MATH_ALLS-3	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
