chapter_code	dossier_index	dossier_label	dossier_title	origin	source_file	source_block_id	source_selector	source_topic	note
V/20	3	prob:v20-dossier-03	Normalization diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-8.tex	T03.THEORY_CHILDREN	descendant-of(integrally closed|integral closure)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/20	4	prob:v20-dossier-04	UFDs and normality diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/20	5	prob:v20-dossier-05	Localization diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/20	6	prob:v20-dossier-06	Finite normalization diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/20	7	prob:v20-dossier-07	Singular examples diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/20	8	prob:v20-dossier-08	Prime spectra diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/20	9	prob:v20-dossier-09	UFDs are integrally closed proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/20	10	prob:v20-dossier-10	Localization of integral closure proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/20	11	prob:v20-dossier-11	Normalization of a cusp ring proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/20	12	prob:v20-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/21	1	prob:v21-dossier-01	Valuations diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-8.tex	T01.SECTION	valuation ring|valuation domain	valuation rings	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/21	2	prob:v21-dossier-02	Valuation rings diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-8.tex	T02.SECTION	value group|ordered group	value groups	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/21	3	prob:v21-dossier-03	Locality diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-8.tex	T01.EXERCISE_CHILDREN	descendant-of(valuation ring|valuation domain)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/21	4	prob:v21-dossier-04	Divisibility order diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-8.tex	T01.THEORY_CHILDREN	descendant-of(valuation ring|valuation domain)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/21	5	prob:v21-dossier-05	Discrete valuation rings diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-8.tex	T02.EXERCISE_CHILDREN	descendant-of(value group|ordered group)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/21	6	prob:v21-dossier-06	Integrally closed property diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-8.tex	T02.THEORY_CHILDREN	descendant-of(value group|ordered group)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/21	7	prob:v21-dossier-07	Dominating local rings diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/21	8	prob:v21-dossier-08	Prime ideals diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/21	9	prob:v21-dossier-09	Valuation rings are local proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/21	10	prob:v21-dossier-10	Principal ideals are totally ordered proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/21	11	prob:v21-dossier-11	Valuation rings are integrally closed proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/21	12	prob:v21-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/22	1	prob:v22-dossier-01	Chain complexes diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T01.SECTION	chain complex|complex	chain complexes	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/22	2	prob:v22-dossier-02	Cycles and boundaries diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T01.EXERCISE_CHILDREN	descendant-of(chain complex|complex)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/22	3	prob:v22-dossier-03	Homology diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T01.THEORY_CHILDREN	descendant-of(chain complex|complex)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/22	4	prob:v22-dossier-04	Exact complexes diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/22	5	prob:v22-dossier-05	Chain maps diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/22	6	prob:v22-dossier-06	Induced maps diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/22	7	prob:v22-dossier-07	Short exact sequences of complexes diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/22	8	prob:v22-dossier-08	Homotopies diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/22	9	prob:v22-dossier-09	Chain maps induce homology maps proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/22	10	prob:v22-dossier-10	Exactness equals zero homology proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/22	11	prob:v22-dossier-11	Chain homotopic maps agree on homology proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/22	12	prob:v22-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/23	1	prob:v23-dossier-01	Augmented complexes diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-10.tex	T01.SECTION	resolution|syzygy|Tor|Ext|derived	homological continuation	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/23	2	prob:v23-dossier-02	Free resolutions diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-15.tex	T01.SECTION	free resolution	free resolutions	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/23	3	prob:v23-dossier-03	Construction by kernels diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-16.tex	T04.SECTION	resolution	resolutions	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/23	4	prob:v23-dossier-04	Projective resolutions diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T02.SECTION	free resolution|projective resolution	free resolutions	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/23	5	prob:v23-dossier-05	Comparison maps diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-10.tex	T01.EXERCISE_CHILDREN	descendant-of(resolution|syzygy|Tor|Ext|derived)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/23	6	prob:v23-dossier-06	Homotopy uniqueness diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-10.tex	T01.THEORY_CHILDREN	descendant-of(resolution|syzygy|Tor|Ext|derived)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/23	7	prob:v23-dossier-07	Length diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-15.tex	T01.EXERCISE_CHILDREN	descendant-of(free resolution)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/23	8	prob:v23-dossier-08	Tensoring resolutions diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-15.tex	T01.THEORY_CHILDREN	descendant-of(free resolution)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/23	9	prob:v23-dossier-09	Existence of free resolutions proof dossier	CORPUS_GUIDED	theory-of-commutative-algebra-16.tex	T04.EXERCISE_CHILDREN	descendant-of(resolution)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/23	10	prob:v23-dossier-10	Comparison theorem proof dossier	CORPUS_GUIDED	theory-of-commutative-algebra-16.tex	T04.THEORY_CHILDREN	descendant-of(resolution)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/23	11	prob:v23-dossier-11	Homotopy uniqueness of comparison maps proof dossier	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T02.EXERCISE_CHILDREN	descendant-of(free resolution|projective resolution)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/23	12	prob:v23-dossier-12	Chapter synthesis	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T02.THEORY_CHILDREN	descendant-of(free resolution|projective resolution)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/24	1	prob:v24-dossier-01	First syzygy diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-15.tex	T02.SECTION	syzygy	syzygies	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/24	2	prob:v24-dossier-02	Higher syzygies diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T03.SECTION	syzygy|syzygies	syzygies	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/24	3	prob:v24-dossier-03	Dependence on presentation diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-15.tex	T02.EXERCISE_CHILDREN	descendant-of(syzygy)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/24	4	prob:v24-dossier-04	Presentations diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-15.tex	T02.THEORY_CHILDREN	descendant-of(syzygy)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/24	5	prob:v24-dossier-05	Noetherian setting diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T03.EXERCISE_CHILDREN	descendant-of(syzygy|syzygies)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/24	6	prob:v24-dossier-06	Dimension shifting diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T03.THEORY_CHILDREN	descendant-of(syzygy|syzygies)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/24	7	prob:v24-dossier-07	Regular sequences diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/24	8	prob:v24-dossier-08	Hilbert syzygy preview diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/24	9	prob:v24-dossier-09	Syzygies over Noetherian rings are finite proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/24	10	prob:v24-dossier-10	Schanuel lemma proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/24	11	prob:v24-dossier-11	Dimension shifting for Tor proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/24	12	prob:v24-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/25	1	prob:v25-dossier-01	Minimal free resolutions diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-15.tex	T03.SECTION	minimal resolution	minimal resolutions	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/25	2	prob:v25-dossier-02	Local criterion diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T04.SECTION	minimal resolution	minimal resolutions	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/25	3	prob:v25-dossier-03	Reduction modulo the maximal ideal diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-15.tex	T03.EXERCISE_CHILDREN	descendant-of(minimal resolution)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/25	4	prob:v25-dossier-04	Betti numbers diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-15.tex	T03.THEORY_CHILDREN	descendant-of(minimal resolution)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/25	5	prob:v25-dossier-05	Nakayama mechanism diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T04.EXERCISE_CHILDREN	descendant-of(minimal resolution)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/25	6	prob:v25-dossier-06	Uniqueness diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T04.THEORY_CHILDREN	descendant-of(minimal resolution)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/25	7	prob:v25-dossier-07	Projective dimension diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/25	8	prob:v25-dossier-08	Graded analogue diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/25	9	prob:v25-dossier-09	Local minimality criterion proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/25	10	prob:v25-dossier-10	Betti numbers from Tor proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/25	11	prob:v25-dossier-11	Uniqueness of minimal resolutions proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/25	12	prob:v25-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/26	1	prob:v26-dossier-01	Definition diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T05.SECTION	Tor|tensor derived	Tor	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/26	2	prob:v26-dossier-02	Independence of resolution diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T05.EXERCISE_CHILDREN	descendant-of(Tor|tensor derived)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/26	3	prob:v26-dossier-03	Degree zero diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T05.THEORY_CHILDREN	descendant-of(Tor|tensor derived)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/26	4	prob:v26-dossier-04	Long exact sequence diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/26	5	prob:v26-dossier-05	Projective vanishing diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/26	6	prob:v26-dossier-06	Flatness criterion diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/26	7	prob:v26-dossier-07	Symmetry diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/26	8	prob:v26-dossier-08	Cyclic calculation diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/26	9	prob:v26-dossier-09	Well-definedness of Tor proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/26	10	prob:v26-dossier-10	Projective vanishing proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/26	11	prob:v26-dossier-11	Flatness via Tor proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/26	12	prob:v26-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/27	1	prob:v27-dossier-01	Definition from projectives diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T06.SECTION	Ext|Hom derived	Ext	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/27	2	prob:v27-dossier-02	Degree zero diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T06.EXERCISE_CHILDREN	descendant-of(Ext|Hom derived)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/27	3	prob:v27-dossier-03	Long exact sequence diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T06.THEORY_CHILDREN	descendant-of(Ext|Hom derived)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/27	4	prob:v27-dossier-04	Projective vanishing diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/27	5	prob:v27-dossier-05	Injective viewpoint diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/27	6	prob:v27-dossier-06	Extension classes diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/27	7	prob:v27-dossier-07	Dimension shifting diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/27	8	prob:v27-dossier-08	Local and graded variants diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/27	9	prob:v27-dossier-09	Well-definedness of Ext proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/27	10	prob:v27-dossier-10	Projective vanishing proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/27	11	prob:v27-dossier-11	Ext one classifies extensions proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/27	12	prob:v27-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/28	1	prob:v28-dossier-01	Exact and derived behavior diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T07.SECTION	derived functor	derived viewpoint	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/28	2	prob:v28-dossier-02	Left derived functors diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T07.EXERCISE_CHILDREN	descendant-of(derived functor)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/28	3	prob:v28-dossier-03	Right derived functors diagnostic	CORPUS_GUIDED	theory-of-commutative-algebra-9.tex	T07.THEORY_CHILDREN	descendant-of(derived functor)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
V/28	4	prob:v28-dossier-04	Tor as derived tensor diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/28	5	prob:v28-dossier-05	Ext as derived Hom diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/28	6	prob:v28-dossier-06	Universality diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/28	7	prob:v28-dossier-07	Long exact sequences diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/28	8	prob:v28-dossier-08	Acyclic resolutions diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/28	9	prob:v28-dossier-09	Tor is the left derived tensor functor proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/28	10	prob:v28-dossier-10	Ext is a derived Hom functor proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/28	11	prob:v28-dossier-11	Derived functors produce long exact sequences proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
V/28	12	prob:v28-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
