source_file	source_family	source_block_id	block_kind	source_selector	source_topic	destination	precedence	source_exists	disposition	canonical_dossier_label
theory-of-commutative-algebra-8.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(value group|ordered group)	problem|exercise|solution|worked problem	V/21	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v21-dossier-05
theory-of-commutative-algebra-8.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(value group|ordered group)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/21	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v21-dossier-06
theory-of-commutative-algebra-8.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/21	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-10.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/22	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	chain complex|complex	chain complexes	V/22	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v22-dossier-01
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(chain complex|complex)	problem|exercise|solution|worked problem	V/22	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v22-dossier-02
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(chain complex|complex)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/22	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v22-dossier-03
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/22	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-10.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	resolution|syzygy|Tor|Ext|derived	homological continuation	V/23	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v23-dossier-01
theory-of-commutative-algebra-10.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(resolution|syzygy|Tor|Ext|derived)	problem|exercise|solution|worked problem	V/23	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v23-dossier-05
theory-of-commutative-algebra-10.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(resolution|syzygy|Tor|Ext|derived)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/23	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v23-dossier-06
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	free resolution	free resolutions	V/23	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v23-dossier-02
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(free resolution)	problem|exercise|solution|worked problem	V/23	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v23-dossier-07
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(free resolution)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/23	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v23-dossier-08
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/23	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T04.SECTION	SECTION_OR_SUBSECTION	resolution	resolutions	V/23	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v23-dossier-03
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(resolution)	problem|exercise|solution|worked problem	V/23	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v23-dossier-09
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(resolution)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/23	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v23-dossier-10
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	free resolution|projective resolution	free resolutions	V/23	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v23-dossier-04
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(free resolution|projective resolution)	problem|exercise|solution|worked problem	V/23	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v23-dossier-11
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(free resolution|projective resolution)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/23	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v23-dossier-12
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	syzygy	syzygies	V/24	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v24-dossier-01
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(syzygy)	problem|exercise|solution|worked problem	V/24	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v24-dossier-03
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(syzygy)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/24	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v24-dossier-04
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	syzygy|syzygies	syzygies	V/24	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v24-dossier-02
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(syzygy|syzygies)	problem|exercise|solution|worked problem	V/24	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v24-dossier-05
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(syzygy|syzygies)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/24	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v24-dossier-06
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	minimal resolution	minimal resolutions	V/25	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v25-dossier-01
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(minimal resolution)	problem|exercise|solution|worked problem	V/25	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v25-dossier-03
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(minimal resolution)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/25	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v25-dossier-04
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T04.SECTION	SECTION_OR_SUBSECTION	minimal resolution	minimal resolutions	V/25	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v25-dossier-02
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(minimal resolution)	problem|exercise|solution|worked problem	V/25	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v25-dossier-05
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(minimal resolution)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/25	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v25-dossier-06
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T05.SECTION	SECTION_OR_SUBSECTION	Tor|tensor derived	Tor	V/26	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v26-dossier-01
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Tor|tensor derived)	problem|exercise|solution|worked problem	V/26	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v26-dossier-02
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Tor|tensor derived)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/26	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v26-dossier-03
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T06.SECTION	SECTION_OR_SUBSECTION	Ext|Hom derived	Ext	V/27	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v27-dossier-01
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T06.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Ext|Hom derived)	problem|exercise|solution|worked problem	V/27	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v27-dossier-02
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T06.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Ext|Hom derived)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/27	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v27-dossier-03
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T07.SECTION	SECTION_OR_SUBSECTION	derived functor	derived viewpoint	V/28	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v28-dossier-01
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T07.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(derived functor)	problem|exercise|solution|worked problem	V/28	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v28-dossier-02
theory-of-commutative-algebra-9.tex	COMMUTATIVE_ALGEBRA	T07.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(derived functor)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/28	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v28-dossier-03
