source_file	source_family	source_block_id	block_kind	source_selector	source_topic	destination	precedence	source_exists	disposition	canonical_dossier_label
theory-of-commutative-algebra-1.tex	COMMUTATIVE_ALGEBRA	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(tensor product)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/10	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v10-dossier-07
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/10	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	tensor|quotient	tensor and quotients	V/10	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v10-dossier-02
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(tensor|quotient)	problem|exercise|solution|worked problem	V/10	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v10-dossier-08
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(tensor|quotient)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/10	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v10-dossier-09
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/10	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	tensor-Hom|Hom.*tensor	tensor-Hom relations	V/10	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v10-dossier-03
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(tensor-Hom|Hom.*tensor)	problem|exercise|solution|worked problem	V/10	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v10-dossier-10
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(tensor-Hom|Hom.*tensor)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/10	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v10-dossier-11
theory-of-commutative-algebra-5-professional.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	tensor-Hom|Hom.*tensor	tensor-Hom relations	V/10	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v10-dossier-04
theory-of-commutative-algebra-5-professional.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(tensor-Hom|Hom.*tensor)	problem|exercise|solution|worked problem	V/10	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v10-dossier-12
theory-of-commutative-algebra-5-professional.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(tensor-Hom|Hom.*tensor)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/10	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-5.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	tensor-Hom|Hom.*tensor	tensor-Hom relations	V/10	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v10-dossier-05
theory-of-commutative-algebra-5.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(tensor-Hom|Hom.*tensor)	problem|exercise|solution|worked problem	V/10	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-5.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(tensor-Hom|Hom.*tensor)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/10	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-1.tex	COMMUTATIVE_ALGEBRA	T05.SECTION	SECTION_OR_SUBSECTION	A/I|quotient.*tensor|base change	quotient tensor base change	V/11	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v11-dossier-01
theory-of-commutative-algebra-1.tex	COMMUTATIVE_ALGEBRA	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(A/I|quotient.*tensor|base change)	problem|exercise|solution|worked problem	V/11	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v11-dossier-04
theory-of-commutative-algebra-1.tex	COMMUTATIVE_ALGEBRA	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(A/I|quotient.*tensor|base change)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/11	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v11-dossier-05
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	A/I|M/IM|tensor	tensor quotient identity	V/11	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v11-dossier-02
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(A/I|M/IM|tensor)	problem|exercise|solution|worked problem	V/11	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v11-dossier-06
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(A/I|M/IM|tensor)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/11	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v11-dossier-07
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	base change|fiber	base change	V/11	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v11-dossier-03
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(base change|fiber)	problem|exercise|solution|worked problem	V/11	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v11-dossier-08
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(base change|fiber)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/11	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v11-dossier-09
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	Hom|localization of Hom	Hom and localization	V/12	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v12-dossier-01
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	finitely generated|finitely presented|presentation	finitely generated/presented modules	V/12	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v12-dossier-02
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Hom|localization of Hom)	problem|exercise|solution|worked problem	V/12	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v12-dossier-07
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Hom|localization of Hom)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/12	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v12-dossier-08
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(finitely generated|finitely presented|presentation)	problem|exercise|solution|worked problem	V/12	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v12-dossier-09
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(finitely generated|finitely presented|presentation)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/12	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v12-dossier-10
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/12	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-5-professional.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	Hom|localization of Hom	Hom and localization	V/12	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v12-dossier-03
theory-of-commutative-algebra-5-professional.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	finitely generated|finitely presented|presentation	finitely generated/presented modules	V/12	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v12-dossier-04
theory-of-commutative-algebra-5-professional.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Hom|localization of Hom)	problem|exercise|solution|worked problem	V/12	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v12-dossier-11
theory-of-commutative-algebra-5-professional.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Hom|localization of Hom)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/12	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v12-dossier-12
theory-of-commutative-algebra-5-professional.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(finitely generated|finitely presented|presentation)	problem|exercise|solution|worked problem	V/12	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-5-professional.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(finitely generated|finitely presented|presentation)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/12	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-5-professional.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/12	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-5.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	Hom|localization of Hom	Hom and localization	V/12	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v12-dossier-05
theory-of-commutative-algebra-5.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	finitely generated|finitely presented|presentation	finitely generated/presented modules	V/12	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v12-dossier-06
theory-of-commutative-algebra-5.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Hom|localization of Hom)	problem|exercise|solution|worked problem	V/12	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-5.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Hom|localization of Hom)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/12	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-5.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(finitely generated|finitely presented|presentation)	problem|exercise|solution|worked problem	V/12	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-5.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(finitely generated|finitely presented|presentation)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/12	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-5.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/12	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	free module|projective	free/projective modules	V/13	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v13-dossier-01
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(free module|projective)	problem|exercise|solution|worked problem	V/13	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v13-dossier-02
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(free module|projective)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/13	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v13-dossier-03
theory-of-commutative-algebra-1.tex	COMMUTATIVE_ALGEBRA	T06.SECTION	SECTION_OR_SUBSECTION	flat|faithfully flat	flatness	V/14	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v14-dossier-01
theory-of-commutative-algebra-1.tex	COMMUTATIVE_ALGEBRA	T06.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(flat|faithfully flat)	problem|exercise|solution|worked problem	V/14	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v14-dossier-03
theory-of-commutative-algebra-1.tex	COMMUTATIVE_ALGEBRA	T06.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(flat|faithfully flat)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/14	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v14-dossier-04
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	flat module|flatness	flat modules	V/14	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v14-dossier-02
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(flat module|flatness)	problem|exercise|solution|worked problem	V/14	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v14-dossier-05
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(flat module|flatness)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/14	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v14-dossier-06
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	Noetherian|Krull intersection	Noetherian completion	V/15	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v15-dossier-01
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Noetherian|Krull intersection)	problem|exercise|solution|worked problem	V/15	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v15-dossier-03
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Noetherian|Krull intersection)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/15	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v15-dossier-04
theory-of-commutative-algebra-6.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	Noetherian module|Noetherian ring	Noetherian modules	V/15	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v15-dossier-02
theory-of-commutative-algebra-6.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Noetherian module|Noetherian ring)	problem|exercise|solution|worked problem	V/15	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v15-dossier-05
theory-of-commutative-algebra-6.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Noetherian module|Noetherian ring)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/15	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v15-dossier-06
theory-of-commutative-algebra-14.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	local criterion|support	support/local criteria	V/16	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v16-dossier-01
theory-of-commutative-algebra-14.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(local criterion|support)	problem|exercise|solution|worked problem	V/16	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v16-dossier-04
theory-of-commutative-algebra-14.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(local criterion|support)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/16	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v16-dossier-05
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	support	support	V/16	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v16-dossier-02
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(support)	problem|exercise|solution|worked problem	V/16	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v16-dossier-06
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(support)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/16	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v16-dossier-07
theory-of-commutative-algebra-6.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	support of a module|Supp	support	V/16	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v16-dossier-03
theory-of-commutative-algebra-6.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(support of a module|Supp)	problem|exercise|solution|worked problem	V/16	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v16-dossier-08
theory-of-commutative-algebra-6.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(support of a module|Supp)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/16	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v16-dossier-09
theory-of-commutative-algebra-6.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/16	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	associated prime|Ass	associated primes	V/17	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v17-dossier-01
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(associated prime|Ass)	problem|exercise|solution|worked problem	V/17	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v17-dossier-03
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(associated prime|Ass)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/17	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v17-dossier-04
theory-of-commutative-algebra-6.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	associated prime|Ass	associated primes	V/17	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v17-dossier-02
theory-of-commutative-algebra-6.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(associated prime|Ass)	problem|exercise|solution|worked problem	V/17	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v17-dossier-05
theory-of-commutative-algebra-6.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(associated prime|Ass)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/17	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v17-dossier-06
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	I-adic|adic|completion	I-adic topology	V/18	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v18-dossier-01
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(I-adic|adic|completion)	problem|exercise|solution|worked problem	V/18	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v18-dossier-04
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(I-adic|adic|completion)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/18	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v18-dossier-05
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/18	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	completion|complete ring|I-adic	completion	V/18	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v18-dossier-02
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	local ring|m-adic	local completion	V/18	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v18-dossier-03
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(completion|complete ring|I-adic)	problem|exercise|solution|worked problem	V/18	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v18-dossier-06
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(completion|complete ring|I-adic)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/18	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v18-dossier-07
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(local ring|m-adic)	problem|exercise|solution|worked problem	V/18	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v18-dossier-08
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(local ring|m-adic)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/18	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:v18-dossier-09
