path,extension,sha256,structural_sha256,size_bytes,line_count,encoding,documentclass,packages,labels,references,inputs,includes,graphics,bibliography,macros,theorem_environments,section_titles,title,tikz_count,tikzcd_count,tags,is_primary_source_tree
chapters/tex/latex_embed_examples_3_5.tex,.tex,11ed1e1bce2800f7838c418fc8bc786cd503bbbd7426f8391ad3ff4e619a0205,c38f68f6c2a422d0694ebc5c21bc29424cc55517e754d3d35a38f7b62da30133,1929,43,utf-8-sig,,,fig:problem3-quotient-examples;fig:lens-space-lp3;fig:moore-space-mzm1;fig:realizing-homology-groups,,,,figures/Downloads_quotient_space_constructions_and_homology.png;figures/Downloads_mathematical_diagram_of_lens_space_l_p_3.png;figures/Downloads_moore_space_construction_and_homology_sequence.png;figures/Downloads_homology_group_realization_with_spheres_and_moore.png,,,,subsection:Diagrams for Problems 3--5,,0,0,chapter;duplicate,true
chapters/tex/merged_exercises.tex,.tex,f9b27f072bad12463e4df52aa990e0b664969f074f678707f89990afcd103d82,d5aeee74568a1014c28ea133956cbd5cbb73fe012fb59371e7d8fc9e1c38cf80,7264,150,utf-8-sig,article,amsmath;amssymb;amsthm;enumitem;geometry;mathtools,,,,,,,,,section:Exercise 1.1;section:Exercise 1.2;section:Exercise 1.3;section:Exercise 1.5;section:Exercise 1.6;section:Exercise 1.7;section:Exercise 2.1;section:Exercise 2.2;section:Exercise 2.3;section:Exercise 2.4;section:Exercise 2.5 (*);section:Exercise 2.6;section:Exercise 2.7,"Merged Solutions: Exercises 1.1--1.3, 1.5--1.7 and 2.1--2.7",0,0,chapter;duplicate;exercises;section;standalone,true
chapters/tex/merged_exercises_1_.tex,.tex,a3827012528d0263c5b965c9c27cf90272a27678df97c4d63fb184344237f86f,ba1d5dfe816b46fd69b0e0fd11ed3b68486c74ace01e26cd5ddda91c068c0008,8863,181,utf-8-sig,article,amsmath;amssymb;amsthm;enumitem;geometry;mathtools,,,,,,,,,section:Exercise 1.1;section:Exercise 1.2;section:Exercise 1.3;section:Exercise 1.5;section:Exercise 1.6;section:Exercise 1.7;section:Exercise 2.1;section:Exercise 2.2;section:Exercise 2.3;section:Exercise 2.4;section:Exercise 2.5 (*);section:Exercise 2.6;section:Exercise 2.7;section:Exercise 2.8,"Merged Solutions: Exercises 1.1--1.3, 1.5--1.7 and 2.1--2.7",0,0,chapter;duplicate;exercises;section;standalone,true
chapters/tex/merged_exercises_2_.tex,.tex,7a60ee2cbe5e4e8fbbe140a7552e8397f56ef028cceae85d3e0e535b37fc9f18,b2397bf63067ab237669d77821a4019dee18f0c031129b65bdc8a9276c1eda92,1232,36,utf-8-sig,,,,,,,,,,,section:Exercise 3.1,,0,0,chapter;duplicate;exercises;section,true
chapters/tex/merged_exercises_3_.tex,.tex,1c8066c6d220e606b2dff0f631033610ac3fd0416a86e8ccc111e785be7622fa,93975a8268c7537f450d726f78fb995a6bc0216d6ea5dbe24c146a979b1acd31,1217,37,utf-8-sig,,,,,,,,,,,section:Exercise 3.1,,0,0,chapter;duplicate;exercises;section,true
chapters/tex/merged_exercises_corrected.tex,.tex,276066c080fad473339574bfc7a416201a43930b1b84785f91a33524d2eecc66,e21a9805137c758888e28f474d91d34d94d0f20c4ebcfa30311b462c8e2b0661,10466,227,utf-8-sig,article,amsmath;amssymb;amsthm;geometry;mathtools,,,,,,,labelenumi;labelenumii,,section:Exercise 1.1;section:Exercise 1.2;section:Exercise 1.3;section:Exercise 1.5;section:Exercise 1.6;section:Exercise 1.7;section:Exercise 2.1;section:Exercise 2.2;section:Exercise 2.3;section:Exercise 2.4;section:Exercise 2.5 (*);section:Exercise 2.6;section:Exercise 2.7;section:Exercise 2.8;section:Exercise 3.1,"Merged Solutions: Exercises 1.1--1.3, 1.5--1.7 and 2.1--2.8, 3.1",0,0,chapter;duplicate;exercises;section;standalone,true
chapters/tex/merged_exercises_corrected_1_.tex,.tex,f36e55d7c6fbe02965fd9cb9a94cf0ce741ec95733252322daa0273b415bb33a,1c7a4906a2d18cc962aea0cfe43549854281d8b34db3fc1dfcd9472eac0f9fd8,10466,227,utf-8-sig,article,amsmath;amssymb;amsthm;geometry;mathtools,,,,,,,labelenumi;labelenumii,,section:Exercise 1.1;section:Exercise 1.2;section:Exercise 1.3;section:Exercise 1.5;section:Exercise 1.6;section:Exercise 1.7;section:Exercise 2.1;section:Exercise 2.2;section:Exercise 2.3;section:Exercise 2.4;section:Exercise 2.5 (*);section:Exercise 2.6;section:Exercise 2.7;section:Exercise 2.8;section:Exercise 3.1,"Merged Solutions: Exercises 1.1--1.3, 1.5--1.7 and 2.1--2.8, 3.1",0,0,chapter;duplicate;exercises;section;standalone,true
chapters/tex/merged_exercises_corrected_2_.tex,.tex,b58a3e052b584cef7cbcbc85ec6919e49b5a1e718692725e4745cbd624523c93,292826a31085e2daceaf70a24949a0fc589127338f7b0c755beafc7754f72858,11800,266,utf-8-sig,article,amsmath;amssymb;amsthm;geometry;mathtools,,,,,,,labelenumi;labelenumii,,section:Exercise 1.1;section:Exercise 1.2;section:Exercise 1.3;section:Exercise 1.5;section:Exercise 1.6;section:Exercise 1.7;section:Exercise 2.1;section:Exercise 2.2;section:Exercise 2.3;section:Exercise 2.4;section:Exercise 2.5 (*);section:Exercise 2.6;section:Exercise 2.7;section:Exercise 2.8;section:Exercise 3.1;section:Exercise 3.2,"Merged Solutions: Exercises 1.1--1.3, 1.5--1.7 and 2.1--2.8, 3.1",0,0,chapter;duplicate;exercises;section;standalone,true
chapters/tex/merged_exercises_corrected_3_.tex,.tex,b58a3e052b584cef7cbcbc85ec6919e49b5a1e718692725e4745cbd624523c93,292826a31085e2daceaf70a24949a0fc589127338f7b0c755beafc7754f72858,11800,266,utf-8-sig,article,amsmath;amssymb;amsthm;geometry;mathtools,,,,,,,labelenumi;labelenumii,,section:Exercise 1.1;section:Exercise 1.2;section:Exercise 1.3;section:Exercise 1.5;section:Exercise 1.6;section:Exercise 1.7;section:Exercise 2.1;section:Exercise 2.2;section:Exercise 2.3;section:Exercise 2.4;section:Exercise 2.5 (*);section:Exercise 2.6;section:Exercise 2.7;section:Exercise 2.8;section:Exercise 3.1;section:Exercise 3.2,"Merged Solutions: Exercises 1.1--1.3, 1.5--1.7 and 2.1--2.8, 3.1",0,0,chapter;duplicate;exercises;section;standalone,true
chapters/tex/merged_exercises_corrected_4_.tex,.tex,e703db00ef5385cc1409b016dd1b92b6a1175a2e628de01bbde8cd91dfe1af84,0fead0eb4d4fa6b33149dac8fa1dd1ed9169d4e908a5338fc67833ff663a5da4,16017,338,utf-8-sig,article,amsmath;amssymb;amsthm;geometry;mathtools,,,,,,,labelenumi;labelenumii,,section:Exercise 1.1;section:Exercise 1.2;section:Exercise 1.3;section:Exercise 1.5;section:Exercise 1.6;section:Exercise 1.7;section:Exercise 2.1;section:Exercise 2.2;section:Exercise 2.3;section:Exercise 2.4;section:Exercise 2.5 (*);section:Exercise 2.6;section:Exercise 2.7;section:Exercise 2.8;section:Exercise 3.1;section:Exercise 3.2;section:Exercise 3.3;section:Exercise 3.4;section:Exercise 3.4;section:Exercise 3.4,"Merged Solutions: Exercises 1.1--1.3, 1.5--1.7 and 2.1--2.8, 3.1",0,0,chapter;duplicate;exercises;section;standalone,true
chapters/tex/merged_exercises_corrected_5_.tex,.tex,03206bde0818030d47fd097adcbc0922836fdbaf96d7ef4498c8281348bb5137,f4c6452f45bab721f1d6ee0c51d71094ff477f67388cb4be12c1840175500731,2171,39,utf-8-sig,,,,,,,,,labelenumi,,section:Exercise 3.3,,0,0,chapter;duplicate;exercises;section,true
chapters/tex/merged_exercises_corrected_6_.tex,.tex,03206bde0818030d47fd097adcbc0922836fdbaf96d7ef4498c8281348bb5137,f4c6452f45bab721f1d6ee0c51d71094ff477f67388cb4be12c1840175500731,2171,39,utf-8-sig,,,,,,,,,labelenumi,,section:Exercise 3.3,,0,0,chapter;duplicate;exercises;section,true
chapters/tex/merged_exercises_corrected_7_.tex,.tex,03206bde0818030d47fd097adcbc0922836fdbaf96d7ef4498c8281348bb5137,f4c6452f45bab721f1d6ee0c51d71094ff477f67388cb4be12c1840175500731,2171,39,utf-8-sig,,,,,,,,,labelenumi,,section:Exercise 3.3,,0,0,chapter;duplicate;exercises;section,true
chapters/tex/merged_exercises_corrected_8_.tex,.tex,c51689ba98e1a10f05f3b5a13cfb034b6d6566bc79b4c976468590ca37759c29,2851c6d167de2cfb9088d111513a17d2ad9749ec0c9652be90619e56d423fde0,2844,51,utf-8-sig,,,,,,,,,labelenumi,,section:Exercise 3.3;section:Exercise 3.4,,0,0,chapter;duplicate;exercises;section,true
chapters/tex/merged_exercises_corrected_9_.tex,.tex,c51689ba98e1a10f05f3b5a13cfb034b6d6566bc79b4c976468590ca37759c29,2851c6d167de2cfb9088d111513a17d2ad9749ec0c9652be90619e56d423fde0,2844,51,utf-8-sig,,,,,,,,,labelenumi,,section:Exercise 3.3;section:Exercise 3.4,,0,0,chapter;duplicate;exercises;section,true
chapters/tex/merged_exercises_FULL.tex,.tex,c51689ba98e1a10f05f3b5a13cfb034b6d6566bc79b4c976468590ca37759c29,2851c6d167de2cfb9088d111513a17d2ad9749ec0c9652be90619e56d423fde0,2844,51,utf-8-sig,,,,,,,,,labelenumi,,section:Exercise 3.3;section:Exercise 3.4,,0,0,chapter;duplicate;exercises;section,true
chapters/tex/merged_exercises_FULL_1_.tex,.tex,c51689ba98e1a10f05f3b5a13cfb034b6d6566bc79b4c976468590ca37759c29,2851c6d167de2cfb9088d111513a17d2ad9749ec0c9652be90619e56d423fde0,2844,51,utf-8-sig,,,,,,,,,labelenumi,,section:Exercise 3.3;section:Exercise 3.4,,0,0,chapter;duplicate;exercises;section,true
chapters/tex/merged_exercises_FULL_2_.tex,.tex,53dc1b24e65c70076200f453113464efc494858d089c7b129270e2d870f854b1,11ce606ca367bfb725d0dd91d7aa6c1bae00384975bc9196ec042d2c4373299b,2864,51,utf-8-sig,,,,,,,,,labelenumi,,section:Exercise 3.3;section:Exercise 3.4,,0,0,chapter;duplicate;exercises;section;solutions,true
chapters/tex/merged_exercises_FULL_v2.tex,.tex,241cb43b385ea106293b5b6dcf802a11c5f91dc471ef15411b70e5b546a2374e,275024ce3998093db977c7eeaba9acbf05510c4fee23fbba3a9604c6e60f65f8,14964,325,utf-8-sig,article,amsmath;amssymb;amsthm;geometry;mathtools;microtype;parskip,,,,,,,labelenumi;labelenumii,,section:Exercise 1.1;section:Exercise 1.2;section:Exercise 1.3;section:Exercise 1.5;section:Exercise 1.6;section:Exercise 1.7;section:Exercise 2.1;section:Exercise 2.2;section:Exercise 2.3;section:Exercise 2.4;section:Exercise 2.5 (*);section:Exercise 2.6;section:Exercise 2.7;section:Exercise 2.8;section:Exercise 3.1;section:Exercise 3.2;section:Exercise 3.3;section:Exercise 3.4,"Merged Solutions: Exercises 1.1--1.3, 1.5--1.7, 2.1--2.8, 3.1--3.4",0,0,chapter;duplicate;exercises;section;solutions;standalone,true
chapters/tex/merged_exercises_FULL_v2_1_.tex,.tex,9280f02483c83c7ca563e81c4cc6d3189965c624750c54032208a8cbf6415317,d493b4a4372262c8546c9cf317d83a82cdd41a7a3e62f7e5d8b22c45773262ba,75804,2394,utf-8-sig,article,amsmath;amssymb;amsthm;enumitem;geometry;mathtools;microtype;parskip;pgfplots,,,,,,,labelenumi;labelenumii,,"section:Exercise 1.1;section:Exercise 1.2;section:Exercise 1.3;section:Exercise 1.5;section:Exercise 1.6;section:Exercise 1.7;section:Exercise 2.1;section:Exercise 2.2;section:Exercise 2.3;section:Exercise 2.4;section:Exercise 2.5 (*);section:Exercise 2.6;section:Exercise 2.7;section:Exercise 2.8;section:Exercise 3.1;section:Exercise 3.2;section:Exercise 3.3;section:Exercise 3.4;section:Exercise 3.5 (*);section:Exercise 3.6 (*);section:Exercise 3.8 (*);section:Exercise 3.8 (g);section:Exercise 3.9 (*);section:Definitions and Examples;paragraph:Supremum and Infimum.;paragraph:Partitions, Upper and Lower Sums.;paragraph:Integrability.;paragraph:Characteristic Function.;section:Solutions;subsection:Exercise 4.1;subsection:Exercise 4.2;subsection:Exercise 4.3;subsection:Exercise 4.4;subsection:Exercise 4.5;subsection:Exercise 4.6;subsection:Exercise 4.7;subsection:Exercise 5.1;subsection:Exercise 5.2;subsection:Exercise 5.3;subsection:Exercise 5.4;subsection:Exercise 5.5;paragraph:Background.;subsection:Exercise 5.6;paragraph:Background.;subsection:Exercise 5.7;paragraph:Background.;subsection:Exercise 5.8;paragraph:Background.;subsection:Exercise 6.1;subsection:Exercise 6.2;subsection:Exercise 6.3;subsection:Exercise 6.4;subsection:Exercise 6.5;subsection:Exercise 6.6;subsection:Exercise 6.1;subsection:Exercise 6.2;subsection:Exercise 6.3;subsection:Exercise 6.4;subsection:Exercise 6.5 (Optional);subsection:Exercise 6.3;subsection:Exercise 6.4;paragraph:Definition (Tagged partition).;subsection:Exercise 6.5 (*);subsection:Exercise 7.1;subsection:Exercise 7.2;subsection:Exercise 7.3;subsection:Exercise 7.4;subsection:Exercise 7.5;subsection:Exercise 7.6 (*);subsection:Exercise 8.1;subsection:Exercise 8.2;subsection:Exercise 8.3;subsection:Exercise 8.4 (*);subsection:Exercise 8.4 (b,c);subsection:Exercise 8.5 (*);subsection:Exercise 8.6;subsection:Exercise 8.7;subsection:Exercise 9.1;paragraph:Definition (Parametrised curve).;paragraph:Definition (Arc length).;paragraph:Definition (Cycloid).;subsection:Exercise 9.2;paragraph:Definition (Upper and Lower Sums).;paragraph:Background.;subsection:Exercise 9.3;paragraph:Background.;paragraph:Solution.;paragraph:Conclusion.;subsection:Exercise 9.4;paragraph:Background.;subsection:Exercise 9.5;paragraph:Background.;subsection:Exercise 9.6;subsection:Exercise 9.6 (with integrand chart);paragraph:Polar Coordinates.","Merged Solutions: Exercises 1.1--1.3, 1.5--1.7, 2.1--2.8, 3.1--3.4",1,0,chapter;diagrams;duplicate;exercises;section;solutions;standalone,true
chapters/tex/merged_exercises_FULL_v2_2_.tex,.tex,13589cec5a0b624a3080ba7864fe1392bb9843e538f1efc889100e3706f7152f,09c9d2f3774f0d757c223c9c35da2c452bdc7de8ce84c83ec57159d4aa81f61f,2287,54,utf-8-sig,,,,,,,,,labelenumi,,section:Exercise 3.6 (*),,0,0,chapter;duplicate;exercises;section;solutions,true
chapters/tex/merged_exercises_FULL_v2_3_.tex,.tex,b52258c59b62f3ad0d2b142d140b7dc2a80f7adc950686e2184aa0c0d8e499fc,338ba7a47d4b2d824bb4134935b339ed92731d4b52051ef3945167338c7c1fd5,4282,97,utf-8-sig,,,,,,,,,labelenumi,,section:Exercise 3.6 (*);section:Exercise 3.5 (*),,0,0,chapter;duplicate;exercises;section;solutions,true
chapters/tex/problems_9_10_visuals_embedded.tex,.tex,aefec61e7d45412777ef37466b47c2230cc341be3e64a5a0b339357e3712b472,5c8b5716e1b1546672c20d4fec088dfa89774bc22d871f9513cccb6022c8b780,5721,178,utf-8-sig,article,amsmath;amssymb;amsthm;caption;float;geometry;graphicx;hyperref;microtype;parskip;subcaption;xcolor,fig:pairing-boundary-disk-sphere;fig:annulus-connecting-map;fig:bockstein-rp2;fig:even-vs-odd-projective-spaces,fig:pairing-boundary-disk-sphere;fig:annulus-connecting-map;fig:bockstein-rp2;fig:even-vs-odd-projective-spaces,,,figures/Downloads_figures_fig_pairing_boundary_disk_sphere.png;figures/Downloads_figures_fig_annulus_connecting_map.png;figures/Downloads_figures_fig_bockstein_rp2.png;figures/Downloads_figures_fig_even_vs_odd_rpn.png,,,,section:Visual diagrams for Problems 9--10;subsection:Even versus odd real projective spaces;subsection:How to reference the figures in the text,,0,0,chapter;duplicate;exercises;section;standalone,true
chapters/tex/problems_9_10_visuals_snippet.tex,.tex,56508b6b505d8049099c17e1e2e06a5b3fcbfee0fddbe88ea0710ffe54bb18e7,f0a73584d0992f9c796f12e290e093fadc00a09a38e9f879264270532c1fd18b,2320,72,utf-8-sig,,,fig:pairing-boundary-disk-sphere;fig:annulus-connecting-map;fig:bockstein-rp2;fig:even-vs-odd-projective-spaces,,,,figures/Downloads_figures_fig_pairing_boundary_disk_sphere.png;figures/Downloads_figures_fig_annulus_connecting_map.png;figures/Downloads_figures_fig_bockstein_rp2.png;figures/Downloads_figures_fig_even_vs_odd_rpn.png,,,,subsection:Diagrams and charts for Problems 9--10,,0,0,chapter;duplicate;exercises,true
chapters/tex/sheaves_notes_reorganized.tex,.tex,e4cb92ac4323b1cb2bccd7a99be4f9d678e22798c48244a0c761cf2a9865c78b,59da9c1746240f9febc653fc68dac920cd0881ab3906e40e17dcaf731bf345bc,51884,2974,utf-8-sig,article,amsmath;amssymb;amsthm;bookmark;enumitem;fancyhdr;fontenc;geometry;hyperref;inputenc;lmodern;mathtools;microtype;tikz-cd;xcolor,,,,,,,Ab;B;C;F;G;Hom;I;Ocal;PreSh;Sh;coker;headrulewidth;id;im,corollary;definition;example;proposition;remark;theorem;warning,"section:Foundations: presheaves, sheaves, and stalks;subsection:The central principle;subsection:Presheaves;subsection:Sheaves;subsection:Stalks and germs;subsection:Why stalks are important;section:Sheafification;subsection:Sheafification;subsection:Construction of sheafification by stalks;subsection:Intuition behind the construction;subsection:The canonical morphism;subsection:Sheafification preserves stalks;subsection:Universal property of sheafification;subsection:Sheafification as an adjoint functor;subsection:Example: constant presheaf and constant sheaf;section:Images, exactness, and stalkwise criteria;subsection:Kernels of morphisms of sheaves;subsection:Images of morphisms of sheaves;subsection:The sheaf image as a subsheaf;subsection:Stalks of image sheaves;subsection:Example: the exponential morphism;subsection:Exactness of sheaves;subsection:Exactness can be checked on stalks;subsection:Exactness versus exactness on global sections;subsection:The exponential sequence;subsection:Sheaves form an abelian category;subsection:Monomorphisms, epimorphisms, and stalks;subsection:Overview;section:Examples of sheaves;subsection:Example: constant presheaf versus constant sheaf;subsection:Example: bounded continuous functions on $\mathbb R$;subsection:Example: locally constant functions;subsection:Example: functions vanishing at one point;subsection:Example: an image sheaf larger than the objectwise image;subsection:Example: the exponential sequence;subsection:Example: the smooth de Rham complex;subsection:Example: exactness with a skyscraper sheaf;subsection:Example: a sheaf morphism surjective on stalks but not on global sections;subsection:Example: quotient sheaf and skyscraper sheaf;subsection:Example: presheaf image that is not a sheaf;subsection:Summary table;subsection:Final conclusion","\bfseries Sheaves: Sheafification, Images, and Stalkwise Exactness\\ \large Lecture notes with examples",0,1,chapter;diagrams;duplicate;section;standalone,true
