path,repository_status,canonical_file,classification_tags,documentclass,build_status,sha256,structural_sha256,line_count,duplicate_groups,parent_count,child_count,label_count,reference_count,unresolved_reference_count,decision_rationale,confidence,selection_scope
chapters/tex/theory-of-algebraic-geometry-22.tex,CANONICAL,chapters/tex/theory-of-algebraic-geometry-22.tex,chapter;diagrams;section;standalone,article,success,52d526f1d5bca6d71e6948c71e9e98b9338d75d479a8d5c463019480229ed32a,a5124dee71ee9bf6a3d90e5754bc37d2ae7b481a32bb161c3450ff156e56aee1,4575,,0,0,0,0,0,selected in Phase 2 canonical chapter-tree corpus,high,chapters/tex
chapters/tex/theory-of-algebraic-geometry-3.tex,CANONICAL,chapters/tex/theory-of-algebraic-geometry-3.tex,chapter;diagrams;duplicate;section;standalone,article,success,ee707cddc9242f47e0ecc48a458e104b257901d1d87548cf75bdcfef94add077,598d1ed01dc455f42af040e8069ecfdbb00e4c4daa32e2055310784f6a9361ef,3923,exact-736;structural-231,0,0,0,0,0,selected in Phase 2 canonical chapter-tree corpus,high,chapters/tex
chapters/tex/theory-of-algebraic-geometry-4.tex,CANONICAL,chapters/tex/theory-of-algebraic-geometry-4.tex,chapter;diagrams;duplicate;section;standalone,article,success,e7874371ac1342519de513ad888342a7c3754f4daa3470c5b88ba7066fc6e75c,3ac0f45379d4ede49ed4cd52d4321fc4682139935efb67e6bd0b0f60f6bc4f32,5525,exact-714;structural-166,0,0,0,0,0,selected in Phase 2 canonical chapter-tree corpus,high,chapters/tex
chapters/tex/theory-of-algebraic-geometry-5.tex,CANONICAL,chapters/tex/theory-of-algebraic-geometry-5.tex,chapter;diagrams;duplicate;section;standalone,article,success,36237bb6f192c55c1a693aa6bc69126a7031741f63c3a2a3e12ddb68a35dd693,0e31c4176242cc733365ba6ae36dd8a91a63e21b31f14043491b96f7a3f0486d,6610,exact-179;structural-45,0,0,0,0,0,selected in Phase 2 canonical chapter-tree corpus,high,chapters/tex
chapters/tex/theory-of-algebraic-geometry-6.tex,CANONICAL,chapters/tex/theory-of-algebraic-geometry-6.tex,chapter;duplicate;section;standalone,article,success,0c2213f7eb4d7c243eac30b0d50560edec7962f968de04ac347f97bc565cda0e,34aa9396cfcb80317cdeb29d36bb3c76b6ad0713746fc376906c112f378ae742,2948,exact-40;structural-152,0,0,0,0,0,selected in Phase 2 canonical chapter-tree corpus,high,chapters/tex
chapters/tex/theory-of-algebraic-geometry-7.tex,CANONICAL,chapters/tex/theory-of-algebraic-geometry-7.tex,chapter;diagrams;duplicate;section;standalone,article,success,965ad52c54365a0a2efe3084f0f5b73ea57c00c3b419e8ce3c6febc099325a72,0d391a3d72ebd1981a8ce42d6cb2a779e705630e6da1370923eac87eb11771a7,3779,exact-482;structural-41,0,0,0,0,0,selected in Phase 2 canonical chapter-tree corpus,high,chapters/tex
chapters/tex/theory-of-algebraic-geometry-8.tex,CANONICAL,chapters/tex/theory-of-algebraic-geometry-8.tex,chapter;duplicate;section;standalone,article,success,d42c354c557abac49991d2114f3c6a86e365ee56957c5c6cfe66d417775dc38c,fff0b4d176b4f5d3c3d3a2a5eaae392b317e770813cf681a621f5e8dba6ec3c2,4718,exact-660;structural-676,0,0,0,0,0,selected in Phase 2 canonical chapter-tree corpus,high,chapters/tex
chapters/tex/theory-of-algebraic-geometry-9.tex,CANONICAL,chapters/tex/theory-of-algebraic-geometry-9.tex,chapter;diagrams;duplicate;section;standalone,article,success,575e31d1950aeb05cfc6254e4a641a00839b7cf3f1abf850d8cd97213731eacc,2c203826fa3eb9a53e13f26cddadf3a4e255f6f38b5f28eaa8e4105adc202426,9114,exact-289;structural-122,0,0,6,0,0,selected in Phase 2 canonical chapter-tree corpus,high,chapters/tex
chapters/tex/theory-of-algebraic-topology-1--math-alls-3.tex,CANONICAL,chapters/tex/theory-of-algebraic-topology-1--math-alls-3.tex,chapter;duplicate;section;standalone,article,success,840263bb80e8e654925f5a631e89eaad7665c6ab466754d4799e2a35ff7dd45a,5a43bd032593f53112d8f7ea7b15f4dfc658098aaba162c2547d7a5ea4379d59,4655,exact-413;structural-236,0,0,0,0,0,selected in Phase 2 canonical chapter-tree corpus,high,chapters/tex
chapters/tex/theory-of-algebraic-topology-1.tex,DUPLICATE,chapters/tex/theory-of-algebraic-topology-1.tex,chapter;duplicate;section;standalone,article,success,e056531a4ba1a17d9be6f205c998172157564806a4e678b5bd595ba2adf02b2a,41fb3d78602b4e62f1ca43512b29512793c3e7dbe7129930f52ccaa6027f24eb,4658,exact-692;structural-182,0,0,0,0,0,member of Phase 1 exact/structural duplicate group,medium,chapters/tex
chapters/tex/theory-of-algebraic-topology-10.tex,CANONICAL,chapters/tex/theory-of-algebraic-topology-10.tex,chapter;diagrams;duplicate;section;standalone,article,success,dcbd395063e93302996e15eb2b0e5809de8a8bde9bab0768f0e4f114f2e0fa3e,bc3f090297c2b6478f77739f4204300f0fe60bb03217d2854583bcd892266ad4,4440,exact-684;structural-506,0,0,0,0,0,selected in Phase 2 canonical chapter-tree corpus,high,chapters/tex
