source_file	source_family	source_block_id	block_kind	source_selector	source_topic	destination	precedence	source_exists	disposition	canonical_dossier_label
theory-of-algebraic-geometry-17.tex	ALGEBRAIC_GEOMETRY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	IV/28	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-algebraic-geometry-12.tex	ALGEBRAIC_GEOMETRY	T04.SECTION	SECTION_OR_SUBSECTION	Weierstrass|\wp	Weierstrass function	IV/29	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv29-dossier-01
theory-of-algebraic-geometry-12.tex	ALGEBRAIC_GEOMETRY	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Weierstrass|\wp)	problem|exercise|solution|worked problem	IV/29	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv29-dossier-04
theory-of-algebraic-geometry-12.tex	ALGEBRAIC_GEOMETRY	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Weierstrass|\wp)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/29	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv29-dossier-05
theory-of-algebraic-geometry-13.tex	ALGEBRAIC_GEOMETRY	T02.SECTION	SECTION_OR_SUBSECTION	elliptic|differential equation	elliptic identities	IV/29	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv29-dossier-02
theory-of-algebraic-geometry-13.tex	ALGEBRAIC_GEOMETRY	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(elliptic|differential equation)	problem|exercise|solution|worked problem	IV/29	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv29-dossier-06
theory-of-algebraic-geometry-13.tex	ALGEBRAIC_GEOMETRY	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(elliptic|differential equation)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/29	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv29-dossier-07
theory-of-algebraic-geometry-17.tex	ALGEBRAIC_GEOMETRY	T02.SECTION	SECTION_OR_SUBSECTION	lattice sum|Weierstrass	lattice sums Weierstrass	IV/29	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv29-dossier-03
theory-of-algebraic-geometry-17.tex	ALGEBRAIC_GEOMETRY	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(lattice sum|Weierstrass)	problem|exercise|solution|worked problem	IV/29	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv29-dossier-08
theory-of-algebraic-geometry-17.tex	ALGEBRAIC_GEOMETRY	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(lattice sum|Weierstrass)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/29	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv29-dossier-09
theory-of-algebraic-geometry-13.tex	ALGEBRAIC_GEOMETRY	T01.SECTION	SECTION_OR_SUBSECTION	addition formula|Weierstrass	Weierstrass addition	IV/30	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv30-dossier-01
theory-of-algebraic-geometry-13.tex	ALGEBRAIC_GEOMETRY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(addition formula|Weierstrass)	problem|exercise|solution|worked problem	IV/30	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv30-dossier-03
theory-of-algebraic-geometry-13.tex	ALGEBRAIC_GEOMETRY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(addition formula|Weierstrass)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/30	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv30-dossier-04
theory-of-algebraic-geometry-13.tex	ALGEBRAIC_GEOMETRY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	IV/30	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-algebraic-geometry-17.tex	ALGEBRAIC_GEOMETRY	T03.SECTION	SECTION_OR_SUBSECTION	addition formula	addition formulas	IV/30	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv30-dossier-02
theory-of-algebraic-geometry-17.tex	ALGEBRAIC_GEOMETRY	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(addition formula)	problem|exercise|solution|worked problem	IV/30	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv30-dossier-05
theory-of-algebraic-geometry-17.tex	ALGEBRAIC_GEOMETRY	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(addition formula)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/30	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv30-dossier-06
theory-of-algebraic-geometry-19.tex	ALGEBRAIC_GEOMETRY	T01.SECTION	SECTION_OR_SUBSECTION	w^2|z^3|elliptic curve	elliptic algebraic curve	IV/31	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv31-dossier-01
theory-of-algebraic-geometry-19.tex	ALGEBRAIC_GEOMETRY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(w^2|z^3|elliptic curve)	problem|exercise|solution|worked problem	IV/31	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv31-dossier-02
theory-of-algebraic-geometry-19.tex	ALGEBRAIC_GEOMETRY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(w^2|z^3|elliptic curve)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/31	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv31-dossier-03
theory-of-algebraic-geometry-19.tex	ALGEBRAIC_GEOMETRY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	IV/31	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
