source_file	source_family	source_block_id	block_kind	source_selector	source_topic	destination	precedence	source_exists	disposition	canonical_dossier_label
theory-of-complex-analysis-all-maps-all.tex	COMPLEX_ANALYSIS	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Laurent|singular|residue)	problem|exercise|solution|worked problem	IV/08	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv08-dossier-09
theory-of-complex-analysis-all-maps-all.tex	COMPLEX_ANALYSIS	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Laurent|singular|residue)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/08	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv08-dossier-10
theory-of-complex-analysis-all-maps-all2.tex	COMPLEX_ANALYSIS	T02.SECTION	SECTION_OR_SUBSECTION	Laurent|singular|residue	series singularities residues	IV/08	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv08-dossier-03
theory-of-complex-analysis-all-maps-all2.tex	COMPLEX_ANALYSIS	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Laurent|singular|residue)	problem|exercise|solution|worked problem	IV/08	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv08-dossier-11
theory-of-complex-analysis-all-maps-all2.tex	COMPLEX_ANALYSIS	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Laurent|singular|residue)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/08	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv08-dossier-12
theory-of-complex-analysis-all-maps.tex	COMPLEX_ANALYSIS	T02.SECTION	SECTION_OR_SUBSECTION	Laurent|singular|residue	series singularities residues	IV/08	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv08-dossier-04
theory-of-complex-analysis-all-maps.tex	COMPLEX_ANALYSIS	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Laurent|singular|residue)	problem|exercise|solution|worked problem	IV/08	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-complex-analysis-all-maps.tex	COMPLEX_ANALYSIS	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Laurent|singular|residue)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/08	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-complex-analysis-all.tex	COMPLEX_ANALYSIS	T02.SECTION	SECTION_OR_SUBSECTION	Laurent|singular|residue	series singularities residues	IV/08	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv08-dossier-05
theory-of-complex-analysis-all.tex	COMPLEX_ANALYSIS	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Laurent|singular|residue)	problem|exercise|solution|worked problem	IV/08	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-complex-analysis-all.tex	COMPLEX_ANALYSIS	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Laurent|singular|residue)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/08	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-complex-analysis-series.tex	COMPLEX_ANALYSIS	T03.SECTION	SECTION_OR_SUBSECTION	Laurent	Laurent series	IV/08	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv08-dossier-06
theory-of-complex-analysis-series.tex	COMPLEX_ANALYSIS	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Laurent)	problem|exercise|solution|worked problem	IV/08	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-complex-analysis-series.tex	COMPLEX_ANALYSIS	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Laurent)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/08	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-complex-analysis-2.tex	COMPLEX_ANALYSIS	T05.SECTION	SECTION_OR_SUBSECTION	singularit|removable|pole|essential	singularities	IV/09	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv09-dossier-01
theory-of-complex-analysis-2.tex	COMPLEX_ANALYSIS	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(singularit|removable|pole|essential)	problem|exercise|solution|worked problem	IV/09	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv09-dossier-03
theory-of-complex-analysis-2.tex	COMPLEX_ANALYSIS	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(singularit|removable|pole|essential)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/09	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv09-dossier-04
theory-of-complex-analysis-series.tex	COMPLEX_ANALYSIS	T04.SECTION	SECTION_OR_SUBSECTION	isolated singularity|pole|essential	isolated singularities	IV/09	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv09-dossier-02
theory-of-complex-analysis-series.tex	COMPLEX_ANALYSIS	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(isolated singularity|pole|essential)	problem|exercise|solution|worked problem	IV/09	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv09-dossier-05
theory-of-complex-analysis-series.tex	COMPLEX_ANALYSIS	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(isolated singularity|pole|essential)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/09	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv09-dossier-06
theory-of-analysis-FD.tex	ANALYSIS	T09.SECTION	SECTION_OR_SUBSECTION	contour|residue|complex integral	contour bridge	IV/10	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv10-dossier-01
theory-of-analysis-FD.tex	ANALYSIS	T09.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(contour|residue|complex integral)	problem|exercise|solution|worked problem	IV/10	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv10-dossier-05
theory-of-analysis-FD.tex	ANALYSIS	T09.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(contour|residue|complex integral)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/10	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv10-dossier-06
theory-of-complex-analysis-2.tex	COMPLEX_ANALYSIS	T06.SECTION	SECTION_OR_SUBSECTION	residue	residues	IV/10	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv10-dossier-02
theory-of-complex-analysis-2.tex	COMPLEX_ANALYSIS	T06.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(residue)	problem|exercise|solution|worked problem	IV/10	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv10-dossier-07
theory-of-complex-analysis-2.tex	COMPLEX_ANALYSIS	T06.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(residue)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/10	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv10-dossier-08
theory-of-complex-analysis-next.tex	COMPLEX_ANALYSIS	T02.SECTION	SECTION_OR_SUBSECTION	residue|real integral	residues and integrals	IV/10	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv10-dossier-03
theory-of-complex-analysis-next.tex	COMPLEX_ANALYSIS	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(residue|real integral)	problem|exercise|solution|worked problem	IV/10	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv10-dossier-09
theory-of-complex-analysis-next.tex	COMPLEX_ANALYSIS	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(residue|real integral)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/10	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv10-dossier-10
theory-of-disitrbutions.tex	FOURIER_DISTRIBUTIONS_PDE	T03.SECTION	SECTION_OR_SUBSECTION	contour|residue|Cauchy	complex contour methods	IV/10	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv10-dossier-04
theory-of-disitrbutions.tex	FOURIER_DISTRIBUTIONS_PDE	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(contour|residue|Cauchy)	problem|exercise|solution|worked problem	IV/10	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv10-dossier-11
theory-of-disitrbutions.tex	FOURIER_DISTRIBUTIONS_PDE	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(contour|residue|Cauchy)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/10	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv10-dossier-12
theory-of-complex-analysis-2.tex	COMPLEX_ANALYSIS	T07.SECTION	SECTION_OR_SUBSECTION	real integral|improper integral	real integrals	IV/11	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv11-dossier-01
theory-of-complex-analysis-2.tex	COMPLEX_ANALYSIS	T07.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(real integral|improper integral)	problem|exercise|solution|worked problem	IV/11	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv11-dossier-02
theory-of-complex-analysis-2.tex	COMPLEX_ANALYSIS	T07.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(real integral|improper integral)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/11	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv11-dossier-03
