chapter_code	dossier_index	dossier_label	dossier_title	origin	source_file	source_block_id	source_selector	source_topic	note
IV/23	4	prob:iv23-dossier-04	Loop lifting diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-14.tex	T01.THEORY_CHILDREN	descendant-of(monodromy|covering|analytic continuation)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/23	5	prob:iv23-dossier-05	Monodromy action diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-15.tex	T01.EXERCISE_CHILDREN	descendant-of(punctured|covering map|lifting)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/23	6	prob:iv23-dossier-06	Deck transformations diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-15.tex	T01.THEORY_CHILDREN	descendant-of(punctured|covering map|lifting)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/23	7	prob:iv23-dossier-07	Exponential covering diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/23	8	prob:iv23-dossier-08	Power maps diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/23	9	prob:iv23-dossier-09	Unique path lifting proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/23	10	prob:iv23-dossier-10	Homotopy invariance of monodromy proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/23	11	prob:iv23-dossier-11	Exponential covering proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/23	12	prob:iv23-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/24	1	prob:iv24-dossier-01	Branched covering diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-14.tex	T02.SECTION	branched|branch point|ramification	branched coverings	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/24	2	prob:iv24-dossier-02	Local power model diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-16.tex	T01.SECTION	w^4|z^4|branched cover|branch point	branched algebraic relation	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/24	3	prob:iv24-dossier-03	Ramification index diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-14.tex	T02.EXERCISE_CHILDREN	descendant-of(branched|branch point|ramification)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/24	4	prob:iv24-dossier-04	Branch values diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-14.tex	T02.THEORY_CHILDREN	descendant-of(branched|branch point|ramification)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/24	5	prob:iv24-dossier-05	Square-root surface diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-16.tex	T01.EXERCISE_CHILDREN	descendant-of(w^4|z^4|branched cover|branch point)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/24	6	prob:iv24-dossier-06	Polynomial maps diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-16.tex	T01.THEORY_CHILDREN	descendant-of(w^4|z^4|branched cover|branch point)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/24	7	prob:iv24-dossier-07	Monodromy around branch values diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/24	8	prob:iv24-dossier-08	Degree diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/24	9	prob:iv24-dossier-09	Local ramification model proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/24	10	prob:iv24-dossier-10	Critical-point criterion proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/24	11	prob:iv24-dossier-11	Constant generic degree proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/24	12	prob:iv24-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/25	1	prob:iv25-dossier-01	Gluing data diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-16.tex	T02.SECTION	gluing|charts|Riemann surface	gluing surface	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/25	2	prob:iv25-dossier-02	Transition maps diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-19.tex	T02.SECTION	Riemann surface|compactification|branch	Riemann surface construction	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/25	3	prob:iv25-dossier-03	Quotient space diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-16.tex	T02.EXERCISE_CHILDREN	descendant-of(gluing|charts|Riemann surface)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/25	4	prob:iv25-dossier-04	Hausdorff condition diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-16.tex	T02.THEORY_CHILDREN	descendant-of(gluing|charts|Riemann surface)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/25	5	prob:iv25-dossier-05	Charts from pieces diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-19.tex	T02.EXERCISE_CHILDREN	descendant-of(Riemann surface|compactification|branch)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/25	6	prob:iv25-dossier-06	Sphere from two charts diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-19.tex	T02.THEORY_CHILDREN	descendant-of(Riemann surface|compactification|branch)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/25	7	prob:iv25-dossier-07	Algebraic curves diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/25	8	prob:iv25-dossier-08	Cut-and-paste constructions diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/25	9	prob:iv25-dossier-09	Holomorphic gluing theorem proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/25	10	prob:iv25-dossier-10	Sphere gluing proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/25	11	prob:iv25-dossier-11	Cocycle consistency proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/25	12	prob:iv25-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/26	1	prob:iv26-dossier-01	Adding infinity diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-16.tex	T03.SECTION	compactification|genus	compactification genus	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/26	2	prob:iv26-dossier-02	Puncture filling diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-16.tex	T03.EXERCISE_CHILDREN	descendant-of(compactification|genus)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/26	3	prob:iv26-dossier-03	Compact algebraic curves diagnostic	CORPUS_GUIDED	theory-of-algebraic-geometry-16.tex	T03.THEORY_CHILDREN	descendant-of(compactification|genus)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/26	4	prob:iv26-dossier-04	Genus diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/26	5	prob:iv26-dossier-05	Sphere and torus diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/26	6	prob:iv26-dossier-06	Meromorphic functions diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/26	7	prob:iv26-dossier-07	Branched-cover viewpoint diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/26	8	prob:iv26-dossier-08	Riemann--Hurwitz formula diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/26	9	prob:iv26-dossier-09	Holomorphic functions on compact surfaces proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/26	10	prob:iv26-dossier-10	Riemann--Hurwitz formula proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/26	11	prob:iv26-dossier-11	Genus of a double cover proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/26	12	prob:iv26-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
