source_file	source_family	source_block_id	block_kind	source_selector	source_topic	destination	precedence	source_exists	disposition	canonical_dossier_label
theory-of-complex-analysis-next2.tex	COMPLEX_ANALYSIS	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	IV/12	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-complex-analysis-topology.tex	COMPLEX_ANALYSIS	T03.SECTION	SECTION_OR_SUBSECTION	winding|homotopy of curves	winding/topological complex bridge	IV/12	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv12-dossier-07
theory-of-complex-analysis-topology.tex	COMPLEX_ANALYSIS	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(winding|homotopy of curves)	problem|exercise|solution|worked problem	IV/12	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-complex-analysis-topology.tex	COMPLEX_ANALYSIS	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(winding|homotopy of curves)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/12	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-complex-analysis-next.tex	COMPLEX_ANALYSIS	T04.SECTION	SECTION_OR_SUBSECTION	Rouché|Rouche	Rouche	IV/13	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv13-dossier-01
theory-of-complex-analysis-next.tex	COMPLEX_ANALYSIS	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Rouché|Rouche)	problem|exercise|solution|worked problem	IV/13	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv13-dossier-02
theory-of-complex-analysis-next.tex	COMPLEX_ANALYSIS	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Rouché|Rouche)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/13	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv13-dossier-03
theory-of-algebraic-geometry-18.tex	ALGEBRAIC_GEOMETRY	T01.SECTION	SECTION_OR_SUBSECTION	branch|slit plane|root|logarithm	branches slit planes	IV/14	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv14-dossier-01
theory-of-algebraic-geometry-18.tex	ALGEBRAIC_GEOMETRY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(branch|slit plane|root|logarithm)	problem|exercise|solution|worked problem	IV/14	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv14-dossier-04
theory-of-algebraic-geometry-18.tex	ALGEBRAIC_GEOMETRY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(branch|slit plane|root|logarithm)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/14	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv14-dossier-05
theory-of-algebraic-geometry-18.tex	ALGEBRAIC_GEOMETRY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	IV/14	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-complex-analysis-next2.tex	COMPLEX_ANALYSIS	T02.SECTION	SECTION_OR_SUBSECTION	branch|logarithm|root	branches logarithm roots	IV/14	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv14-dossier-02
theory-of-complex-analysis-next2.tex	COMPLEX_ANALYSIS	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(branch|logarithm|root)	problem|exercise|solution|worked problem	IV/14	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv14-dossier-06
theory-of-complex-analysis-next2.tex	COMPLEX_ANALYSIS	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(branch|logarithm|root)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/14	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv14-dossier-07
theory-of-disitrbutions.tex	FOURIER_DISTRIBUTIONS_PDE	T04.SECTION	SECTION_OR_SUBSECTION	branch cut|logarithm|keyhole	branch cuts	IV/14	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv14-dossier-03
theory-of-disitrbutions.tex	FOURIER_DISTRIBUTIONS_PDE	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(branch cut|logarithm|keyhole)	problem|exercise|solution|worked problem	IV/14	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv14-dossier-08
theory-of-disitrbutions.tex	FOURIER_DISTRIBUTIONS_PDE	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(branch cut|logarithm|keyhole)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/14	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv14-dossier-09
theory-of-algebraic-geometry-18.tex	ALGEBRAIC_GEOMETRY	T02.SECTION	SECTION_OR_SUBSECTION	analytic continuation|monodromy	analytic continuation	IV/15	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv15-dossier-01
theory-of-algebraic-geometry-18.tex	ALGEBRAIC_GEOMETRY	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(analytic continuation|monodromy)	problem|exercise|solution|worked problem	IV/15	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv15-dossier-03
theory-of-algebraic-geometry-18.tex	ALGEBRAIC_GEOMETRY	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(analytic continuation|monodromy)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/15	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv15-dossier-04
theory-of-complex-analysis-next2.tex	COMPLEX_ANALYSIS	T03.SECTION	SECTION_OR_SUBSECTION	analytic continuation	analytic continuation	IV/15	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv15-dossier-02
theory-of-complex-analysis-next2.tex	COMPLEX_ANALYSIS	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(analytic continuation)	problem|exercise|solution|worked problem	IV/15	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv15-dossier-05
theory-of-complex-analysis-next2.tex	COMPLEX_ANALYSIS	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(analytic continuation)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/15	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv15-dossier-06
theory-of-complex-analysis-maps.tex	COMPLEX_ANALYSIS	T01.SECTION	SECTION_OR_SUBSECTION	Möbius|Mobius|linear fractional	Mobius transformations	IV/16	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv16-dossier-01
theory-of-complex-analysis-maps.tex	COMPLEX_ANALYSIS	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Möbius|Mobius|linear fractional)	problem|exercise|solution|worked problem	IV/16	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv16-dossier-02
theory-of-complex-analysis-maps.tex	COMPLEX_ANALYSIS	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Möbius|Mobius|linear fractional)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/16	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv16-dossier-03
theory-of-complex-analysis-maps.tex	COMPLEX_ANALYSIS	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	IV/16	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-complex-analysis-all-maps-all.tex	COMPLEX_ANALYSIS	T04.SECTION	SECTION_OR_SUBSECTION	Möbius|Mobius|conformal|Schwarz-Christoffel	conformal maps	IV/17	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv17-dossier-01
theory-of-complex-analysis-all-maps-all.tex	COMPLEX_ANALYSIS	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Möbius|Mobius|conformal|Schwarz-Christoffel)	problem|exercise|solution|worked problem	IV/17	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv17-dossier-06
theory-of-complex-analysis-all-maps-all.tex	COMPLEX_ANALYSIS	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Möbius|Mobius|conformal|Schwarz-Christoffel)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/17	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv17-dossier-07
theory-of-complex-analysis-all-maps-all2.tex	COMPLEX_ANALYSIS	T04.SECTION	SECTION_OR_SUBSECTION	Möbius|Mobius|conformal|Schwarz-Christoffel	conformal maps	IV/17	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv17-dossier-02
theory-of-complex-analysis-all-maps-all2.tex	COMPLEX_ANALYSIS	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Möbius|Mobius|conformal|Schwarz-Christoffel)	problem|exercise|solution|worked problem	IV/17	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv17-dossier-08
theory-of-complex-analysis-all-maps-all2.tex	COMPLEX_ANALYSIS	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Möbius|Mobius|conformal|Schwarz-Christoffel)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/17	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv17-dossier-09
theory-of-complex-analysis-all-maps.tex	COMPLEX_ANALYSIS	T04.SECTION	SECTION_OR_SUBSECTION	Möbius|Mobius|conformal|Schwarz-Christoffel	conformal maps	IV/17	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv17-dossier-03
theory-of-complex-analysis-all-maps.tex	COMPLEX_ANALYSIS	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Möbius|Mobius|conformal|Schwarz-Christoffel)	problem|exercise|solution|worked problem	IV/17	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv17-dossier-10
theory-of-complex-analysis-all-maps.tex	COMPLEX_ANALYSIS	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Möbius|Mobius|conformal|Schwarz-Christoffel)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/17	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv17-dossier-11
theory-of-complex-analysis-all.tex	COMPLEX_ANALYSIS	T04.SECTION	SECTION_OR_SUBSECTION	Möbius|Mobius|conformal|Schwarz-Christoffel	conformal maps	IV/17	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv17-dossier-04
theory-of-complex-analysis-all.tex	COMPLEX_ANALYSIS	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Möbius|Mobius|conformal|Schwarz-Christoffel)	problem|exercise|solution|worked problem	IV/17	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv17-dossier-12
theory-of-complex-analysis-all.tex	COMPLEX_ANALYSIS	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Möbius|Mobius|conformal|Schwarz-Christoffel)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/17	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-complex-analysis-maps.tex	COMPLEX_ANALYSIS	T02.SECTION	SECTION_OR_SUBSECTION	conformal|Riemann mapping	conformal mapping	IV/17	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv17-dossier-05
theory-of-complex-analysis-maps.tex	COMPLEX_ANALYSIS	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(conformal|Riemann mapping)	problem|exercise|solution|worked problem	IV/17	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-complex-analysis-maps.tex	COMPLEX_ANALYSIS	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(conformal|Riemann mapping)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/17	90	YES	MERGED_WITH_CHAPTER_CONTEXT	-
theory-of-complex-analysis-maps.tex	COMPLEX_ANALYSIS	T03.SECTION	SECTION_OR_SUBSECTION	Schwarz|Christoffel	Schwarz-Christoffel	IV/18	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv18-dossier-01
theory-of-complex-analysis-maps.tex	COMPLEX_ANALYSIS	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Schwarz|Christoffel)	problem|exercise|solution|worked problem	IV/18	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv18-dossier-02
theory-of-complex-analysis-maps.tex	COMPLEX_ANALYSIS	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Schwarz|Christoffel)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/18	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iv18-dossier-03
