chapter_code	dossier_index	dossier_label	dossier_title	origin	source_file	source_block_id	source_selector	source_topic	note
IV/05	5	prob:iv05-dossier-05	Existence of primitives diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T05.EXERCISE_CHILDREN	descendant-of(Cauchy theorem|Goursat)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/05	6	prob:iv05-dossier-06	Goursat refinement diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T05.THEORY_CHILDREN	descendant-of(Cauchy theorem|Goursat)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/05	7	prob:iv05-dossier-07	Multiply connected warning diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/05	8	prob:iv05-dossier-08	Topological content diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/05	9	prob:iv05-dossier-09	Cauchy--Goursat theorem on triangles proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/05	10	prob:iv05-dossier-10	Primitive on simply connected domains proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/05	11	prob:iv05-dossier-11	Homotopy invariance proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/05	12	prob:iv05-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/06	1	prob:iv06-dossier-01	Integral formula diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T06.SECTION	Cauchy integral formula	Cauchy integral formula	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/06	2	prob:iv06-dossier-02	Circle form diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T06.EXERCISE_CHILDREN	descendant-of(Cauchy integral formula)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/06	3	prob:iv06-dossier-03	Derivative formulas diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T06.THEORY_CHILDREN	descendant-of(Cauchy integral formula)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/06	4	prob:iv06-dossier-04	Cauchy estimates diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/06	5	prob:iv06-dossier-05	Analyticity diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/06	6	prob:iv06-dossier-06	Mean-value property diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/06	7	prob:iv06-dossier-07	Liouville theorem diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/06	8	prob:iv06-dossier-08	Cauchy integral formula proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/06	9	prob:iv06-dossier-09	Cauchy derivative formula proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/06	10	prob:iv06-dossier-10	Cauchy estimate proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/06	11	prob:iv06-dossier-11	Liouville theorem proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/06	12	prob:iv06-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
