record_type	source_file	source_block_id	source_instance	source_kind	source_title	destination	canonical_target	target_kind	classification	method	score	paired_solution	notes
LEDGER_RULE	theory-of-algebraic-topology-15.tex	T02.EXERCISE_CHILDREN		PROBLEM_EXERCISE_SOLUTION	problem|exercise|solution|worked problem	VIII/33			INSTANCE_RECONCILE	LEDGER_ACTION			All problem/exercise/solution blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-15.tex	T02.THEORY_CHILDREN		THEOREM_LIKE	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/33			INSTANCE_RECONCILE	LEDGER_ACTION			All theorem-like blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-15.tex	T03.EXERCISE_CHILDREN		PROBLEM_EXERCISE_SOLUTION	problem|exercise|solution|worked problem	VIII/34			INSTANCE_RECONCILE	LEDGER_ACTION			All problem/exercise/solution blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-15.tex	T03.THEORY_CHILDREN		THEOREM_LIKE	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/34			INSTANCE_RECONCILE	LEDGER_ACTION			All theorem-like blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-15.tex	T04.EXERCISE_CHILDREN		PROBLEM_EXERCISE_SOLUTION	problem|exercise|solution|worked problem	VIII/33			INSTANCE_RECONCILE	LEDGER_ACTION			All problem/exercise/solution blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-15.tex	T04.THEORY_CHILDREN		THEOREM_LIKE	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/33			INSTANCE_RECONCILE	LEDGER_ACTION			All theorem-like blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-15.tex	FALLBACK.ALL_UNMATCHED		ANY_UNMATCHED_BLOCK	all remaining sections/theorem-like/problem blocks	VIII/31			FALLBACK_RULE_INSTANCE_RECONCILED	DIRECT_INSTANCE_EVIDENCE_REQUIRED			Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file. | No covered-by-topic assumption accepted.
LEDGER_RULE	theory-of-algebraic-topology-16.tex	T01.SECTION		SECTION_OR_SUBSECTION	sphere bundles Euler classes	VIII/32			INSTANCE_RECONCILE	LEDGER_ACTION			
LEDGER_RULE	theory-of-algebraic-topology-16.tex	T02.SECTION		SECTION_OR_SUBSECTION	clutching	VIII/30			INSTANCE_RECONCILE	LEDGER_ACTION			
LEDGER_RULE	theory-of-algebraic-topology-16.tex	T03.SECTION		SECTION_OR_SUBSECTION	Lefschetz	VIII/35			INSTANCE_RECONCILE	LEDGER_ACTION			
LEDGER_RULE	theory-of-algebraic-topology-16.tex	T01.EXERCISE_CHILDREN		PROBLEM_EXERCISE_SOLUTION	problem|exercise|solution|worked problem	VIII/32			INSTANCE_RECONCILE	LEDGER_ACTION			All problem/exercise/solution blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-16.tex	T01.THEORY_CHILDREN		THEOREM_LIKE	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/32			INSTANCE_RECONCILE	LEDGER_ACTION			All theorem-like blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-16.tex	T02.EXERCISE_CHILDREN		PROBLEM_EXERCISE_SOLUTION	problem|exercise|solution|worked problem	VIII/30			INSTANCE_RECONCILE	LEDGER_ACTION			All problem/exercise/solution blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-16.tex	T02.THEORY_CHILDREN		THEOREM_LIKE	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/30			INSTANCE_RECONCILE	LEDGER_ACTION			All theorem-like blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-16.tex	T03.EXERCISE_CHILDREN		PROBLEM_EXERCISE_SOLUTION	problem|exercise|solution|worked problem	VIII/35			INSTANCE_RECONCILE	LEDGER_ACTION			All problem/exercise/solution blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-16.tex	T03.THEORY_CHILDREN		THEOREM_LIKE	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/35			INSTANCE_RECONCILE	LEDGER_ACTION			All theorem-like blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-16.tex	FALLBACK.ALL_UNMATCHED		ANY_UNMATCHED_BLOCK	all remaining sections/theorem-like/problem blocks	VIII/32			FALLBACK_RULE_INSTANCE_RECONCILED	DIRECT_INSTANCE_EVIDENCE_REQUIRED			Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file. | No covered-by-topic assumption accepted.
LEDGER_RULE	theory-of-algebraic-topology-17.tex	T01.SECTION		SECTION_OR_SUBSECTION	chain contractions	VIII/23			INSTANCE_RECONCILE	LEDGER_ACTION			
LEDGER_RULE	theory-of-algebraic-topology-17.tex	T02.SECTION		SECTION_OR_SUBSECTION	acyclic complexes	VIII/23			INSTANCE_RECONCILE	LEDGER_ACTION			
LEDGER_RULE	theory-of-algebraic-topology-17.tex	T03.SECTION		SECTION_OR_SUBSECTION	products Kunneth	VIII/27			INSTANCE_RECONCILE	LEDGER_ACTION			
LEDGER_RULE	theory-of-algebraic-topology-17.tex	T01.EXERCISE_CHILDREN		PROBLEM_EXERCISE_SOLUTION	problem|exercise|solution|worked problem	VIII/23			INSTANCE_RECONCILE	LEDGER_ACTION			All problem/exercise/solution blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-17.tex	T01.THEORY_CHILDREN		THEOREM_LIKE	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/23			INSTANCE_RECONCILE	LEDGER_ACTION			All theorem-like blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-17.tex	T02.EXERCISE_CHILDREN		PROBLEM_EXERCISE_SOLUTION	problem|exercise|solution|worked problem	VIII/23			INSTANCE_RECONCILE	LEDGER_ACTION			All problem/exercise/solution blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-17.tex	T02.THEORY_CHILDREN		THEOREM_LIKE	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/23			INSTANCE_RECONCILE	LEDGER_ACTION			All theorem-like blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-17.tex	T03.EXERCISE_CHILDREN		PROBLEM_EXERCISE_SOLUTION	problem|exercise|solution|worked problem	VIII/27			INSTANCE_RECONCILE	LEDGER_ACTION			All problem/exercise/solution blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-17.tex	T03.THEORY_CHILDREN		THEOREM_LIKE	definition|theorem|lemma|proposition|corollary|remark|warning|example	VIII/27			INSTANCE_RECONCILE	LEDGER_ACTION			All theorem-like blocks under the matched thematic section inherit this destination.
LEDGER_RULE	theory-of-algebraic-topology-17.tex	FALLBACK.ALL_UNMATCHED		ANY_UNMATCHED_BLOCK	all remaining sections/theorem-like/problem blocks	VIII/23			FALLBACK_RULE_INSTANCE_RECONCILED	DIRECT_INSTANCE_EVIDENCE_REQUIRED			Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file. | No covered-by-topic assumption accepted.
LEDGER_RULE	theory-of-algebraic-topology-2--math-alls-3.tex	ARCHIVE.ALL		ENTIRE_FILE	all blocks	ARCHIVE_VARIANT			PROVENANCE_ONLY	LEDGER_ACTION			Preserve for provenance/diff only. Preferred comparison source: theory-of-algebraic-topology-2.tex. Migrate only if a repo-local diff proves unique mathematics.
LEDGER_RULE	theory-of-algebraic-topology-2.tex	T01.SECTION		SECTION_OR_SUBSECTION	cell attachments	VIII/05			INSTANCE_RECONCILE	LEDGER_ACTION			
LEDGER_RULE	theory-of-algebraic-topology-2.tex	T02.SECTION		SECTION_OR_SUBSECTION	CW complexes	VIII/06			INSTANCE_RECONCILE	LEDGER_ACTION			
LEDGER_RULE	theory-of-algebraic-topology-2.tex	T03.SECTION		SECTION_OR_SUBSECTION	mapping cones	VIII/07			INSTANCE_RECONCILE	LEDGER_ACTION			
LEDGER_RULE	theory-of-algebraic-topology-2.tex	T04.SECTION		SECTION_OR_SUBSECTION	homotopic attaching maps	VIII/08			INSTANCE_RECONCILE	LEDGER_ACTION			
LEDGER_RULE	theory-of-algebraic-topology-2.tex	T01.EXERCISE_CHILDREN		PROBLEM_EXERCISE_SOLUTION	problem|exercise|solution|worked problem	VIII/05			INSTANCE_RECONCILE	LEDGER_ACTION			All problem/exercise/solution blocks under the matched thematic section inherit this destination.
