destination	target_id	kind	title	paired_solution	path	legacy_targeted
VIII/01	exr:viii01-22	exercise	does a homotopy require every time slice to be injective	YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	NO
VIII/01	exr:viii01-23	exercise	does a homotopy between homeomorphisms have to pass through homeomorphisms	YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	NO
VIII/01	exr:viii01-24	exercise	explain why composition descends to homotopy classes	YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	NO
VIII/01	prob:viii01-01	problem	Piecewise concatenation	YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	NO
VIII/01	prob:viii01-02	problem	Radial contraction	YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	NO
VIII/01	prob:viii01-03	problem	Affine homotopy in a convex target	YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	NO
VIII/01	prob:viii01-04	problem	Homotopy of constant maps	YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	NO
VIII/01	prob:viii01-05	problem	Path components detected by maps from a point	YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	NO
VIII/01	prob:viii01-06	problem	Restriction of a relative homotopy	YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	NO
VIII/01	prob:viii01-07	problem	Composition of based homotopies	YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	NO
VIII/01	prob:viii01-08	problem	A stationary first half	YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	NO
VIII/01	prob:viii01-09	problem	Product deformation	YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	NO
VIII/01	prob:viii01-10	problem	Target inclusion	YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	NO
VIII/01	prob:viii01-11	problem	Two-stage deformation	YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	NO
VIII/01	prob:viii01-12	problem	Bridge to VIII/02	YES	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex	NO
VIII/02	def:viii02-equivalence	definition	Homotopy equivalence	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	def:viii02-type	definition	Homotopy type	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prop:viii02-equivalence-relation	proposition	Homotopy equivalence is an equivalence relation	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	def:viii02-contractible	definition	Contractible space	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	thm:viii02-point	theorem	Contractible means homotopy equivalent to a point	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prop:viii02-convex	proposition	Convex sets are contractible	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	def:viii02-star	definition	Star-shaped set	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prop:viii02-star-contract	proposition	Star-shaped sets are contractible	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	VIII/02:EXAMPLE:01	example	intervals disks balls cubes and r n are contractible	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	def:viii02-retraction	definition	Retraction	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	def:viii02-deformation-retract	definition	Deformation retract	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	thm:viii02-dr-equivalence	theorem	Deformation retracts preserve homotopy type	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	def:viii02-strong	definition	Strong deformation retract	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	ex:viii02-punctured-radial	example	Punctured Euclidean space	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	VIII/02:COROLLARY:01	corollary	r n 0 s n 1	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	ex:viii02-annulus	example	Annulus	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	ex:viii02-cylinder	example	Cylinder	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	ex:viii02-whisker	example	Circle with a whisker	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prop:viii02-contract-path	proposition	Contractible implies path connected	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	def:viii02-invariant	definition	Homotopy invariant	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	ex:viii02-interval-point	example	Interval and point	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	VIII/02:EXAMPLE:07	example	Disk and point	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prop:viii02-criterion	proposition	One-sided strict inverse plus homotopy	NO	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-01	exercise	state the two equations defining homotopy inverse maps f x y and g y	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-02	exercise	why is every space homotopy equivalent to itself	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-03	exercise	prove symmetry of homotopy equivalence	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-04	exercise	define a contractible space	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-05	exercise	show r n is contractible	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-06	exercise	show a convex set is contractible	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-07	exercise	show a star shaped set is contractible	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-08	exercise	define a retraction r x a	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-09	exercise	translate the retraction condition using the inclusion i a x	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-10	exercise	what additional condition turns a retract into a deformation retract	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-11	exercise	what makes a deformation retract strong	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-12	exercise	prove a deformation retract has the same homotopy type as the ambient space	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-13	exercise	write the radial retraction r n 0 s n 1	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-14	exercise	why does the radial deformation avoid the origin	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-15	exercise	show the radial deformation fixes s n 1	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-16	exercise	show s 1 i s 1	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-17	exercise	why is a contractible space path connected	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-18	exercise	give a path connected space that is not contractible	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-19	exercise	give homotopy equivalent spaces with different cardinalities	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-20	exercise	does homotopy equivalence preserve dimension	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-21	exercise	if x y and y z what maps exhibit x z	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-22	exercise	why is a circle with a contractible whisker homotopy equivalent to the circle	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-23	exercise	what is a homotopy invariant	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	exr:viii02-24	exercise	how can a homotopy invariant prove x y	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prob:viii02-01	problem	Interval versus point	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prob:viii02-02	problem	Annulus collapse	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prob:viii02-03	problem	Punctured plane	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prob:viii02-04	problem	Punctured three-space	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prob:viii02-05	problem	Cylinder core	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prob:viii02-06	problem	Whisker graph	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prob:viii02-07	problem	Product of contractible spaces	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prob:viii02-08	problem	Homotopy type of a strip	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prob:viii02-09	problem	Retract versus deformation retract	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prob:viii02-10	problem	Transporting an invariant	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prob:viii02-11	problem	Noncontractibility strategy	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/02	prob:viii02-12	problem	Bridge to VIII/03	YES	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex	NO
VIII/03	def:viii03-local-sign	definition	Local sign	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	def:viii03-degree	definition	Degree for a smooth map	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	thm:viii03-regular-independence	theorem	Independence of regular value	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	thm:viii03-continuous	theorem	Continuous degree	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prop:viii03-normalization	proposition	Identity and constant map	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	thm:viii03-homotopy	theorem	Homotopy invariance of degree	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	cor:viii03-nonzero	corollary	Nonzero degree obstructs null-homotopy	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	thm:viii03-multiplicative	theorem	Degree of a composite	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	cor:viii03-equivalence	corollary	Degree of a homotopy equivalence	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	thm:viii03-power	theorem	Power map	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	VIII/03:EXAMPLE:01	example	z z 5 5 z z 3 3	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	thm:viii03-circle-classification	theorem	Classification of maps \(S^1\to S^1\)	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prop:viii03-reflection	proposition	Reflection	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prop:viii03-homeomorphism	proposition	Orientation-preserving homeomorphism	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	thm:viii03-antipodal	theorem	Degree of the antipodal map	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	thm:viii03-no-retraction	theorem	No retraction of a ball onto its boundary	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prop:viii03-surjective	proposition	Nonzero degree implies surjective	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	VIII/03:COROLLARY:03	corollary	a self map f s n s n of degree other than 1 cannot	NO	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-01	exercise	define the local sign of a smooth map at a regular point	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-02	exercise	write the regular value formula for degree	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-03	exercise	what is the degree of the identity map	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-04	exercise	what is the degree of a constant map s n s n for n	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-05	exercise	if f g how are their degrees related	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-06	exercise	why can a nonzero degree map not be null homotopic	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-07	exercise	state the multiplicativity formula	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-08	exercise	what degrees are possible for a homotopy equivalence of oriented closed manifolds	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-09	exercise	compute z z 7 on s 1	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-10	exercise	compute z z 4 on s 1	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-11	exercise	when are two maps s 1 s 1 homotopic	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-12	exercise	what is the degree of a reflection of s n	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-13	exercise	compute the degree of the antipodal map on s 1	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-14	exercise	compute the degree of the antipodal map on s 2	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-15	exercise	compute the degree of the antipodal map on s 3	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-16	exercise	if f 2 and g 3 compute g f	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-17	exercise	can a degree 2 self map of s n be a homotopy equivalence	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-18	exercise	why does nonzero degree force surjectivity	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-19	exercise	why is ordinary preimage cardinality not a homotopy invariant	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-20	exercise	what degree would a retraction argument force on r i s n s n	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-21	exercise	why is r i null homotopic if i s n d n 1	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-22	exercise	what contradiction proves the no retraction theorem	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-23	exercise	if f 1 must f be a homeomorphism	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	exr:viii03-24	exercise	what topic does the antipodal degree formula prepare for next	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prob:viii03-01	problem	Power map	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prob:viii03-02	problem	Negative power	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prob:viii03-03	problem	Composition	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prob:viii03-04	problem	Homotopy obstruction	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prob:viii03-05	problem	Null-homotopy test	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prob:viii03-06	problem	Antipodal parity	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prob:viii03-07	problem	Antipodal parity II	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prob:viii03-08	problem	No retraction	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prob:viii03-09	problem	Surjectivity	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prob:viii03-10	problem	Homotopy equivalence test	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prob:viii03-11	problem	Classification on the circle	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/03	prob:viii03-12	problem	Bridge to VIII/04	YES	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex	NO
VIII/04	prop:viii04-two-disks	proposition	Two-disk description	NO	books/vol08_algebraic_topology/chapters/ch04_spheres_and_antipodal_maps/chapter.tex	NO
VIII/04	def:viii04-antipodal	definition	Antipodal map	NO	books/vol08_algebraic_topology/chapters/ch04_spheres_and_antipodal_maps/chapter.tex	NO
VIII/04	thm:viii04-antipodal-degree	theorem	Antipodal degree	NO	books/vol08_algebraic_topology/chapters/ch04_spheres_and_antipodal_maps/chapter.tex	NO
VIII/04	cor:viii04-parity	corollary	Parity obstruction	NO	books/vol08_algebraic_topology/chapters/ch04_spheres_and_antipodal_maps/chapter.tex	NO
VIII/04	def:viii04-odd-even	definition	Odd and even	NO	books/vol08_algebraic_topology/chapters/ch04_spheres_and_antipodal_maps/chapter.tex	NO
VIII/04	thm:viii04-odd-degree	theorem	Odd self-map theorem	NO	books/vol08_algebraic_topology/chapters/ch04_spheres_and_antipodal_maps/chapter.tex	NO
VIII/04	cor:viii04-odd-nonnull	corollary	an odd self map of s n is not null homotopic	NO	books/vol08_algebraic_topology/chapters/ch04_spheres_and_antipodal_maps/chapter.tex	NO
VIII/04	thm:viii04-borsuk-ulam	theorem	Borsuk--Ulam	NO	books/vol08_algebraic_topology/chapters/ch04_spheres_and_antipodal_maps/chapter.tex	NO
