chapter_code	dossier_index	dossier_label	dossier_title	origin	source_file	source_block_id	source_selector	source_topic	note
III/18	1	prob:iii18-dossier-01	Tempered distributions diagnostic	CORPUS_GUIDED	theory-of-analysis-FD2.tex	T03.SECTION	Schwartz|tempered	Schwartz tempered distributions	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/18	2	prob:iii18-dossier-02	Regular tempered distributions diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T04.SECTION	tempered|Schwartz	tempered distributions Schwartz	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/18	3	prob:iii18-dossier-03	Schwartz topology diagnostic	CORPUS_GUIDED	theory-of-analysis-FD2.tex	T03.EXERCISE_CHILDREN	descendant-of(Schwartz|tempered)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/18	4	prob:iii18-dossier-04	Differentiation diagnostic	CORPUS_GUIDED	theory-of-analysis-FD2.tex	T03.THEORY_CHILDREN	descendant-of(Schwartz|tempered)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/18	5	prob:iii18-dossier-05	Polynomial multiplication diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T04.EXERCISE_CHILDREN	descendant-of(tempered|Schwartz)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/18	6	prob:iii18-dossier-06	Dirac family diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T04.THEORY_CHILDREN	descendant-of(tempered|Schwartz)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/18	7	prob:iii18-dossier-07	Measures diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/18	8	prob:iii18-dossier-08	Fourier readiness diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/18	9	prob:iii18-dossier-09	Polynomial-growth functions are tempered proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/18	10	prob:iii18-dossier-10	Derivatives preserve temperedness proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/18	11	prob:iii18-dossier-11	Polynomial multiplication preserves temperedness proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/18	12	prob:iii18-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/19	1	prob:iii19-dossier-01	Dual definition diagnostic	CORPUS_GUIDED	theory-of-analysis-FD2.tex	T04.SECTION	Fourier.*distribution|distribution.*Fourier	Fourier distributions	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/19	2	prob:iii19-dossier-02	Fourier automorphism diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T05.SECTION	Fourier transform of distribution	Fourier transform distributions	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/19	3	prob:iii19-dossier-03	Dirac transforms diagnostic	CORPUS_GUIDED	theory-of-disitrbutions.tex	T02.SECTION	tempered|Fourier transform	tempered Fourier distributions	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/19	4	prob:iii19-dossier-04	Differentiation diagnostic	CORPUS_GUIDED	theory-of-analysis-FD2.tex	T04.EXERCISE_CHILDREN	descendant-of(Fourier.*distribution|distribution.*Fourier)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/19	5	prob:iii19-dossier-05	Polynomial multiplication diagnostic	CORPUS_GUIDED	theory-of-analysis-FD2.tex	T04.THEORY_CHILDREN	descendant-of(Fourier.*distribution|distribution.*Fourier)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/19	6	prob:iii19-dossier-06	Translation and modulation diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T05.EXERCISE_CHILDREN	descendant-of(Fourier transform of distribution)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/19	7	prob:iii19-dossier-07	Convolution with Schwartz functions diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T05.THEORY_CHILDREN	descendant-of(Fourier transform of distribution)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/19	8	prob:iii19-dossier-08	PDE multipliers diagnostic	CORPUS_GUIDED	theory-of-disitrbutions.tex	T02.EXERCISE_CHILDREN	descendant-of(tempered|Fourier transform)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/19	9	prob:iii19-dossier-09	Fourier transform of Dirac proof dossier	CORPUS_GUIDED	theory-of-disitrbutions.tex	T02.THEORY_CHILDREN	descendant-of(tempered|Fourier transform)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/19	10	prob:iii19-dossier-10	Derivative rule proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/19	11	prob:iii19-dossier-11	Fourier automorphism proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/19	12	prob:iii19-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/20	1	prob:iii20-dossier-01	Weak derivative definition diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T06.SECTION	weak derivative	weak derivatives	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/20	2	prob:iii20-dossier-02	Agreement with classical derivatives diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T06.EXERCISE_CHILDREN	descendant-of(weak derivative)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/20	3	prob:iii20-dossier-03	Piecewise smooth functions diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T06.THEORY_CHILDREN	descendant-of(weak derivative)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/20	4	prob:iii20-dossier-04	Uniqueness diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/20	5	prob:iii20-dossier-05	Higher weak derivatives diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/20	6	prob:iii20-dossier-06	Locality diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/20	7	prob:iii20-dossier-07	Integration by parts diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/20	8	prob:iii20-dossier-08	Approximation diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/20	9	prob:iii20-dossier-09	Uniqueness of weak derivative proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/20	10	prob:iii20-dossier-10	Classical implies weak proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/20	11	prob:iii20-dossier-11	Mollifier commutation proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/20	12	prob:iii20-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/21	1	prob:iii21-dossier-01	Definition of $W^{k,p}$ diagnostic	CORPUS_GUIDED	theory-of-analysis-FD2.tex	T05.SECTION	Sobolev|weak derivative	Sobolev spaces	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/21	2	prob:iii21-dossier-02	Sobolev norms diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T07.SECTION	Sobolev|W^{|H^	Sobolev spaces	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/21	3	prob:iii21-dossier-03	$H^k$ notation diagnostic	CORPUS_GUIDED	theory-of-analysis-FD2.tex	T05.EXERCISE_CHILDREN	descendant-of(Sobolev|weak derivative)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/21	4	prob:iii21-dossier-04	Completeness diagnostic	CORPUS_GUIDED	theory-of-analysis-FD2.tex	T05.THEORY_CHILDREN	descendant-of(Sobolev|weak derivative)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/21	5	prob:iii21-dossier-05	Zero-boundary spaces diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T07.EXERCISE_CHILDREN	descendant-of(Sobolev|W^{|H^)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/21	6	prob:iii21-dossier-06	Poincare inequality diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T07.THEORY_CHILDREN	descendant-of(Sobolev|W^{|H^)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/21	7	prob:iii21-dossier-07	Embeddings diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/21	8	prob:iii21-dossier-08	Compactness diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/21	9	prob:iii21-dossier-09	Completeness of $W^{k,p}$ proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/21	10	prob:iii21-dossier-10	Poincare inequality proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/21	11	prob:iii21-dossier-11	Hilbert structure of $H^k$ proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/21	12	prob:iii21-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/22	1	prob:iii22-dossier-01	Mollifiers diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T08.SECTION	density|mollifier|approximation	density approximation Sobolev	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/22	2	prob:iii22-dossier-02	Approximate identities diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T08.EXERCISE_CHILDREN	descendant-of(density|mollifier|approximation)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/22	3	prob:iii22-dossier-03	Smooth approximation in $L^p$ diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T08.THEORY_CHILDREN	descendant-of(density|mollifier|approximation)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/22	4	prob:iii22-dossier-04	Sobolev approximation diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/22	5	prob:iii22-dossier-05	Boundary issues diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/22	6	prob:iii22-dossier-06	Density of test functions diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/22	7	prob:iii22-dossier-07	Frequency truncation diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/22	8	prob:iii22-dossier-08	Approximation consequences diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/22	9	prob:iii22-dossier-09	$L^p$ mollifier convergence proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/22	10	prob:iii22-dossier-10	Derivative commutation proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/22	11	prob:iii22-dossier-11	Density of $C_c^\infty$ in $L^p$ proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/22	12	prob:iii22-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
