source_file	source_family	source_block_id	block_kind	source_selector	source_topic	destination	precedence	source_exists	disposition	canonical_dossier_label
wiki-green.tex	FOURIER_DISTRIBUTIONS_PDE	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Green function|Green's function)	definition|theorem|lemma|proposition|corollary|remark|warning|example	III/25	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii25-dossier-06
wiki-green.tex	FOURIER_DISTRIBUTIONS_PDE	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	III/25	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
Exercise_1_2_append.tex	SUPPORT	S01	SUPPORT_OR_EXERCISE	subsection* Exercise 1.2|periodic Green	Exercise 1.2 periodic Green function	III/26	100	YES	SUPPORT_ONLY	-
Exercise_1_2_append.tex	SUPPORT	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	*	remaining support content	III/26	10	YES	SUPPORT_ONLY	-
wiki-green.tex	FOURIER_DISTRIBUTIONS_PDE	T03.SECTION	SECTION_OR_SUBSECTION	Sturm|Liouville|Green kernel	Sturm-Liouville	III/26	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii26-dossier-02
wiki-green.tex	FOURIER_DISTRIBUTIONS_PDE	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Sturm|Liouville|Green kernel)	problem|exercise|solution|worked problem	III/26	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii26-dossier-03
wiki-green.tex	FOURIER_DISTRIBUTIONS_PDE	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Sturm|Liouville|Green kernel)	definition|theorem|lemma|proposition|corollary|remark|warning|example	III/26	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii26-dossier-04
wiki-green.tex	FOURIER_DISTRIBUTIONS_PDE	T04.SECTION	SECTION_OR_SUBSECTION	elliptic|maximum principle|Laplace	elliptic maximum principles	III/27	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii27-dossier-01
wiki-green.tex	FOURIER_DISTRIBUTIONS_PDE	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(elliptic|maximum principle|Laplace)	problem|exercise|solution|worked problem	III/27	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii27-dossier-02
wiki-green.tex	FOURIER_DISTRIBUTIONS_PDE	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(elliptic|maximum principle|Laplace)	definition|theorem|lemma|proposition|corollary|remark|warning|example	III/27	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii27-dossier-03
theory-of-analysis-FD2.tex	ANALYSIS	T08.SECTION	SECTION_OR_SUBSECTION	PDE|partial differential|spectral method	spectral/transform PDE	III/28	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii28-dossier-01
theory-of-analysis-FD2.tex	ANALYSIS	T08.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(PDE|partial differential|spectral method)	problem|exercise|solution|worked problem	III/28	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii28-dossier-04
theory-of-analysis-FD2.tex	ANALYSIS	T08.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(PDE|partial differential|spectral method)	definition|theorem|lemma|proposition|corollary|remark|warning|example	III/28	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii28-dossier-05
theory-of-disitrbutions.tex	FOURIER_DISTRIBUTIONS_PDE	T05.SECTION	SECTION_OR_SUBSECTION	Laplace transform|Fourier transform	transform methods	III/28	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii28-dossier-02
theory-of-disitrbutions.tex	FOURIER_DISTRIBUTIONS_PDE	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Laplace transform|Fourier transform)	problem|exercise|solution|worked problem	III/28	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii28-dossier-06
theory-of-disitrbutions.tex	FOURIER_DISTRIBUTIONS_PDE	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Laplace transform|Fourier transform)	definition|theorem|lemma|proposition|corollary|remark|warning|example	III/28	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii28-dossier-07
wiki-green.tex	FOURIER_DISTRIBUTIONS_PDE	T05.SECTION	SECTION_OR_SUBSECTION	eigenfunction expansion|Fourier transform|spectral	spectral transform methods	III/28	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii28-dossier-03
wiki-green.tex	FOURIER_DISTRIBUTIONS_PDE	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(eigenfunction expansion|Fourier transform|spectral)	problem|exercise|solution|worked problem	III/28	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii28-dossier-08
wiki-green.tex	FOURIER_DISTRIBUTIONS_PDE	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(eigenfunction expansion|Fourier transform|spectral)	definition|theorem|lemma|proposition|corollary|remark|warning|example	III/28	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii28-dossier-09
