chapter_code	dossier_index	dossier_label	dossier_title	origin	source_file	source_block_id	source_selector	source_topic	note
III/10	3	prob:iii10-dossier-03	Young inequalities diagnostic	CORPUS_GUIDED	theory-of-analysis-FD.tex	T02.THEORY_CHILDREN	descendant-of(convolution|approximate identity)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/10	4	prob:iii10-dossier-04	Translation viewpoint diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/10	5	prob:iii10-dossier-05	Approximate identities diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/10	6	prob:iii10-dossier-06	Smoothing diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/10	7	prob:iii10-dossier-07	Differentiation diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/10	8	prob:iii10-dossier-08	Support diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/10	9	prob:iii10-dossier-09	Commutativity proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/10	10	prob:iii10-dossier-10	Young $L^1$ inequality proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/10	11	prob:iii10-dossier-11	Approximate-identity recovery proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/10	12	prob:iii10-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/11	1	prob:iii11-dossier-01	Definition on $L^1$ diagnostic	CORPUS_GUIDED	theory-of-analysis-FD.tex	T03.SECTION	Fourier transform	Fourier transform	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/11	2	prob:iii11-dossier-02	Boundedness and continuity diagnostic	CORPUS_GUIDED	theory-of-analysis-FD2.tex	T01.SECTION	Fourier transform	Fourier transform	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/11	3	prob:iii11-dossier-03	Riemann--Lebesgue lemma diagnostic	CORPUS_GUIDED	theory-of-analysis-FD.tex	T03.EXERCISE_CHILDREN	descendant-of(Fourier transform)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/11	4	prob:iii11-dossier-04	Translation and modulation diagnostic	CORPUS_GUIDED	theory-of-analysis-FD.tex	T03.THEORY_CHILDREN	descendant-of(Fourier transform)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/11	5	prob:iii11-dossier-05	Scaling diagnostic	CORPUS_GUIDED	theory-of-analysis-FD2.tex	T01.EXERCISE_CHILDREN	descendant-of(Fourier transform)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/11	6	prob:iii11-dossier-06	Differentiation and moments diagnostic	CORPUS_GUIDED	theory-of-analysis-FD2.tex	T01.THEORY_CHILDREN	descendant-of(Fourier transform)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/11	7	prob:iii11-dossier-07	Convolution theorem diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/11	8	prob:iii11-dossier-08	$L^1$ bound proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/11	9	prob:iii11-dossier-09	Riemann--Lebesgue lemma proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/11	10	prob:iii11-dossier-10	Convolution theorem proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/11	11	prob:iii11-dossier-11	Fourier inversion on Schwartz space proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/11	12	prob:iii11-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/12	1	prob:iii12-dossier-01	Gaussian integrals diagnostic	CORPUS_GUIDED	theory-of-analysis-FD.tex	T04.SECTION	Gaussian|heat kernel transform	Gaussian transform	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/12	2	prob:iii12-dossier-02	Self-reciprocity diagnostic	CORPUS_GUIDED	theory-of-analysis-FD.tex	T04.EXERCISE_CHILDREN	descendant-of(Gaussian|heat kernel transform)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/12	3	prob:iii12-dossier-03	Scaling diagnostic	CORPUS_GUIDED	theory-of-analysis-FD.tex	T04.THEORY_CHILDREN	descendant-of(Gaussian|heat kernel transform)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/12	4	prob:iii12-dossier-04	Differentiated Gaussians diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/12	5	prob:iii12-dossier-05	Heat kernels diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/12	6	prob:iii12-dossier-06	Tensor products diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/12	7	prob:iii12-dossier-07	Hermite structure diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/12	8	prob:iii12-dossier-08	Transform tables diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/12	9	prob:iii12-dossier-09	Gaussian transform proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/12	10	prob:iii12-dossier-10	Scaling rule proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/12	11	prob:iii12-dossier-11	Heat-kernel semigroup proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/12	12	prob:iii12-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/13	1	prob:iii13-dossier-01	Parseval identity diagnostic	CORPUS_GUIDED	theory-of-analysis-FD.tex	T05.SECTION	Plancherel|Parseval	Plancherel	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/13	2	prob:iii13-dossier-02	Plancherel extension diagnostic	CORPUS_GUIDED	theory-of-analysis-FD2.tex	T02.SECTION	Plancherel|Parseval	Plancherel	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/13	3	prob:iii13-dossier-03	Unitarity diagnostic	CORPUS_GUIDED	theory-of-analysis-FD.tex	T05.EXERCISE_CHILDREN	descendant-of(Plancherel|Parseval)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/13	4	prob:iii13-dossier-04	Inverse transform in $L^2$ diagnostic	CORPUS_GUIDED	theory-of-analysis-FD.tex	T05.THEORY_CHILDREN	descendant-of(Plancherel|Parseval)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/13	5	prob:iii13-dossier-05	Convolution in $L^2$ settings diagnostic	CORPUS_GUIDED	theory-of-analysis-FD2.tex	T02.EXERCISE_CHILDREN	descendant-of(Plancherel|Parseval)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/13	6	prob:iii13-dossier-06	Multipliers diagnostic	CORPUS_GUIDED	theory-of-analysis-FD2.tex	T02.THEORY_CHILDREN	descendant-of(Plancherel|Parseval)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/13	7	prob:iii13-dossier-07	Energy methods diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/13	8	prob:iii13-dossier-08	Approximation diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/13	9	prob:iii13-dossier-09	Plancherel theorem proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/13	10	prob:iii13-dossier-10	Parseval identity proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/13	11	prob:iii13-dossier-11	$L^2$ multiplier bound proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/13	12	prob:iii13-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/14	1	prob:iii14-dossier-01	Rapid decay diagnostic	CORPUS_GUIDED	theory-of-analysis-FD.tex	T06.SECTION	Schwartz	Schwartz space	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/14	2	prob:iii14-dossier-02	Schwartz seminorms diagnostic	CORPUS_GUIDED	theory-of-analysis-FD.tex	T06.EXERCISE_CHILDREN	descendant-of(Schwartz)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/14	3	prob:iii14-dossier-03	Algebraic stability diagnostic	CORPUS_GUIDED	theory-of-analysis-FD.tex	T06.THEORY_CHILDREN	descendant-of(Schwartz)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/14	4	prob:iii14-dossier-04	Translation and modulation diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/14	5	prob:iii14-dossier-05	Fourier invariance diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/14	6	prob:iii14-dossier-06	Convolution diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/14	7	prob:iii14-dossier-07	Density diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/14	8	prob:iii14-dossier-08	Role in distribution theory diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/14	9	prob:iii14-dossier-09	Fourier invariance proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/14	10	prob:iii14-dossier-10	Algebraic stability proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/14	11	prob:iii14-dossier-11	Schwartz convolution closure proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/14	12	prob:iii14-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/15	1	prob:iii15-dossier-01	Smooth compact support diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T01.SECTION	test function|compact support|\mathcal D|\mathcal E	test function spaces	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/15	2	prob:iii15-dossier-02	Bump functions diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T01.EXERCISE_CHILDREN	descendant-of(test function|compact support|\mathcal D|\mathcal E)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/15	3	prob:iii15-dossier-03	Support control diagnostic	CORPUS_GUIDED	theory-of-analysis-functions-II.tex	T01.THEORY_CHILDREN	descendant-of(test function|compact support|\mathcal D|\mathcal E)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/15	4	prob:iii15-dossier-04	Derivative control diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/15	5	prob:iii15-dossier-05	Partitions of unity diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/15	6	prob:iii15-dossier-06	Localization diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/15	7	prob:iii15-dossier-07	Comparison with Schwartz space diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/15	8	prob:iii15-dossier-08	Dual space preview diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/15	9	prob:iii15-dossier-09	Existence of bump functions proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/15	10	prob:iii15-dossier-10	Partition of unity proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/15	11	prob:iii15-dossier-11	Test-function convergence proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/15	12	prob:iii15-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
