source_path	ref_kind	label	target_paths	classification
books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/problems/problem_13.tex	ref	thm:vi26-noetherian-consequence	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/problems/problem_04.tex	ref	thm:vi26-ft-lft-qc	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/chapter.tex	cref	fig:vi25-01	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_01.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/chapter.tex	ref	thm:vi17-basic-open	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/chapter.tex	cref	thm:vi06-quotient-domain	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-prime-quotient	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-maximal-prime	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-zero-ideal	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-point-ideal	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-k-t-primes	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-real-line	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-chain-plane	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-order-reversal	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-xy-primes	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-quotient-correspondence	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-irred-prime	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-maximal-points	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-Z-six	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-radical-not-prime	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-minimal-primes-cross	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-preimage-prime	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-products-ideals	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_solutions.tex	ref	ex:vi06-complex-splitting	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/problems/p01.tex	cref	prop:vi06-incidence	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-prime-quotient	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-maximal-prime	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-zero-ideal	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-point-ideal	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-k-t-primes	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-real-line	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-chain-plane	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-order-reversal	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-xy-primes	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-quotient-correspondence	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-irred-prime	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-maximal-points	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-Z-six	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-radical-not-prime	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-minimal-primes-cross	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-preimage-prime	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-products-ideals	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercise_hints.tex	ref	ex:vi06-complex-splitting	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex	cref	prop:vi05-open-criterion	books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex	cref	thm:vi05-prime-criterion	books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex	cref	thm:vi05-prime-criterion	books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/problems/p08.tex	cref	thm:vi05-intersection-graph	books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/examples.tex	cref	thm:vi05-prime-criterion	books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex	cref	prop:vi04-target-test	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex	cref	prop:vi04-target-test	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex	cref	prop:vi04-target-test	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex	cref	thm:vi04-affine-correspondence	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-target-test	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-pullback	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-coordinates	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-contravariance	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-reconstruct	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-continuity	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-principal-open	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-parabola	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-axis	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-affine-line-automorphism	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-squaring	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-maps-to-a1	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-iso-ring	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-closed-quotient	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-product-pair	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-constant-map	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-graph	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_solutions.tex	cref	ex:vi04-kernel-image	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-target-test	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-pullback	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-coordinates	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-contravariance	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-reconstruct	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-continuity	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-principal-open	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-parabola	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-axis	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-affine-line-automorphism	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-squaring	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-maps-to-a1	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-iso-ring	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-closed-quotient	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-product-pair	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-constant-map	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-graph	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercise_hints.tex	cref	ex:vi04-kernel-image	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/exercises.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch03_coordinate_rings/chapter.tex	cref	prop:vi03-kernel	books/vol06_algebraic_geometry/chapters/ch03_coordinate_rings/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch02_zariski_topology/chapter.tex	cref	thm:vi02-zariski-topology	books/vol06_algebraic_geometry/chapters/ch02_zariski_topology/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch02_zariski_topology/chapter.tex	cref	cor:vi02-density	books/vol06_algebraic_geometry/chapters/ch02_zariski_topology/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch02_zariski_topology/chapter.tex	cref	prop:vi02-principal-dense	books/vol06_algebraic_geometry/chapters/ch02_zariski_topology/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch01_algebraic_sets/chapter.tex	cref	sec:vi01-field-dependence	books/vol06_algebraic_geometry/chapters/ch01_algebraic_sets/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch01_algebraic_sets/chapter.tex	cref	prop:vi01-generated-ideal	books/vol06_algebraic_geometry/chapters/ch01_algebraic_sets/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch01_algebraic_sets/chapter.tex	cref	prop:vi01-union	books/vol06_algebraic_geometry/chapters/ch01_algebraic_sets/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch01_algebraic_sets/chapter.tex	cref	prop:vi01-closure-inequalities	books/vol06_algebraic_geometry/chapters/ch01_algebraic_sets/chapter.tex	RESOLVED
books/vol06_algebraic_geometry/chapters/ch01_algebraic_sets/chapter.tex	cref	prop:vi01-generated-ideal	books/vol06_algebraic_geometry/chapters/ch01_algebraic_sets/chapter.tex	RESOLVED
